subject,relation,object
8432076309,es un codigo ISBN de una edicion publicada por,Editorial Planeta
8432076309,está escrito en,Español
Helmut Hatzfeld,es autor de la obra,Estudios de estilística
Estudios de estilística,pertenece al género,History and criticism
Estudios de estilística,pertenece al género,Literary style
Estudios de estilística,pertenece al género,Romance literature
Felipe González,es de nacionalidad,Spain
9701896750,es un codigo ISBN para el libro,Con todos y a tiempo
9701896750,es un codigo ISBN de una edicion publicada por,"Gobierno del Estado de Aguascalientes, del C. Gobernador de Aguascalientes"
9701896750,está escrito en,Español
Felipe González,es autor de la obra,Con todos y a tiempo
Con todos y a tiempo,pertenece al género,Aguascalientes (Mexico : State)
Con todos y a tiempo,pertenece al género,Aguascalientes (Mexico : State). Governor (1998- : González González)
Con todos y a tiempo,pertenece al género,Politics and government
8418181168,es un codigo ISBN para el libro,HOLLYWOOD AÑOS DORADOS
8418181168,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
9788418181160,es un codigo ISBN para el libro,HOLLYWOOD AÑOS DORADOS
9788418181160,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
9788418181320,es un codigo ISBN para el libro,HOLLYWOOD AÑOS DORADOS
9788418181320,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
841818132X,es un codigo ISBN para el libro,HOLLYWOOD AÑOS DORADOS
841818132X,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,HOLLYWOOD AÑOS DORADOS
9781016066792,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9781016066792,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9781016066792,está escrito en,Inglés
9780342048625,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780342048625,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9780342048625,está escrito en,Inglés
9780342048618,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780342048618,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9780342048618,está escrito en,Inglés
9780341788942,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780341788942,es un codigo ISBN de una edicion publicada por,Franklin Classics
0341788945,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
0341788945,es un codigo ISBN de una edicion publicada por,Franklin Classics
9780344008832,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780344008832,es un codigo ISBN de una edicion publicada por,Franklin Classics Trade Press
0344008835,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
0344008835,es un codigo ISBN de una edicion publicada por,Franklin Classics Trade Press
9780343747190,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780343747190,es un codigo ISBN de una edicion publicada por,Franklin Classics Trade Press
0343747197,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
0343747197,es un codigo ISBN de una edicion publicada por,Franklin Classics Trade Press
0341788937,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
0341788937,es un codigo ISBN de una edicion publicada por,Franklin Classics
9780341788935,es un codigo ISBN para el libro,The Voyage of Captain Don Felipe González
9780341788935,es un codigo ISBN de una edicion publicada por,Franklin Classics
Felipe González,es autor de la obra,The Voyage of Captain Don Felipe González
8493600075,es un codigo ISBN para el libro,EL UNIVERSO DE WOODY ALLEN
8493600075,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
9788493600075,es un codigo ISBN para el libro,EL UNIVERSO DE WOODY ALLEN
9788493600075,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,EL UNIVERSO DE WOODY ALLEN
8415606907,es un codigo ISBN para el libro,EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN
8415606907,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
9788415606901,es un codigo ISBN para el libro,EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN
9788415606901,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,EL UNIVERSO DE ALFRED HITCHCOCK 2ª EDICIÓN
9788415606994,es un codigo ISBN para el libro,EL UNIVERSO DE FEDERICO FELLINI
9788415606994,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
8415606990,es un codigo ISBN para el libro,EL UNIVERSO DE FEDERICO FELLINI
8415606990,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,EL UNIVERSO DE FEDERICO FELLINI
9788499821337,es un codigo ISBN para el libro,Derecho natural y dignidad humana
9788499821337,es un codigo ISBN de una edicion publicada por,Brand: DYKINSON
9788499821337,es un codigo ISBN de una edicion publicada por,"Editorial Dykinson, S.L."
8499821332,es un codigo ISBN para el libro,Derecho natural y dignidad humana
8499821332,es un codigo ISBN de una edicion publicada por,Brand: DYKINSON
8499821332,es un codigo ISBN de una edicion publicada por,"Editorial Dykinson, S.L."
Felipe González,es autor de la obra,Derecho natural y dignidad humana
9788488276018,es un codigo ISBN para el libro,La transición política española
9788488276018,es un codigo ISBN de una edicion publicada por,"Universidad Complutense de Madrid, Instituto de Europa Oriental"
9788488276018,está escrito en,Español
848827601X,es un codigo ISBN para el libro,La transición política española
848827601X,es un codigo ISBN de una edicion publicada por,"Universidad Complutense de Madrid, Instituto de Europa Oriental"
848827601X,está escrito en,Español
848827601X,es un codigo ISBN de una edicion publicada por,Fundación Banesto
Felipe González,es autor de la obra,La transición política española
La transición política española,pertenece al género,Politics and government
La transición política española,pertenece al género,Democracy
8415606303,es un codigo ISBN para el libro,El universo de Billy Wilder
8415606303,es un codigo ISBN de una edicion publicada por,Notorious
8415606303,está escrito en,Español
9788415606307,es un codigo ISBN para el libro,El universo de Billy Wilder
9788415606307,es un codigo ISBN de una edicion publicada por,Notorious
9788415606307,está escrito en,Español
Felipe González,es autor de la obra,El universo de Billy Wilder
9788415606819,es un codigo ISBN para el libro,EL MAGO DE OZ. EL LIBRO DEL 80 ANIVERSARIO
9788415606819,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
8415606818,es un codigo ISBN para el libro,EL MAGO DE OZ. EL LIBRO DEL 80 ANIVERSARIO
8415606818,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,EL MAGO DE OZ. EL LIBRO DEL 80 ANIVERSARIO
9788418181269,es un codigo ISBN para el libro,EL UNIVERSO DE WILLIAM WYLER
9788418181269,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
8418181265,es un codigo ISBN para el libro,EL UNIVERSO DE WILLIAM WYLER
8418181265,es un codigo ISBN de una edicion publicada por,Notorious Ediciones
Felipe González,es autor de la obra,EL UNIVERSO DE WILLIAM WYLER
8413677300,es un codigo ISBN para el libro,Teoría de grafos. Ejercicios y problemas resueltos.
8413677300,es un codigo ISBN de una edicion publicada por,"Ediciones Paraninfo, S.A"
9788413677309,es un codigo ISBN para el libro,Teoría de grafos. Ejercicios y problemas resueltos.
9788413677309,es un codigo ISBN de una edicion publicada por,"Ediciones Paraninfo, S.A"
8428337071,es un codigo ISBN para el libro,Teoría de grafos. Ejercicios y problemas resueltos.
8428337071,es un codigo ISBN de una edicion publicada por,"Ediciones Paraninfo, S.A"
9788428337076,es un codigo ISBN para el libro,Teoría de grafos. Ejercicios y problemas resueltos.
9788428337076,es un codigo ISBN de una edicion publicada por,"Ediciones Paraninfo, S.A"
Felipe González,es autor de la obra,Teoría de grafos. Ejercicios y problemas resueltos.
8403092725,es un codigo ISBN para el libro,El futuro no es lo que era
8403092725,es un codigo ISBN de una edicion publicada por,Aguilar
8403092725,está escrito en,Español
Felipe González,es autor de la obra,El futuro no es lo que era
El futuro no es lo que era,pertenece al género,Interviews
El futuro no es lo que era,pertenece al género,Politics and government
El futuro no es lo que era,pertenece al género,Presidents
8422960192,es un codigo ISBN para el libro,España y su futuro
8422960192,es un codigo ISBN de una edicion publicada por,EDICUSA
8422960192,está escrito en,Español
Felipe González,es autor de la obra,España y su futuro
España y su futuro,pertenece al género,Politics and government
8403093675,es un codigo ISBN para el libro,Memorias del futuro
8403093675,es un codigo ISBN de una edicion publicada por,Aguilar
8403093675,está escrito en,Español
Felipe González,es autor de la obra,Memorias del futuro
Memorias del futuro,pertenece al género,Modern History
8474361028,es un codigo ISBN para el libro,Partido Socialista Obrero Español
8474361028,es un codigo ISBN de una edicion publicada por,Albia
8474361028,está escrito en,Español
Felipe González,es autor de la obra,Partido Socialista Obrero Español
Partido Socialista Obrero Español,pertenece al género,P.S.O.E. (Political party)
8470809520,es un codigo ISBN para el libro,Qué es el socialismo
8470809520,es un codigo ISBN de una edicion publicada por,Editorial La Gaya Ciencia
8470809520,está escrito en,Español
Felipe González,es autor de la obra,Qué es el socialismo
Qué es el socialismo,pertenece al género,Socialism
8471362309,es un codigo ISBN para el libro,Socialismo es libertad
8471362309,es un codigo ISBN de una edicion publicada por,Galba Edicions
8471362309,está escrito en,Español
Felipe González,es autor de la obra,Socialismo es libertad
Socialismo es libertad,pertenece al género,Biography
Socialismo es libertad,pertenece al género,Socialism
Socialismo es libertad,pertenece al género,Socialists
8471784505,es un codigo ISBN para el libro,Un estilo ético
8471784505,es un codigo ISBN de una edicion publicada por,Editorial Argos Vergara
8471784505,está escrito en,Español
Felipe González,es autor de la obra,Un estilo ético
Un estilo ético,pertenece al género,Interviews
Un estilo ético,pertenece al género,Politics and government
Un estilo ético,pertenece al género,Presidents
9788423328642,es un codigo ISBN para el libro,"Socialismo, El"
9788423328642,es un codigo ISBN de una edicion publicada por,Destino Ediciones
9788423328642,está escrito en,Español
8423328643,es un codigo ISBN para el libro,"Socialismo, El"
8423328643,es un codigo ISBN de una edicion publicada por,Destino Ediciones
8423328643,está escrito en,Español
Felipe González,es autor de la obra,"Socialismo, El"
3785707061,es un codigo ISBN para el libro,Willy Brandt
3785707061,es un codigo ISBN de una edicion publicada por,Lubbe
3785707061,está escrito en,Alemán
Felipe González,es autor de la obra,Willy Brandt
9788499927176,es un codigo ISBN para el libro,¿Quién Manda Aquí?
9788499927176,es un codigo ISBN de una edicion publicada por,"Debate, Editorial"
9788499927176,está escrito en,Español
Felipe González,es autor de la obra,¿Quién Manda Aquí?
¿Quién Manda Aquí?,pertenece al género,Political science
9798702076195,es un codigo ISBN para el libro,CabañA. una Técnica de Reencuentro con el Alma
9798702076195,es un codigo ISBN de una edicion publicada por,Independently Published
9798702076195,está escrito en,Español
Felipe González,es autor de la obra,CabañA. una Técnica de Reencuentro con el Alma
9788432313820,es un codigo ISBN para el libro,Iberoamérica 2020
9788432313820,es un codigo ISBN de una edicion publicada por,Fundación Carolina
9788432313820,es un codigo ISBN de una edicion publicada por,Siglo XXI
9788432313820,está escrito en,Español
8432313823,es un codigo ISBN para el libro,Iberoamérica 2020
8432313823,es un codigo ISBN de una edicion publicada por,Fundación Carolina
8432313823,es un codigo ISBN de una edicion publicada por,Siglo XXI
8432313823,está escrito en,Español
Felipe González,es autor de la obra,Iberoamérica 2020
Iberoamérica 2020,pertenece al género,Politics and government
Iberoamérica 2020,pertenece al género,Economic conditions
Iberoamérica 2020,pertenece al género,Social conditions
9798679609082,es un codigo ISBN para el libro,Life with Maya
9798679609082,es un codigo ISBN de una edicion publicada por,Independently Published
9798679609082,está escrito en,Inglés
Felipe González,es autor de la obra,Life with Maya
9781475144802,es un codigo ISBN para el libro,Out of This World
9781475144802,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781475144802,está escrito en,Inglés
Felipe González,es autor de la obra,Out of This World
Francisco Umbral,es de nacionalidad,Spain
8440496982,es un codigo ISBN para el libro,Tatuaje
8440496982,es un codigo ISBN de una edicion publicada por,Fundación de los Ferrocarriles Españoles
8440496982,está escrito en,Español
Francisco Umbral,es autor de la obra,Tatuaje
Tatuaje,pertenece al género,Spanish Short stories
Tatuaje,pertenece al género,Spanish fiction
Tatuaje,pertenece al género,Competitions
8497340000,es un codigo ISBN para el libro,Los Alucinados
8497340000,es un codigo ISBN de una edicion publicada por,La Esfera de los Libros
8497340000,está escrito en,Español
Francisco Umbral,es autor de la obra,Los Alucinados
8439583494,es un codigo ISBN para el libro,Las señoritas de Aviñón
8439583494,es un codigo ISBN de una edicion publicada por,Planeta DeAgostini
8439583494,está escrito en,Español
Francisco Umbral,es autor de la obra,Las señoritas de Aviñón
8408022695,es un codigo ISBN para el libro,Diccionario de Literatura
8408022695,es un codigo ISBN de una edicion publicada por,Planeta
8408022695,está escrito en,Español
Francisco Umbral,es autor de la obra,Diccionario de Literatura
Diccionario de Literatura,pertenece al género,Spanish literature
Diccionario de Literatura,pertenece al género,Dictionaries
Diccionario de Literatura,pertenece al género,Spanish
9788408135319,es un codigo ISBN para el libro,Diario de un noctámbulo
9788408135319,es un codigo ISBN de una edicion publicada por,Planeta
Francisco Umbral,es autor de la obra,Diario de un noctámbulo
8439583680,es un codigo ISBN para el libro,La forja de jun ladrón
8439583680,es un codigo ISBN de una edicion publicada por,Planeta DeAgostini
8439583680,está escrito en,Español
Francisco Umbral,es autor de la obra,La forja de jun ladrón
8493063184,es un codigo ISBN para el libro,Diccionario para pobres
8493063184,es un codigo ISBN de una edicion publicada por,Ediciones Irreverentes
8493063184,está escrito en,Español
Francisco Umbral,es autor de la obra,Diccionario para pobres
8488675321,es un codigo ISBN para el libro,Tatuaje y otros relatos
8488675321,es un codigo ISBN de una edicion publicada por,Fundación de los Ferrocarriles Españoles
8488675321,está escrito en,Español
Francisco Umbral,es autor de la obra,Tatuaje y otros relatos
Tatuaje y otros relatos,pertenece al género,Spanish Short stories
Tatuaje y otros relatos,pertenece al género,Spanish fiction
Tatuaje y otros relatos,pertenece al género,Railroad stories
9788408020103,es un codigo ISBN para el libro,Capital Del Dolor (Spanish Edition)
9788408020103,es un codigo ISBN de una edicion publicada por,Planeta Pub Corp
8408020102,es un codigo ISBN para el libro,Capital Del Dolor (Spanish Edition)
8408020102,es un codigo ISBN de una edicion publicada por,Planeta Pub Corp
Francisco Umbral,es autor de la obra,Capital Del Dolor (Spanish Edition)
8423964450,es un codigo ISBN para el libro,La rebelión de los delfines
8423964450,es un codigo ISBN de una edicion publicada por,Espasa Calpe
8423964450,está escrito en,Español
9788423964451,es un codigo ISBN para el libro,La rebelión de los delfines
9788423964451,es un codigo ISBN de una edicion publicada por,Espasa Calpe
9788423964451,está escrito en,Español
Francisco Umbral,es autor de la obra,La rebelión de los delfines
843206355X,es un codigo ISBN para el libro,Los males sagrados
843206355X,es un codigo ISBN de una edicion publicada por,Editorial Planeta
843206355X,está escrito en,Español
Francisco Umbral,es autor de la obra,Los males sagrados
Los males sagrados,pertenece al género,Texts
Los males sagrados,pertenece al género,Spanish language
848130283X,es un codigo ISBN para el libro,Las ninfas
848130283X,es un codigo ISBN de una edicion publicada por,"Bibliotex, S.L."
848130283X,está escrito en,Español
Francisco Umbral,es autor de la obra,Las ninfas
9788408068112,es un codigo ISBN para el libro,Amado siglo XX
9788408068112,es un codigo ISBN de una edicion publicada por,Planeta
9788408068112,está escrito en,Español
Francisco Umbral,es autor de la obra,Amado siglo XX
Amado siglo XX,pertenece al género,Biography
Amado siglo XX,pertenece al género,Spanish Authors
8471160250,es un codigo ISBN para el libro,Cabecitas locas
8471160250,es un codigo ISBN de una edicion publicada por,Ediciones 99
8471160250,está escrito en,Español
Francisco Umbral,es autor de la obra,Cabecitas locas
8408017888,es un codigo ISBN para el libro,Capital del dolor
8408017888,es un codigo ISBN de una edicion publicada por,Planeta
8408017888,está escrito en,Español
Francisco Umbral,es autor de la obra,Capital del dolor
8471160099,es un codigo ISBN para el libro,"Carta abierta a una chica ""progre."""
8471160099,es un codigo ISBN de una edicion publicada por,Ediciones 99
8471160099,está escrito en,Español
Francisco Umbral,es autor de la obra,"Carta abierta a una chica ""progre."""
"Carta abierta a una chica ""progre.""",pertenece al género,Conduct of life
"Carta abierta a una chica ""progre.""",pertenece al género,Conduct of life.
"Carta abierta a una chica ""progre.""",pertenece al género,Single women
9788408078050,es un codigo ISBN para el libro,Carta a mi mujer
9788408078050,es un codigo ISBN de una edicion publicada por,"Editorial Planeta, S.A."
9788408078050,está escrito en,Español
Francisco Umbral,es autor de la obra,Carta a mi mujer
Carta a mi mujer,pertenece al género,Spanish Authors
Carta a mi mujer,pertenece al género,Biography
Carta a mi mujer,pertenece al género,Photographers
8485520106,es un codigo ISBN para el libro,Crímenes y baladas
8485520106,es un codigo ISBN de una edicion publicada por,Olcades
8485520106,está escrito en,Español
Francisco Umbral,es autor de la obra,Crímenes y baladas
8432044857,es un codigo ISBN para el libro,Crónica de esa guapa gente
8432044857,es un codigo ISBN de una edicion publicada por,Planeta
8432044857,está escrito en,Español
Francisco Umbral,es autor de la obra,Crónica de esa guapa gente
Crónica de esa guapa gente,pertenece al género,Biography
Crónica de esa guapa gente,pertenece al género,Celebrities
Crónica de esa guapa gente,pertenece al género,Upper class
8433401319,es un codigo ISBN para el libro,Crónicas antiparlamentarias
8433401319,es un codigo ISBN de una edicion publicada por,Ediciones Júcar
8433401319,está escrito en,Español
Francisco Umbral,es autor de la obra,Crónicas antiparlamentarias
8408058304,es un codigo ISBN para el libro,Días felices en Argüelles
8408058304,es un codigo ISBN de una edicion publicada por,Planeta
8408058304,está escrito en,Español
Francisco Umbral,es autor de la obra,Días felices en Argüelles
Días felices en Argüelles,pertenece al género,Biography
Días felices en Argüelles,pertenece al género,Spanish Authors
8432075507,es un codigo ISBN para el libro,Del 98 a don Juan Carlos
8432075507,es un codigo ISBN de una edicion publicada por,Planeta
8432075507,está escrito en,Español
Francisco Umbral,es autor de la obra,Del 98 a don Juan Carlos
Del 98 a don Juan Carlos,pertenece al género,Intellectual life
Del 98 a don Juan Carlos,pertenece al género,History
8423309886,es un codigo ISBN para el libro,Diario de un escritor burgués
8423309886,es un codigo ISBN de una edicion publicada por,Ediciones Destino
8423309886,está escrito en,Español
Francisco Umbral,es autor de la obra,Diario de un escritor burgués
Diario de un escritor burgués,pertenece al género,Diaries
Diario de un escritor burgués,pertenece al género,Biography
Diario de un escritor burgués,pertenece al género,Spanish Authors
8423308928,es un codigo ISBN para el libro,Diario de un español cansado
8423308928,es un codigo ISBN de una edicion publicada por,Ediciones Destino
8423308928,está escrito en,Español
Francisco Umbral,es autor de la obra,Diario de un español cansado
8402058574,es un codigo ISBN para el libro,Diario de un snob 2
8402058574,es un codigo ISBN de una edicion publicada por,Bruguera
8402058574,está escrito en,Español
Francisco Umbral,es autor de la obra,Diario de un snob 2
Pepín Bello,es de nacionalidad,Spain
9788492607389,es un codigo ISBN para el libro,Un cuento putrefacto
9788492607389,es un codigo ISBN de una edicion publicada por,SD Edicions
9788492607389,está escrito en,Español
Pepín Bello,es autor de la obra,Un cuento putrefacto
9788495078711,es un codigo ISBN para el libro,Visita de Richard Wagner a Burgos
9788495078711,es un codigo ISBN de una edicion publicada por,Publicaciones de la Residencia de Estudiantes
9788495078711,está escrito en,Español
Pepín Bello,es autor de la obra,Visita de Richard Wagner a Burgos
Visita de Richard Wagner a Burgos,pertenece al género,Correspondence
Visita de Richard Wagner a Burgos,pertenece al género,Intellectual life
Visita de Richard Wagner a Burgos,pertenece al género,Letters
Antonio Escobar y Mendoza,es de nacionalidad,Spain
Artur Kaps,es de nacionalidad,Spain
Oriol Junqueras,es de nacionalidad,Spain
9788498094244,es un codigo ISBN para el libro,Els catalans i Cuba
9788498094244,es un codigo ISBN de una edicion publicada por,Editorial PÃ²rtic
9788498094244,es un codigo ISBN de una edicion publicada por,Editorial Pòrtic
8498094240,es un codigo ISBN para el libro,Els catalans i Cuba
8498094240,es un codigo ISBN de una edicion publicada por,Editorial PÃ²rtic
8498094240,es un codigo ISBN de una edicion publicada por,Editorial Pòrtic
848256398X,es un codigo ISBN para el libro,Els catalans i Cuba
848256398X,es un codigo ISBN de una edicion publicada por,Proa
848256398X,está escrito en,Catalán
Oriol Junqueras,es autor de la obra,Els catalans i Cuba
Els catalans i Cuba,pertenece al género,Relations
Els catalans i Cuba,pertenece al género,History
Els catalans i Cuba,pertenece al género,Catalans
9788490290293,es un codigo ISBN para el libro,"Historia de Japón. Economía, política y sociedad"
9788490290293,es un codigo ISBN de una edicion publicada por,"Editorial UOC, S.L."
9788490290293,es un codigo ISBN de una edicion publicada por,Editorial Uoc
8490290296,es un codigo ISBN para el libro,"Historia de Japón. Economía, política y sociedad"
8490290296,es un codigo ISBN de una edicion publicada por,"Editorial UOC, S.L."
8490290296,es un codigo ISBN de una edicion publicada por,Editorial Uoc
Oriol Junqueras,es autor de la obra,"Historia de Japón. Economía, política y sociedad"
8495695529,es un codigo ISBN para el libro,"Guerra, economia i política a la Catalunya de l'alta Edat Moderna"
8495695529,es un codigo ISBN de una edicion publicada por,Farell
8495695529,está escrito en,Catalán
Oriol Junqueras,es autor de la obra,"Guerra, economia i política a la Catalunya de l'alta Edat Moderna"
"Guerra, economia i política a la Catalunya de l'alta Edat Moderna",pertenece al género,Economic conditions
"Guerra, economia i política a la Catalunya de l'alta Edat Moderna",pertenece al género,Military History
"Guerra, economia i política a la Catalunya de l'alta Edat Moderna",pertenece al género,Politics and government
9788416915705,es un codigo ISBN para el libro,Cuentos desde la prisión
9788416915705,es un codigo ISBN de una edicion publicada por,Ara Llibres
Oriol Junqueras,es autor de la obra,Cuentos desde la prisión
8483306549,es un codigo ISBN para el libro,Converses amb Oriol Junqueras
8483306549,es un codigo ISBN de una edicion publicada por,Viena
8483306549,está escrito en,Catalán
9788483306543,es un codigo ISBN para el libro,Converses amb Oriol Junqueras
9788483306543,es un codigo ISBN de una edicion publicada por,Viena
9788483306543,está escrito en,Catalán
Oriol Junqueras,es autor de la obra,Converses amb Oriol Junqueras
Converses amb Oriol Junqueras,pertenece al género,Interviews
Converses amb Oriol Junqueras,pertenece al género,Historians
Converses amb Oriol Junqueras,pertenece al género,History
9788417804572,es un codigo ISBN para el libro,Tornarem a vèncer
9788417804572,es un codigo ISBN de una edicion publicada por,Ara Llibres
9788417804572,está escrito en,Catalán
8417804579,es un codigo ISBN para el libro,Tornarem a vèncer
8417804579,es un codigo ISBN de una edicion publicada por,Ara Llibres
8417804579,está escrito en,Catalán
Oriol Junqueras,es autor de la obra,Tornarem a vèncer
Tornarem a vèncer,pertenece al género,Nationalism
Tornarem a vèncer,pertenece al género,History
Tornarem a vèncer,pertenece al género,Politics and government
8417804919,es un codigo ISBN para el libro,Contra l'adversitat
8417804919,es un codigo ISBN de una edicion publicada por,Ara Llibres
8417804919,está escrito en,Catalán
9788417804916,es un codigo ISBN para el libro,Contra l'adversitat
9788417804916,es un codigo ISBN de una edicion publicada por,Ara Llibres
9788417804916,está escrito en,Catalán
