subject,relation,object
9722705458,es un codigo ISBN para el libro,Textos de intervenção
9722705458,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722705458,está escrito en,Portugués
José de Almada Negreiros,es autor de la obra,Textos de intervenção
972808711X,es un codigo ISBN para el libro,Almada Negreiros
972808711X,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
972808711X,es un codigo ISBN de una edicion publicada por,Instituto Português do Património Arquitectónico e Arqueológico
972808711X,está escrito en,Portugués
José de Almada Negreiros,es autor de la obra,Almada Negreiros
Almada Negreiros,pertenece al género,Exhibitions
Almada Negreiros,pertenece al género,"Themes, motives"
9789898566874,es un codigo ISBN para el libro,Almada
9789898566874,es un codigo ISBN de una edicion publicada por,Documenta
9789898566874,está escrito en,Portugués
9789723718423,es un codigo ISBN para el libro,Almada
9789723718423,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723718423,está escrito en,Portugués
Almada,pertenece al género,Paineis de São Vicente de Fora (Panel painting)
Almada,pertenece al género,Interviews
Almada,pertenece al género,Artists
9789722722292,es un codigo ISBN para el libro,Almada Negreiros
9789722722292,es un codigo ISBN de una edicion publicada por,Imprensa Nacional-Casa da Moeda
9789722722292,está escrito en,Portugués
Almada Negreiros,pertenece al género,Criticism and interpretation
Teixeira de Pascoaes,es de nacionalidad,Portugal
972370675X,es un codigo ISBN para el libro,O penitente (Camilo Castelo Branco)
972370675X,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
972370675X,está escrito en,Portugués
9723701219,es un codigo ISBN para el libro,O penitente (Camilo Castelo Branco)
9723701219,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723701219,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,O penitente (Camilo Castelo Branco)
O penitente (Camilo Castelo Branco),pertenece al género,Portuguese Authors
O penitente (Camilo Castelo Branco),pertenece al género,Biography
9723702304,es un codigo ISBN para el libro,Napoleão
9723702304,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723702304,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Napoleão
9723703106,es un codigo ISBN para el libro,São Jerónimo e a trovoada
9723703106,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723703106,está escrito en,Portugués
9723703092,es un codigo ISBN para el libro,São Jerónimo e a trovoada
9723703092,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723703092,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,São Jerónimo e a trovoada
9723707055,es un codigo ISBN para el libro,Teixeira de Pascoaes
9723707055,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723707055,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Teixeira de Pascoaes
8478250441,es un codigo ISBN para el libro,Epistolario ibérico
8478250441,es un codigo ISBN de una edicion publicada por,Orígenes
8478250441,está escrito en,Español
Teixeira de Pascoaes,es autor de la obra,Epistolario ibérico
Epistolario ibérico,pertenece al género,Correspondence
Epistolario ibérico,pertenece al género,Portuguese Authors
Epistolario ibérico,pertenece al género,Spanish Authors
9723702835,es un codigo ISBN para el libro,Arte de ser português
9723702835,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723702835,está escrito en,Portugués
9723702924,es un codigo ISBN para el libro,Arte de ser português
9723702924,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723702924,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Arte de ser português
9723705338,es un codigo ISBN para el libro,Senhora da Noite - Verbo Escuro
9723705338,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723705331,es un codigo ISBN para el libro,Senhora da Noite - Verbo Escuro
9789723705331,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
Teixeira de Pascoaes,es autor de la obra,Senhora da Noite - Verbo Escuro
9789723704792,es un codigo ISBN para el libro,Aforismos
9789723704792,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
Teixeira de Pascoaes,es autor de la obra,Aforismos
972370644X,es un codigo ISBN para el libro,Livro de memórias
972370644X,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
972370644X,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Livro de memórias
Livro de memórias,pertenece al género,Portuguese Authors
Livro de memórias,pertenece al género,Biography
9723713292,es un codigo ISBN para el libro,D. Carlos
9723713292,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723713292,está escrito en,Portugués
9789723713299,es un codigo ISBN para el libro,D. Carlos
9789723713299,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723713299,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,D. Carlos
9729470162,es un codigo ISBN para el libro,Cartas de amor
9729470162,es un codigo ISBN de una edicion publicada por,Edições do Tâmega
9729470162,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Cartas de amor
Cartas de amor,pertenece al género,Correspondence
Cartas de amor,pertenece al género,Criticism and interpretation
Cartas de amor,pertenece al género,Portuguese Authors
9723704293,es un codigo ISBN para el libro,Belo
9723704293,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723704293,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Belo
9723704986,es un codigo ISBN para el libro,Para a luz
9723704986,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723704986,está escrito en,Portugués
Teixeira de Pascoaes,es autor de la obra,Para a luz
Rui Knopfli,es de nacionalidad,Portugal
8570417152,es un codigo ISBN para el libro,Antologia poética
8570417152,es un codigo ISBN de una edicion publicada por,Editora UFMG
8570417152,está escrito en,Portugués
9788570417152,es un codigo ISBN para el libro,Antologia poética
9788570417152,es un codigo ISBN de una edicion publicada por,Editora UFMG
9788570417152,está escrito en,Portugués
Rui Knopfli,es autor de la obra,Antologia poética
9722712349,es un codigo ISBN para el libro,Obra poética
9722712349,es un codigo ISBN de una edicion publicada por,Imprensa Nacional-Casa da Moeda
9722712349,está escrito en,Portugués
Rui Knopfli,es autor de la obra,Obra poética
Obra poética,pertenece al género,Criticism and interpretation
Vitorino Nemésio,es de nacionalidad,Portugal
9722712004,es un codigo ISBN para el libro,Caderno de caligraphia e outros poemas a Marga
9722712004,es un codigo ISBN de una edicion publicada por,Imprensa Nacional-Casa da Moeda
9722712004,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Caderno de caligraphia e outros poemas a Marga
0943722241,es un codigo ISBN para el libro,STORMY ISLES: AN AZOREAN TALE -(EURO 15.66)
0943722241,es un codigo ISBN de una edicion publicada por,Gávea-Brown
0943722241,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,STORMY ISLES: AN AZOREAN TALE -(EURO 15.66)
9789729358098,es un codigo ISBN para el libro,Vida e Obra do Infante D. Henrique
9789729358098,es un codigo ISBN de una edicion publicada por,Porto Editora
9789729358098,está escrito en,Portugués
9729358095,es un codigo ISBN para el libro,Vida e Obra do Infante D. Henrique
9729358095,es un codigo ISBN de una edicion publicada por,Porto Editora
9729358095,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Vida e Obra do Infante D. Henrique
9781933227870,es un codigo ISBN para el libro,Stormy Isles
9781933227870,es un codigo ISBN de una edicion publicada por,Tagus Press
9781933227870,está escrito en,Inglés
Vitorino Nemésio,es autor de la obra,Stormy Isles
Stormy Isles,pertenece al género,"Fiction, general"
9722710028,es un codigo ISBN para el libro,"OBRAS COMPLETAS DE VITORINO NEMÉSIO, VOL. XIV - Ondas Médias - Biografia eLiteratura - Jornal de Vitorino Nemésio 1 -(EURO 15.96)"
9722710028,es un codigo ISBN de una edicion publicada por,Imprensa Nacional-Casa da Moeda
9722710028,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,"OBRAS COMPLETAS DE VITORINO NEMÉSIO, VOL. XIV - Ondas Médias - Biografia eLiteratura - Jornal de Vitorino Nemésio 1 -(EURO 15.96)"
"OBRAS COMPLETAS DE VITORINO NEMÉSIO, VOL. XIV - Ondas Médias - Biografia eLiteratura - Jornal de Vitorino Nemésio 1 -(EURO 15.96)",pertenece al género,Portuguese Authors
"OBRAS COMPLETAS DE VITORINO NEMÉSIO, VOL. XIV - Ondas Médias - Biografia eLiteratura - Jornal de Vitorino Nemésio 1 -(EURO 15.96)",pertenece al género,Portuguese literature
"OBRAS COMPLETAS DE VITORINO NEMÉSIO, VOL. XIV - Ondas Médias - Biografia eLiteratura - Jornal de Vitorino Nemésio 1 -(EURO 15.96)",pertenece al género,History and criticism
9789722726740,es un codigo ISBN para el libro,Teatro e Ficção
9789722726740,es un codigo ISBN de una edicion publicada por,"Imprensa Nacional Casa da Moeda, INCM"
9789722726740,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Teatro e Ficção
Teatro e Ficção,pertenece al género,Romance literature
9782729109486,es un codigo ISBN para el libro,L'animal harmonieux et autres poèmes
9782729109486,es un codigo ISBN de una edicion publicada por,La Différence
9782729109486,está escrito en,Francés
272910948X,es un codigo ISBN para el libro,L'animal harmonieux et autres poèmes
272910948X,es un codigo ISBN de una edicion publicada por,La Différence
272910948X,está escrito en,Francés
Vitorino Nemésio,es autor de la obra,L'animal harmonieux et autres poèmes
9722709275,es un codigo ISBN para el libro,Caatinga e terra caída
9722709275,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722709275,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Caatinga e terra caída
9722704753,es un codigo ISBN para el libro,Vida e obra do Infante D. Henrique
9722704753,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722704753,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Vida e obra do Infante D. Henrique
Vida e obra do Infante D. Henrique,pertenece al género,Explorers
Vida e obra do Infante D. Henrique,pertenece al género,Biography
Vida e obra do Infante D. Henrique,pertenece al género,History
9722706829,es un codigo ISBN para el libro,Mau tempo no canal
9722706829,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722706829,está escrito en,Portugués
Vitorino Nemésio,es autor de la obra,Mau tempo no canal
9722705083,es un codigo ISBN para el libro,Obras completas
9722705083,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722705083,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722705083,está escrito en,Portugués
9722712004,es un codigo ISBN para el libro,Obras completas
9722712004,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722712004,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722709208,es un codigo ISBN para el libro,Obras completas
9722709208,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722709208,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722709208,está escrito en,Portugués
9722712241,es un codigo ISBN para el libro,Obras completas
9722712241,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722712241,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722712241,está escrito en,Portugués
9722711172,es un codigo ISBN para el libro,Obras completas
9722711172,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722711172,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722711172,está escrito en,Portugués
9722711822,es un codigo ISBN para el libro,Obras completas
9722711822,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722711822,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722711822,está escrito en,Portugués
9722706829,es un codigo ISBN para el libro,Obras completas
9722706829,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722713191,es un codigo ISBN para el libro,Obras completas
9722713191,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722713191,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722713191,está escrito en,Portugués
9722712470,es un codigo ISBN para el libro,Obras completas
9722712470,es un codigo ISBN de una edicion publicada por,"Impr. Nacional, Casa da Moeda"
9722712470,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
9722712470,está escrito en,Portugués
9722709275,es un codigo ISBN para el libro,Obras completas
9722709275,es un codigo ISBN de una edicion publicada por,Impr. Nacional-Casa da Moeda
Vitorino Nemésio,es autor de la obra,Obras completas
Obras completas,pertenece al género,Travel
Obras completas,pertenece al género,Description and travel
Obras completas,pertenece al género,Modern Civilization
0943722241,es un codigo ISBN para el libro,Stormy isles
0943722241,es un codigo ISBN de una edicion publicada por,Distributed by Luso-Brazilian Books
0943722241,es un codigo ISBN de una edicion publicada por,Gávea-Brown Publications
0943722241,está escrito en,Inglés
Vitorino Nemésio,es autor de la obra,Stormy isles
Stormy isles,pertenece al género,Fiction
9722712241,es un codigo ISBN para el libro,"Era do átomo, crise do homem"
Vitorino Nemésio,es autor de la obra,"Era do átomo, crise do homem"
"Era do átomo, crise do homem",pertenece al género,"Civilization, Modern"
"Era do átomo, crise do homem",pertenece al género,Modern Civilization
9722711822,es un codigo ISBN para el libro,A mocidade de Herculano até à volta do exílio (1810-1832)
Vitorino Nemésio,es autor de la obra,A mocidade de Herculano até à volta do exílio (1810-1832)
A mocidade de Herculano até à volta do exílio (1810-1832),pertenece al género,Biography
A mocidade de Herculano até à volta do exílio (1810-1832),pertenece al género,Childhood and youth
A mocidade de Herculano até à volta do exílio (1810-1832),pertenece al género,Portuguese Authors
Júlio Dantas,es de nacionalidad,Portugal
Carlos de Oliveira,es de nacionalidad,Portugal
9723708000,es un codigo ISBN para el libro,Uma abelha na chuva
9723708000,es un codigo ISBN de una edicion publicada por,Assairio & Alvim
9723708000,está escrito en,Portugués
9789723708004,es un codigo ISBN para el libro,Uma abelha na chuva
9789723708004,es un codigo ISBN de una edicion publicada por,Assairio & Alvim
9789723708004,está escrito en,Portugués
Carlos de Oliveira,es autor de la obra,Uma abelha na chuva
9789723709643,es un codigo ISBN para el libro,Casa na duna
9789723709643,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723709643,está escrito en,Portugués
9723709643,es un codigo ISBN para el libro,Casa na duna
9723709643,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723709643,está escrito en,Portugués
Carlos de Oliveira,es autor de la obra,Casa na duna
9723708019,es un codigo ISBN para el libro,Trabalho poético
9723708019,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723708019,está escrito en,Portugués
Carlos de Oliveira,es autor de la obra,Trabalho poético
9722107844,es un codigo ISBN para el libro,Obras de Carlos de Oliveira
9722107844,es un codigo ISBN de una edicion publicada por,Caminho
9722107844,está escrito en,Portugués
Carlos de Oliveira,es autor de la obra,Obras de Carlos de Oliveira
9789725622773,es un codigo ISBN para el libro,Uma Abelha Na Chuva Romance
9789725622773,es un codigo ISBN de una edicion publicada por,Livraria Sa da Costa
9725622774,es un codigo ISBN para el libro,Uma Abelha Na Chuva Romance
9725622774,es un codigo ISBN de una edicion publicada por,Livraria Sa da Costa
Carlos de Oliveira,es autor de la obra,Uma Abelha Na Chuva Romance
9781729263587,es un codigo ISBN para el libro,Verdade Sobre Deus
9781729263587,es un codigo ISBN de una edicion publicada por,Independently Published
9781729263587,está escrito en,Portugués
Carlos de Oliveira,es autor de la obra,Verdade Sobre Deus
9780367674144,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9780367674144,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9780367674144,está escrito en,Inglés
9780367257880,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9780367257880,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9780367257880,está escrito en,Inglés
9781000293944,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9781000293944,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781000293944,está escrito en,Inglés
9780429289873,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9780429289873,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9780429289873,está escrito en,Inglés
9781000293951,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9781000293951,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781000293951,está escrito en,Inglés
9781000293937,es un codigo ISBN para el libro,Climate Change-Sensitive Water Resources Management
9781000293937,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781000293937,está escrito en,Inglés
Carlos de Oliveira,es autor de la obra,Climate Change-Sensitive Water Resources Management
Climate Change-Sensitive Water Resources Management,pertenece al género,Water resources development
Climate Change-Sensitive Water Resources Management,pertenece al género,Water-supply
Climate Change-Sensitive Water Resources Management,pertenece al género,Effect of global warming on
Campos Monteiro,es de nacionalidad,Portugal
9789722713023,es un codigo ISBN para el libro,Mais além do drama poético de Fernando Pessoa
9789722713023,es un codigo ISBN de una edicion publicada por,Imprensa Nacional-Casa da Moeda
9789722713023,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Mais além do drama poético de Fernando Pessoa
Mais além do drama poético de Fernando Pessoa,pertenece al género,Criticism and interpretation
Mais além do drama poético de Fernando Pessoa,pertenece al género,Psychology
Mais além do drama poético de Fernando Pessoa,pertenece al género,Heteronyms
9781092799270,es un codigo ISBN para el libro,Celebrando líderes Quietos
9781092799270,es un codigo ISBN de una edicion publicada por,Independently Published
9781092799270,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Celebrando líderes Quietos
9781507103395,es un codigo ISBN para el libro,Que Venha o Crash!
9781507103395,es un codigo ISBN de una edicion publicada por,Babelcube Inc
9781507103395,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Que Venha o Crash!
9781507162347,es un codigo ISBN para el libro,Alice 2630_Experiência Humana
9781507162347,es un codigo ISBN de una edicion publicada por,Babelcube Inc
9781507162347,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Alice 2630_Experiência Humana
9781507139479,es un codigo ISBN para el libro,Celebrando léderes Quietos
9781507139479,es un codigo ISBN de una edicion publicada por,Babelcube Inc
9781507139479,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Celebrando léderes Quietos
9781507115695,es un codigo ISBN para el libro,Elaboração de Cerveja - para o Principiante
9781507115695,es un codigo ISBN de una edicion publicada por,Babelcube Inc
9781507115695,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Elaboração de Cerveja - para o Principiante
9781507146439,es un codigo ISBN para el libro,Aquaponia Em Casa
9781507146439,es un codigo ISBN de una edicion publicada por,Babelcube Inc
9781507146439,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Aquaponia Em Casa
9788562648113,es un codigo ISBN para el libro,Cronistas de Pernambuco
9788562648113,es un codigo ISBN de una edicion publicada por,Carpe Diem
9788562648113,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Cronistas de Pernambuco
Cronistas de Pernambuco,pertenece al género,Brazilian prose literature
Cronistas de Pernambuco,pertenece al género,Bio-bibliography
9786589805007,es un codigo ISBN para el libro,Pensamento nacional-desenvolvimentista
9786589805007,es un codigo ISBN de una edicion publicada por,Anita Garibaldi
9786589805007,es un codigo ISBN de una edicion publicada por,Fundação Maurício Grabois
9786589805007,está escrito en,Portugués
6589805008,es un codigo ISBN para el libro,Pensamento nacional-desenvolvimentista
6589805008,es un codigo ISBN de una edicion publicada por,Anita Garibaldi
6589805008,es un codigo ISBN de una edicion publicada por,Fundação Maurício Grabois
6589805008,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Pensamento nacional-desenvolvimentista
Pensamento nacional-desenvolvimentista,pertenece al género,Economic development
Pensamento nacional-desenvolvimentista,pertenece al género,Economic policy
Pensamento nacional-desenvolvimentista,pertenece al género,Economic conditions
8560504877,es un codigo ISBN para el libro,Kobra
8560504877,es un codigo ISBN de una edicion publicada por,Arte Ensaio
8560504877,está escrito en,Portugués
9788560504879,es un codigo ISBN para el libro,Kobra
9788560504879,es un codigo ISBN de una edicion publicada por,Arte Ensaio
9788560504879,está escrito en,Portugués
Campos Monteiro,es autor de la obra,Kobra
Kobra,pertenece al género,Catalogs
Kobra,pertenece al género,Criticism and interpretation
Kobra,pertenece al género,Brazilian Mural painting and decoration
9798886700329,es un codigo ISBN para el libro,REFLEXÕES SOBRE POLÍTICAS PÚBLICAS E SOCIEDADE
9798886700329,es un codigo ISBN de una edicion publicada por,Pembroke Collins LLC
9798886700329,está escrito en,Inglés
Campos Monteiro,es autor de la obra,REFLEXÕES SOBRE POLÍTICAS PÚBLICAS E SOCIEDADE
REFLEXÕES SOBRE POLÍTICAS PÚBLICAS E SOCIEDADE,pertenece al género,Law
REFLEXÕES SOBRE POLÍTICAS PÚBLICAS E SOCIEDADE,pertenece al género,Education
Francisco Santos,es de nacionalidad,Portugal
9780130623768,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
9780130623768,es un codigo ISBN de una edicion publicada por,Prentice Hall
9780130623768,está escrito en,Inglés
0130623768,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0130623768,es un codigo ISBN de una edicion publicada por,Prentice Hall
0130623768,está escrito en,Inglés
9780131802803,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
9780131802803,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
9780131802803,está escrito en,Inglés
0131802801,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0131802801,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
0131802801,está escrito en,Inglés
9780131804302,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
9780131804302,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
9780131804302,está escrito en,Inglés
9780130547866,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
9780130547866,es un codigo ISBN de una edicion publicada por,Prentice Hall
9780130547866,está escrito en,Inglés
0130547867,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0130547867,es un codigo ISBN de una edicion publicada por,Prentice Hall
0130547867,está escrito en,Inglés
0130548022,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0130548022,es un codigo ISBN de una edicion publicada por,Prentice Hall
0130548022,está escrito en,Inglés
9780130548023,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
9780130548023,es un codigo ISBN de una edicion publicada por,Prentice Hall
9780130548023,está escrito en,Inglés
0131804308,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0131804308,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
0131804308,está escrito en,Inglés
0130624349,es un codigo ISBN para el libro,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
0130624349,es un codigo ISBN de una edicion publicada por,Prentice Hall
0130624349,está escrito en,Inglés
Francisco Santos,es autor de la obra,"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level"
"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level",pertenece al género,Literature
"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level",pertenece al género,Study and teaching (Elementary)
"Prentice Hall Literature--Timeless Voices, Timeless Themes--Copper Level",pertenece al género,American literature
8495886871,es un codigo ISBN para el libro,Exilio
8495886871,es un codigo ISBN de una edicion publicada por,EDITORIAL PABLO IGLESIAS
9788495886873,es un codigo ISBN para el libro,Exilio
9788495886873,es un codigo ISBN de una edicion publicada por,EDITORIAL PABLO IGLESIAS
8495886375,es un codigo ISBN para el libro,Exilio
8495886375,es un codigo ISBN de una edicion publicada por,FUNDACIÓN PABLO IGLESIAS
Francisco Santos,es autor de la obra,Exilio
Exilio,pertenece al género,Exiles
Exilio,pertenece al género,Exhibitions
Exilio,pertenece al género,History
9781000013399,es un codigo ISBN para el libro,Dark Places of Business Enterprise
9781000013399,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781000013399,está escrito en,Inglés
9781315208367,es un codigo ISBN para el libro,Dark Places of Business Enterprise
9781315208367,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781315208367,está escrito en,Inglés
9781000006865,es un codigo ISBN para el libro,Dark Places of Business Enterprise
9781000006865,es un codigo ISBN de una edicion publicada por,Taylor & Francis Group
9781000006865,está escrito en,Inglés
