Work ID,Title,Author,Editions,Publish_date,Subjects
OL858781W,Ismaelillo,José Martí,"[{'isbn': '9788437603674', 'publishers': ['Ediciones Catedra S.A.'], 'languages': []}, {'isbn': '8437603676', 'publishers': ['Ediciones Cátedra'], 'languages': ['Spanish']}, {'isbn': '8437603676', 'publishers': ['Catedra'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Huemul'], 'languages': ['Spanish']}, {'isbn': '9806197690', 'publishers': ['CONAC', 'CELARG'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Arte y Literatura'], 'languages': ['Spanish']}]",,"['Works by individual poets: from c 1900 -', 'Poetry', 'Fiction', 'Spanish: Adult Fiction', 'General']"
OL858777W,Articles,José Martí,"[{'isbn': '', 'publishers': ['Editorial Dos Ríos'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['José Martí Pub. House'], 'languages': ['English']}, {'isbn': '0877226040', 'publishers': ['Temple University Press'], 'languages': ['English', 'Spanish']}]",,['Spain -- History -- 19th century -- Miscellanea.']
OL7503483W,Cuba: Política y Revolución,José Martí,"[{'isbn': '9781414700816', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700946', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700939', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700861', 'publishers': ['Athena Books'], 'languages': ['Spanish']}]",2004-07-29 00:00:00,"['Jose Marti', 'Literary Collections / Caribbean & Latin American', 'Caribbean & Latin American', 'Essays', 'Literary Collections', 'Spanish: Adult Fiction']"
OL10342134W,Versos,José Martí,"[{'isbn': '', 'publishers': ['Editorial Trópico'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Las Americas Pub. Co.'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Las Americas Pub. Co.'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': [], 'languages': []}]",,['Cuban poetry -- 19th century']
OL858680W,"José Martí, major poems",José Martí,"[{'isbn': '0841908346', 'publishers': ['Holmes & Meier Publishers'], 'languages': ['English']}]",,"['Martí, José, 1853-1895 -- Translations into English']"
OL8650508W,Amistad funesta,José Martí,"[{'isbn': '9781426463297', 'publishers': ['BiblioBazaar'], 'languages': ['Spanish']}, {'isbn': '9781426462795', 'publishers': ['BiblioBazaar'], 'languages': ['Spanish']}, {'isbn': '9781406802641', 'publishers': ['Echo Library'], 'languages': ['Spanish']}]",2006-07-20 00:00:00,['Literary Criticism & Collections / General']
OL8650509W,Our America,José Martí,"[{'isbn': '9780853454038', 'publishers': ['Monthly Review Press'], 'languages': ['English']}, {'isbn': '9780853454953', 'publishers': ['Monthly Review Press'], 'languages': ['English']}, {'isbn': '9780853454144', 'publishers': ['Monthly Review Press'], 'languages': ['English']}]",1977-01-01 00:00:00,"['Caribbean & West Indies - General', 'International Relations - General', 'United States - 19th Century', 'Political Science / International Relations', 'UNITED STATES_FOREIGN RELATIONS_1865-1898', 'UNITED STATES_POLITICS AND GOVERNMENT_1865-1900', 'UNITED STATES_SOCIAL CONDITIONS', 'History - General History']"
OL858762W,Educación,José Martí,"[{'isbn': '', 'publishers': ['Oficina del Historiador de la Ciudad'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['[Talleres de Cultural, s.a.]'], 'languages': ['Spanish']}]",,['Education.']
OL858778W,Guatemala,José Martí,"[{'isbn': '', 'publishers': ['Tipografía nacional'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial de Educación Pública'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Ministerio de Educación Pública'], 'languages': ['Spanish']}]",,"['Brigham, William Tufts, 1841-1926.', 'Guatemala.']"
OL858779W,Páginas escogidas,José Martí,"[{'isbn': '', 'publishers': ['Garnier Hermanos'], 'languages': ['Spanish']}, {'isbn': '8402031269', 'publishers': ['Editorial Bruguera', 'Bruguera'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial de Ciencias Sociales, Instituto Cubano del Libro'], 'languages': ['Spanish']}]",,[]
OL858780W,Sus mejores páginas,José Martí,"[{'isbn': '', 'publishers': ['Ed. Porrua'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Organización Continental de Los Festivales del Libro'], 'languages': ['Spanish']}, {'isbn': '968432197X', 'publishers': ['Porrúa'], 'languages': ['Spanish']}]",,[]
OL7503437W,La Muneca Negra,José Martí,"[{'isbn': '9789505819836', 'publishers': ['Ediciones Colihue'], 'languages': ['Spanish']}]",2004-12-01 00:00:00,"['Short Stories', ""Children's Books/Ages 9-12 Fiction""]"
OL7503453W,Poesia Completa/ Complete Poetry,José Martí,"[{'isbn': '9788420672106', 'publishers': ['Alianza'], 'languages': ['Spanish']}]",2005-06-01 00:00:00,"['Spanish: Adult Nonfiction', 'Poetry', 'General', 'Caribbean & Latin American']"
OL7503481W,Cuba,José Martí,"[{'isbn': '9781414700649', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700915', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700687', 'publishers': ['Athena Books'], 'languages': ['Spanish']}]",2004-07-29 00:00:00,"['Jose Marti', 'Literary Collections / Caribbean & Latin American']"
OL7503482W,Norteamericanos,José Martí,"[{'isbn': '9781414700779', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700847', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700731', 'publishers': ['Athena Books'], 'languages': ['Spanish']}]",2004-07-29 00:00:00,"['Jose Marti', 'Literary Collections / Caribbean & Latin American', 'Literary Collections / Letters', 'Caribbean & Latin American', 'Essays', 'Letters', 'Literary Collections', 'Spanish: Adult Fiction']"
OL24266021W,Free verses,José Martí,"[{'isbn': '9789590904615', 'publishers': ['Editorial José Martí'], 'languages': ['Multiple Languages']}]",,['Cuban poetry']
OL24536465W,Versos Sencillos,José Martí,"[{'isbn': '9789592712393', 'publishers': ['Centro de Estudios Martianos'], 'languages': ['English']}, {'isbn': '9788480171823', 'publishers': ['Betania'], 'languages': []}]",,"['Poetry', 'Poetry as Topic', 'Poésie']"
OL24844799W,Obras escogidas en tres tomos,José Martí,"[{'isbn': '', 'publishers': ['Editorial de Ciencias Sociales'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial de Ciencias Sociales'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial de Ciencias Sociales'], 'languages': ['Spanish']}]",,[]
OL22628429W,José Martí,José Martí,"[{'isbn': '', 'publishers': ['Moderna Poesía'], 'languages': ['English']}, {'isbn': '9789592710894', 'publishers': ['Centro de Estudios Martianos'], 'languages': ['Spanish']}]",,"['Quotations', 'Concordances']"
OL10342122W,Obras,José Martí,"[{'isbn': '', 'publishers': ['Editorial Porrúa'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Porrúa'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': [], 'languages': ['Spanish']}]",,[]
OL10342123W,Pensamientos,José Martí,"[{'isbn': '', 'publishers': ['The Cuban American National Foundation'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Atenea'], 'languages': ['Spanish']}]",,[]
OL10342129W,Lucía Jerez,José Martí,"[{'isbn': '9789871136322', 'publishers': ['Stockcero'], 'languages': ['Spanish']}, {'isbn': '9597006022', 'publishers': ['Centro de Estudios Martianos'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Gredos'], 'languages': ['Spanish']}]",,[]
OL10342131W,Páginas escogidas,José Martí,"[{'isbn': '', 'publishers': ['Espasa-Calpe'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial de Ciencias Sociales'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Espasa-Calpe'], 'languages': ['Spanish']}]",,['Prose and poems']
OL10342132W,Versos libres,José Martí,"[{'isbn': '9591306075', 'publishers': ['Editorial Pueblo y Educación'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Labor'], 'languages': ['Spanish']}, {'isbn': '9591000723', 'publishers': ['Editorial Letras Cubanas', 'Instituto Cubano del Libro'], 'languages': ['Spanish']}]",,[]
OL15272883W,Poesía completa,José Martí,"[{'isbn': '9789591000569', 'publishers': ['Editorial Letras Cubanas, La Habana'], 'languages': ['Spanish']}, {'isbn': '9591000553', 'publishers': ['Editorial Letras Cubanas', 'S.S.A.G.)'], 'languages': ['Spanish']}, {'isbn': '9683650783', 'publishers': ['Universidad Nacional Autónoma de México'], 'languages': ['Spanish']}]",,[]
OL15272884W,Cartas de Martí a Porfirio Diaz,José Martí,"[{'isbn': '', 'publishers': ['Pablo de la Torriente'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Pablo de la Torriente'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Pablo de la Torriente'], 'languages': ['Spanish']}]",,"['Martí, José, -- 1853-1895 -- Correspondence', 'Díaz, Porfirio, -- 1830-1915 -- Correspondence']"
OL8650506W,On Art and Literature,José Martí,"[{'isbn': '9780853455905', 'publishers': ['Monthly Review Press'], 'languages': ['Spanish']}, {'isbn': '9780853455899', 'publishers': ['Monthly Review Press'], 'languages': ['English']}]",1982-12-01 00:00:00,"['Language, Literature And Biography', 'Theory of art', 'Arts', 'Architecture', 'History - General', 'General', 'LITERATURE_HISTORY AND CRITICISM', 'Literary Criticism & Collections / General', 'Art', 'Fine Arts']"
OL8650507W,On Education,José Martí,"[{'isbn': '9780853455653', 'publishers': ['Monthly Review Press'], 'languages': []}, {'isbn': '9780853454830', 'publishers': ['Monthly Review Press'], 'languages': ['English']}]",1979-09-01 00:00:00,"['Philosophy of education', 'Education / General', '1853-1895', 'Education', 'Marti, Jose,', 'Philosophy']"
OL858757W,The America of José Martí,José Martí,"[{'isbn': '', 'publishers': ['Funk & Wagnalls'], 'languages': ['English']}, {'isbn': '', 'publishers': ['Noonday Press'], 'languages': ['English']}]",,"['America.', 'America -- Biography.']"
OL858758W,Antología,José Martí,"[{'isbn': '8427612656', 'publishers': ['Editora Nacional'], 'languages': ['Spanish']}, {'isbn': '9508601329', 'publishers': ['Ediciones Instituto Movilizador de Fondos Cooperativos'], 'languages': ['Spanish']}]",,[]
OL858759W,Apuntes de un viaje,José Martí,"[{'isbn': '', 'publishers': ['Universidad Autónoma de Santo Domingo'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['[Casa Montalvo Cárdenas]'], 'languages': ['Spanish']}]",,"['Martí, José, 1853-1895 -- Travel -- Dominican Republic.', 'Martí, José, 1853-1895 -- Travel -- Haiti.', 'Dominican Republic -- Description and travel.', 'Haiti -- Description and travel.']"
OL858760W,Diario de campaña,José Martí,"[{'isbn': '', 'publishers': ['Editora del Consejo Nacional de Cultura, Casa de las Américas'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Biblioteca de Marcha'], 'languages': ['Spanish']}]",,[]
OL858761W,Discursos revolucionarios,José Martí,"[{'isbn': '', 'publishers': ['Oficina del Historiador de la Ciudad'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': [], 'languages': ['Spanish']}]",,['Cuba -- History.']
OL858763W,El presidio político en Cuba,José Martí,"[{'isbn': '', 'publishers': ['Ediciones: Asociación protectora del preso'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['[Ucar, García y cía., impresores]'], 'languages': ['Spanish']}]",,"['Prisons -- Cuba.', 'Political crimes and offenses -- Cuba.']"
OL858764W,En los Estados Unidos,José Martí,"[{'isbn': '', 'publishers': ['G. de Quesada [etc.]'], 'languages': ['Spanish']}, {'isbn': '8489666466', 'publishers': ['Allca XX'], 'languages': ['Spanish']}]",,"['United States -- Politics and government -- 1885-1889.', 'United States -- History -- 1865-1898.']"
OL858765W,Escenas norteamericanas ..,José Martí,"[{'isbn': '', 'publishers': ['Editorial Gente Nueva'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Trópico'], 'languages': ['Spanish']}]",,"['Martí, José, -- 1853-1895 -- Travel -- United States.', 'United States -- Description and travel.', 'United States -- Social life and customs -- 1865-1918.', 'United States -- Civilization -- 1865-1918.']"
OL858766W,Granos de oro,José Martí,"[{'isbn': '', 'publishers': ['Sociedad editorial Cuba contemporánea'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Sección de Artes Gráficas del C.S.T. del Instituto Cívico Militar'], 'languages': ['Spanish']}]",,[]
OL858767W,Ideario,José Martí,"[{'isbn': '', 'publishers': ['Cultural, S.A.'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Nueva Nicaragua'], 'languages': ['Spanish']}]",,[]
OL858768W,Ideario pedagógico,José Martí,"[{'isbn': '9591304358', 'publishers': ['Editorial Pueblo y Educación'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['[Impr. Nacional de Cuba]'], 'languages': ['Spanish']}]",,"['Education -- Philosophy.', 'Education -- United States.', 'Education -- Latin America.']"
OL858769W,La clara voz de México,José Martí,"[{'isbn': '', 'publishers': ['B. O. I. editorial'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Impr. Universitaria'], 'languages': ['Spanish']}]",,['Mexico.']
OL858770W,Lucía Jerez,José Martí,"[{'isbn': '', 'publishers': ['Editorial Gredos'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial Gredos'], 'languages': ['Spanish']}]",,[]
OL858771W,Martí y la primera revolución cubana,José Martí,"[{'isbn': '', 'publishers': ['Centro Editor de América Latina'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Centro Editor de América Latina'], 'languages': ['Spanish']}]",,"['Cuba -- History -- 1878-1895.', 'Cuba -- History -- Revolution, 1895-1898.']"
OL858772W,Martí y Puerto Rico,José Martí,"[{'isbn': '', 'publishers': ['Editorial San Juan'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial San Juan'], 'languages': ['Spanish']}]",,"['Partido Revolucionario Cubano.', 'Cuba -- Politics and government -- 1878-1895.']"
OL858773W,Obra selecta,José Martí,"[{'isbn': '', 'publishers': ['Plus Ultra'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Plus Ultra'], 'languages': ['Spanish']}]",,[]
OL858774W,Política de nuestra América,José Martí,"[{'isbn': '', 'publishers': ['Siglo Veintiuno'], 'languages': ['Spanish']}, {'isbn': '9682306108', 'publishers': ['Siglo Veintiuno'], 'languages': ['Spanish']}]",,"['Pan-Americanism.', 'Latin America.', 'Cuba -- History -- 1878-1895.']"
OL858775W,Trincheras de papel,José Martí,"[{'isbn': '', 'publishers': ['Ministerio de educación, Dirección de cultura'], 'languages': ['Spanish']}, {'isbn': '', 'publishers': ['Editorial San Juan'], 'languages': ['Spanish']}]",,[]
OL858648W,The complete poems of José Martí =,José Martí,"[{'isbn': '193189602X', 'publishers': ['Curbstone Press'], 'languages': ['English']}]",,"['Martí, José, 1853-1895 -- Translations into English', 'Agüeros, Jack, 1934-']"
OL858656W,Diccionario del pensamiento de José Martí,José Martí,"[{'isbn': '', 'publishers': ['Editorial Selecta'], 'languages': ['Spanish']}]",,[]
OL858682W,José Martí reader,José Martí,"[{'isbn': '1875284125', 'publishers': ['Ocean Press', 'Distributor, United States, LPC/InBook'], 'languages': ['English']}]",,"['Nationalism', 'Cuba -- Politics and government -- 1878-1895', 'Latin America', 'United States']"
OL858713W,On education,José Martí,"[{'isbn': '0853454833', 'publishers': ['Monthly Review Press'], 'languages': ['English']}]",,"['Martí, José, 1853-1895.', 'Education -- Philosophy.']"
OL7503406W,Album De UN Heroe,José Martí,"[{'isbn': '9993420395', 'publishers': ['Editora Nacional'], 'languages': ['Spanish']}, {'isbn': '9789993420392', 'publishers': ['LA Trinitaria'], 'languages': []}]",2002-09-30 00:00:00,"['Martí, José, -- 1853-1895.']"
OL7503408W,Amor con amor se paga,José Martí,"[{'isbn': '9788496290976', 'publishers': ['Linkgua US'], 'languages': ['Spanish']}]",2007-01-25 00:00:00,"['Latin American Drama', 'Drama', 'Fiction - General', 'Spanish: Adult Nonfiction', 'Untranslated Fiction - Spanish', 'Spanish: Adult Fiction', 'Caribbean & Latin American', 'Fiction']"
OL7503415W,"""Cultivo una rosa blanca"" Antología",José Martí,"[{'isbn': '9879216059', 'publishers': ['Ameghino'], 'languages': ['Spanish']}, {'isbn': '9789879216057', 'publishers': ['Ameghino'], 'languages': []}]",,"[""Children's poetry, Spanish"", 'Folk songs, Spanish -- Argentina -- Texts', 'Rhyming games -- Argentina', 'Spanish language books']"
OL7503432W,La Edad de Oro,José Martí,"[{'isbn': '9789583004483', 'publishers': ['Panamericana Editorial'], 'languages': ['Spanish']}]",1997-01-01 00:00:00,"['Juvenile Fiction', ""Children's 9-12 - Fiction - General"", 'Spanish: Young Adult (Gr. 7-9)', 'General', ""Children's Books/Ages 9-12 Fiction""]"
OL7503461W,Selected Writings,José Martí,"[{'isbn': '9780142437049', 'publishers': ['Penguin Classics'], 'languages': ['English']}]",2002-04-30 00:00:00,[]
OL7503472W,Cronicas,José Martí,"[{'isbn': '9780307391308', 'publishers': ['Debate'], 'languages': ['Spanish']}, {'isbn': '9788420606200', 'publishers': ['Alianza Editorial'], 'languages': ['Spanish']}]",2007-05-08 00:00:00,"['Cuba - History', 'Political History', 'Biography & Autobiography', 'Biography / Autobiography', 'Spanish: Adult Nonfiction', 'Political', 'Biography & Autobiography / Political', '1865-1918', 'Social life and customs', 'United States']"
OL7503473W,Crítica y Arte,José Martí,"[{'isbn': '9781414700823', 'publishers': ['Athena Books'], 'languages': ['Spanish']}, {'isbn': '9781414700892', 'publishers': ['Athena Books'], 'languages': ['Spanish']}]",2004-07-29 00:00:00,"['Art / Criticism', 'Jose Marti', 'Literary Collections / Caribbean & Latin American']"
OL7503475W,Jose Marti,José Martí,"[{'isbn': '9781881708131', 'publishers': ['Ediciones Mairena'], 'languages': ['Spanish']}, {'isbn': '9789702905226', 'publishers': ['Santillana USA Publishing Company'], 'languages': ['Spanish']}]",1996-06-01 00:00:00,['Poetry']
OL7503476W,"Jose Marti: Revolution, Politics and Letters: Volume One: Cuba",José Martí,"[{'isbn': '9780195170047', 'publishers': ['Oxford University Press, USA'], 'languages': ['English']}, {'isbn': '9780195170054', 'publishers': ['Oxford University Press, USA'], 'languages': ['English']}]",2008-11-01 00:00:00,"['Literature: Texts', 'Literary Collections', 'Literature - Classics / Criticism', 'Literature: Classics', 'Caribbean & Latin American', 'Caribbean & West Indies - Cuba', 'Literary Collections / Caribbean & Latin American']"
OL7503477W,Los Zapaticos De Rosa/rosa's Little Shoes,José Martí,"[{'isbn': '9788424133658', 'publishers': ['Lectorum Pubns Inc (J)'], 'languages': ['Spanish']}, {'isbn': '9781933032122', 'publishers': ['Lectorum Pubns Inc (J)'], 'languages': ['Spanish']}]",1997-02-01 00:00:00,"['JUV', 'JUV000000', 'General', 'Juvenile Fiction', 'Spanish: Grades 2-3']"
OL7503478W,Lucia Jerez,José Martí,"[{'isbn': '9789871136322', 'publishers': ['Stockcero'], 'languages': ['English']}, {'isbn': '9788424933746', 'publishers': ['Gredos'], 'languages': []}]",2000-11-01 00:00:00,"['Classic fiction', 'Literature - Classics / Criticism', 'Fiction', 'Literature: Classics', 'Classics']"
