author
Walter «Serrano» Abella
Jaime Poniachik
Eliseo Salvador Porta
Omar Prego Gadea
Ricardo Prieto
Valeria Puig
Julio César Puppo
Claudio Rama Vitale
Germán Rama
Gonzalo Ramírez
Carlos Real de Azúa
Andrés Redondo
Dardo Regules
Elías Regules
Tabaré Regules
Carlos Rehermann
Walter Rela
Daniel Rey Piuma
Álvaro Rico Fernández
José Rilla
Breogán Riveiro
Federico Rivero Scarani
Tabaré Rivero
Federico Roca
Ricardo Rocha Imaz
José Enrique Rodó
Osiris Rodríguez Castillos
Maximiliano Rodríguez Vecino
Rubén Enrique Romano
Raúl Ronzoni
Joel Rosenberg
Rómulo Rossi
Gabriel Saad
Luis Sabini
Máximo Sáenz
Vicente Salaverri
Juan Faustino Sallaberry
Gustavo San Román
Joaquín R. Sánchez
Ricardo Sánchez (escritor)
Rodolfo Santullo
Marcos Sastre
Arturo Scarone
Carlos Scheck
Daniel Scheck
Francisco Schinca
Fernando Schmidt (escritor)
Joaquín Secco Illa
Juan Luis Segundo
Fabián Severo
Carlos Sherman
José Sienra Carranza
Pablo Silva Olazábal
Claudio Silveira Silva
Mario Said Silvera
Marcelo Silvera
Sylvia Simonet
Alfredo Soderguit
Oscar Solano
Miguel Soler
Abel Soria
Gerardo Sotelo
Antonio Soto (escritor)
Esteban Stancov
Guillermo Stewart Vargas
Sergio Stipanic
Carlos Sturzenegger
Nilo Suburú
Jules Supervielle
Atilio Supparo
Emilio C. Tacconi
Roberto Tálice
Santiago Tavella
Gabriel Tenenbaum
Faustino Teysera
Joaquín Torres García
José de Torres Wilson
Valentín Trujillo (escritor)
Ernesto Tulbovitz
Dani Umpi
Estanislao Valdés Otero
Juan Antonio Varese
Álvaro Armando Vasseur
Carlos Vaz Ferreira
Francisco Vázquez Cores
Roberto Ventura
Emilio Verdesio
Gonzalo Vicino
Daniel Vidart
Fernando Villalba
Hugo Villar
Roberto Vivo Chaneton
Gustavo Wojciechowski
Isabel Wschebor
Yábor
Jaime Yaffé
Jorge Zabalza
Alfredo Zaldúa
Amalia Zaldúa
Justino Zavala Muniz
Emiliano Zecca
Fabio Zerpa
Raúl Zibechi
Carlos Zubillaga
Juan Antonio Zubillaga
