subject,relation,object
Legend of a musical city,pertenece al género,"Music, austrian"
0837177413,es un codigo ISBN para el libro,The case for the Central powers
0837177413,es un codigo ISBN de una edicion publicada por,Greenwood Press
0837177413,está escrito en,Inglés
Max Graf,es autor de la obra,The case for the Central powers
The case for the Central powers,pertenece al género,Causes
The case for the Central powers,pertenece al género,"World War, 1914-1918"
The case for the Central powers,pertenece al género,"Europe, politics and government, 1918-1945"
9781021546692,es un codigo ISBN para el libro,Schriften des Vereins Für Socialpolitik. XLI. Die Deutsche Hausindustrie. Dritter Band
9781021546692,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9781021546692,está escrito en,Alemán
9780353736481,es un codigo ISBN para el libro,Schriften des Vereins Für Socialpolitik. XLI. Die Deutsche Hausindustrie. Dritter Band
9780353736481,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9780353736481,está escrito en,Alemán
9780274720583,es un codigo ISBN para el libro,Schriften des Vereins Für Socialpolitik. XLI. Die Deutsche Hausindustrie. Dritter Band
9780274720583,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9780274720583,está escrito en,Alemán
Max Graf,es autor de la obra,Schriften des Vereins Für Socialpolitik. XLI. Die Deutsche Hausindustrie. Dritter Band
9783111590370,es un codigo ISBN para el libro,Karteninhalt : Aus
9783111590370,es un codigo ISBN de una edicion publicada por,"De Gruyter, Inc."
9783111590370,está escrito en,Alemán
9783112087770,es un codigo ISBN para el libro,Karteninhalt : Aus
9783112087770,es un codigo ISBN de una edicion publicada por,"De Gruyter, Inc."
9783112087770,está escrito en,Alemán
9783111216492,es un codigo ISBN para el libro,Karteninhalt : Aus
9783111216492,es un codigo ISBN de una edicion publicada por,"De Gruyter, Inc."
9783111216492,está escrito en,Alemán
Max Graf,es autor de la obra,Karteninhalt : Aus
2283018102,es un codigo ISBN para el libro,L'atelier intérieur du musicien
2283018102,es un codigo ISBN de una edicion publicada por,Buchet Chastel
9782283018101,es un codigo ISBN para el libro,L'atelier intérieur du musicien
9782283018101,es un codigo ISBN de una edicion publicada por,Buchet Chastel
Max Graf,es autor de la obra,L'atelier intérieur du musicien
0781295661,es un codigo ISBN para el libro,Legend Of A Musical City
0781295661,es un codigo ISBN de una edicion publicada por,Reprint Services Corp
9780781295666,es un codigo ISBN para el libro,Legend Of A Musical City
9780781295666,es un codigo ISBN de una edicion publicada por,Reprint Services Corp
Max Graf,es autor de la obra,Legend Of A Musical City
3908080274,es un codigo ISBN para el libro,Vor und nach Ulm
3908080274,es un codigo ISBN de una edicion publicada por,Waser
3908080274,está escrito en,Alemán
Max Graf,es autor de la obra,Vor und nach Ulm
Vor und nach Ulm,pertenece al género,Architects
Vor und nach Ulm,pertenece al género,Architecture
Vor und nach Ulm,pertenece al género,History
Hugo von Hofmannsthal,es de nacionalidad,Austria
3898531872,es un codigo ISBN para el libro,Erzählungen aus 1001 Nacht
3898531872,es un codigo ISBN de una edicion publicada por,Directmedia
3898531872,está escrito en,Alemán
Hugo von Hofmannsthal,es autor de la obra,Erzählungen aus 1001 Nacht
3709934680,es un codigo ISBN para el libro,Jedermann
3709934680,es un codigo ISBN de una edicion publicada por,Haymon Verlag
3709934680,está escrito en,Alemán
9783709934685,es un codigo ISBN para el libro,Jedermann
9783709934685,es un codigo ISBN de una edicion publicada por,Haymon Verlag
9783709934685,está escrito en,Alemán
Hugo von Hofmannsthal,es autor de la obra,Jedermann
Billy Wilder,es de nacionalidad,Austria
3822847429,es un codigo ISBN para el libro,Some Like It Hot
3822847429,es un codigo ISBN de una edicion publicada por,Taschen
3822847429,está escrito en,Inglés
9783822847428,es un codigo ISBN para el libro,Some Like It Hot
9783822847428,es un codigo ISBN de una edicion publicada por,Taschen
9783822847428,está escrito en,Inglés
Billy Wilder,es autor de la obra,Some Like It Hot
Some Like It Hot,pertenece al género,Drama (dramatic works by one author)
1578064430,es un codigo ISBN para el libro,Billy Wilder
1578064430,es un codigo ISBN de una edicion publicada por,University Press of Mississippi
1578064430,está escrito en,Inglés
9781578064434,es un codigo ISBN para el libro,Billy Wilder
9781578064434,es un codigo ISBN de una edicion publicada por,University Press of Mississippi
9781578064434,está escrito en,Inglés
Billy Wilder,es autor de la obra,Billy Wilder
Billy Wilder,pertenece al género,Interviews
Billy Wilder,pertenece al género,Motion picture producers and directors
Billy Wilder,pertenece al género,"Wilder, billy, 1906-2002"
9780879100704,es un codigo ISBN para el libro,Billy Wilder in Hollywood
9780879100704,es un codigo ISBN de una edicion publicada por,Limelight Editions
9780879100704,está escrito en,Inglés
0879100702,es un codigo ISBN para el libro,Billy Wilder in Hollywood
0879100702,es un codigo ISBN de una edicion publicada por,Limelight Editions
0879100702,está escrito en,Inglés
185145215X,es un codigo ISBN para el libro,Billy Wilder in Hollywood
185145215X,es un codigo ISBN de una edicion publicada por,Pavilion
185145215X,está escrito en,Inglés
039911789X,es un codigo ISBN para el libro,Billy Wilder in Hollywood
039911789X,es un codigo ISBN de una edicion publicada por,Putnam
039911789X,está escrito en,Inglés
Billy Wilder,es autor de la obra,Billy Wilder in Hollywood
Billy Wilder in Hollywood,pertenece al género,Biography
Billy Wilder in Hollywood,pertenece al género,Motion picture producers and directors
Billy Wilder in Hollywood,pertenece al género,Moving-picture producers and directors
1415718571,es un codigo ISBN para el libro,Stalag 17
1415718571,está escrito en,Inglés
9781415718575,es un codigo ISBN para el libro,Stalag 17
9781415718575,está escrito en,Inglés
Billy Wilder,es autor de la obra,Stalag 17
Stalag 17,pertenece al género,Drama
Stalag 17,pertenece al género,Moles (Spies)
Stalag 17,pertenece al género,"World War, 1939-1945"
0783252838,es un codigo ISBN para el libro,The lost weekend
0783252838,está escrito en,Inglés
Billy Wilder,es autor de la obra,The lost weekend
The lost weekend,pertenece al género,Alcoholismo
The lost weekend,pertenece al género,Man-woman relationships
The lost weekend,pertenece al género,Feature films
9780571194094,es un codigo ISBN para el libro,The Apartment
9780571194094,es un codigo ISBN de una edicion publicada por,Faber & Faber
9780571194094,está escrito en,Inglés
0571194095,es un codigo ISBN para el libro,The Apartment
0571194095,es un codigo ISBN de una edicion publicada por,Faber & Faber
0571194095,está escrito en,Inglés
Billy Wilder,es autor de la obra,The Apartment
The Apartment,pertenece al género,Film & television screenplays
The Apartment,pertenece al género,Screenplays Of Specific Films
The Apartment,pertenece al género,Performing Arts
9780446767798,es un codigo ISBN para el libro,Front Page
9780446767798,es un codigo ISBN de una edicion publicada por,Warner Books
9780446767798,está escrito en,Inglés
0446767794,es un codigo ISBN para el libro,Front Page
0446767794,es un codigo ISBN de una edicion publicada por,Warner Books
0446767794,está escrito en,Inglés
Billy Wilder,es autor de la obra,Front Page
9780891976608,es un codigo ISBN para el libro,The Apartment
9780891976608,es un codigo ISBN de una edicion publicada por,Irvington Publishers
9780891976608,está escrito en,Inglés
0891976604,es un codigo ISBN para el libro,The Apartment
0891976604,es un codigo ISBN de una edicion publicada por,Irvington Publishers
0891976604,está escrito en,Inglés
9781578064441,es un codigo ISBN para el libro,Billy Wilder
9781578064441,es un codigo ISBN de una edicion publicada por,University Press of Mississippi
9781578064441,está escrito en,Inglés
1578064449,es un codigo ISBN para el libro,Billy Wilder
1578064449,es un codigo ISBN de una edicion publicada por,University Press of Mississippi
1578064449,está escrito en,Inglés
3927574368,es un codigo ISBN para el libro,Der Prinz of Wales geht auf Urlaub
3927574368,es un codigo ISBN de una edicion publicada por,Fannei & Walz
3927574368,está escrito en,Alemán
Billy Wilder,es autor de la obra,Der Prinz of Wales geht auf Urlaub
Der Prinz of Wales geht auf Urlaub,pertenece al género,Biography
Der Prinz of Wales geht auf Urlaub,pertenece al género,Description and travel
Der Prinz of Wales geht auf Urlaub,pertenece al género,Homes and haunts
0520218485,es un codigo ISBN para el libro,Double indemnity
0520218485,es un codigo ISBN de una edicion publicada por,University of California Press
0520218485,está escrito en,Inglés
Billy Wilder,es autor de la obra,Double indemnity
Double indemnity,pertenece al género,Film critics
Double indemnity,pertenece al género,Motion picture authorship
Double indemnity,pertenece al género,Double indemnity (Motion picture)
8449309409,es un codigo ISBN para el libro,El Crepusculo De Los Dioses/sunset Boulevard (Paidos Peliculas)
8449309409,es un codigo ISBN de una edicion publicada por,Ediciones Paidos Iberica
8449309409,está escrito en,Español
9788449309403,es un codigo ISBN para el libro,El Crepusculo De Los Dioses/sunset Boulevard (Paidos Peliculas)
9788449309403,es un codigo ISBN de una edicion publicada por,Ediciones Paidos Iberica
9788449309403,está escrito en,Español
Billy Wilder,es autor de la obra,El Crepusculo De Los Dioses/sunset Boulevard (Paidos Peliculas)
El Crepusculo De Los Dioses/sunset Boulevard (Paidos Peliculas),pertenece al género,Mass media
3883775827,es un codigo ISBN para el libro,Emil und die Detektive
3883775827,es un codigo ISBN de una edicion publicada por,Edition Text + Kritik
3883775827,está escrito en,Alemán
Billy Wilder,es autor de la obra,Emil und die Detektive
Emil und die Detektive,pertenece al género,Emil und die Detektive (Motion picture)
0520218566,es un codigo ISBN para el libro,The lost weekend
0520218566,es un codigo ISBN de una edicion publicada por,University of California Press
0520218566,está escrito en,Inglés
The lost weekend,pertenece al género,American drama
The lost weekend,pertenece al género,Lost weekend (Motion picture)
The lost weekend,pertenece al género,Motion picture plays
0792172108,es un codigo ISBN para el libro,Sabrina
0792172108,es un codigo ISBN de una edicion publicada por,Paramount Pictures
0792172108,está escrito en,Inglés
9780792172109,es un codigo ISBN para el libro,Sabrina
9780792172109,es un codigo ISBN de una edicion publicada por,Paramount Pictures
9780792172109,está escrito en,Inglés
Billy Wilder,es autor de la obra,Sabrina
0520218574,es un codigo ISBN para el libro,Stalag 17
0520218574,es un codigo ISBN de una edicion publicada por,University of California Press
0520218574,está escrito en,Inglés
Stalag 17,pertenece al género,Motion picture plays
0520218558,es un codigo ISBN para el libro,Sunset Boulevard
0520218558,es un codigo ISBN de una edicion publicada por,University of California Press
0520218558,está escrito en,Inglés
Billy Wilder,es autor de la obra,Sunset Boulevard
Sunset Boulevard,pertenece al género,Motion picture plays
Sunset Boulevard,pertenece al género,Pn1997 .s844 1999
Sunset Boulevard,pertenece al género,791.43/72
Erika Molny,es de nacionalidad,Austria
3704601829,es un codigo ISBN para el libro,Das Fest des Hahns
3704601829,es un codigo ISBN de una edicion publicada por,Edition S
3704601829,está escrito en,Alemán
Erika Molny,es autor de la obra,Das Fest des Hahns
3854471198,es un codigo ISBN para el libro,Bruchstücke
3854471198,es un codigo ISBN de una edicion publicada por,Verlag Christian Brandstätter
3854471198,es un codigo ISBN de una edicion publicada por,Verlag der Österreichischen Staatsdruckerei
3854471198,está escrito en,Alemán
Erika Molny,es autor de la obra,Bruchstücke
3704600520,es un codigo ISBN para el libro,Der liebe Gott des Waldviertels
3704600520,es un codigo ISBN de una edicion publicada por,Österreichische Staatsdruckerei
3704600520,está escrito en,Alemán
Erika Molny,es autor de la obra,Der liebe Gott des Waldviertels
3704600326,es un codigo ISBN para el libro,Man müsste mit jemandem reden können-
3704600326,es un codigo ISBN de una edicion publicada por,Verlag der Österreichischen Staatsdruckerei
3704600326,está escrito en,Alemán
Erika Molny,es autor de la obra,Man müsste mit jemandem reden können-
3850982025,es un codigo ISBN para el libro,Schau Frau
3850982025,es un codigo ISBN de una edicion publicada por,G. Grasl
3850982025,está escrito en,Alemán
Erika Molny,es autor de la obra,Schau Frau
Grete von Urbanitzky,es de nacionalidad,Austria
Martha Wölger,es de nacionalidad,Austria
3222108943,es un codigo ISBN para el libro,Obersteirischer Hoamatkalender
3222108943,es un codigo ISBN de una edicion publicada por,Verl. Styria
3222108943,está escrito en,Alemán
Martha Wölger,es autor de la obra,Obersteirischer Hoamatkalender
3222110948,es un codigo ISBN para el libro,Wird olls wieder guat
3222110948,es un codigo ISBN de una edicion publicada por,Styria
3222110948,está escrito en,Alemán
Martha Wölger,es autor de la obra,Wird olls wieder guat
Ursel Peter,es de nacionalidad,Austria
Adolf Loos,es de nacionalidad,Austria
9655120589,es un codigo ISBN para el libro,Dibur la-riḳ
9655120589,es un codigo ISBN de una edicion publicada por,Bavel
9655120589,está escrito en,heb
Adolf Loos,es autor de la obra,Dibur la-riḳ
Dibur la-riḳ,pertenece al género,Decorative arts
Dibur la-riḳ,pertenece al género,History
Dibur la-riḳ,pertenece al género,Architecture
8085394413,es un codigo ISBN para el libro,The Müller Villa in Prague
8085394413,es un codigo ISBN de una edicion publicada por,City of Prague Museum
8085394413,está escrito en,Inglés
Adolf Loos,es autor de la obra,The Müller Villa in Prague
The Müller Villa in Prague,pertenece al género,Criticism and interpretation
The Müller Villa in Prague,pertenece al género,Homes and haunts
The Müller Villa in Prague,pertenece al género,"Buildings, structures"
9788488386045,es un codigo ISBN para el libro,Escritos
9788488386045,es un codigo ISBN de una edicion publicada por,El Croquis
9788488386045,está escrito en,Español
8488386044,es un codigo ISBN para el libro,Escritos
8488386044,es un codigo ISBN de una edicion publicada por,El Croquis
8488386044,está escrito en,Español
Adolf Loos,es autor de la obra,Escritos
Escritos,pertenece al género,Architecture
9783993003296,es un codigo ISBN para el libro,Adolf Loos
9783993003296,es un codigo ISBN de una edicion publicada por,Metroverlag
9783993003296,es un codigo ISBN de una edicion publicada por,Wienbibliothek im Rathaus
9783993003296,está escrito en,Alemán
3993003292,es un codigo ISBN para el libro,Adolf Loos
3993003292,es un codigo ISBN de una edicion publicada por,Metroverlag
3993003292,es un codigo ISBN de una edicion publicada por,Wienbibliothek im Rathaus
3993003292,está escrito en,Alemán
9788491560531,es un codigo ISBN para el libro,Adolf Loos
9788491560531,es un codigo ISBN de una edicion publicada por,Ajuntament de Barcelona
9788491560531,es un codigo ISBN de una edicion publicada por,Editorial Tenov
9788491560531,es un codigo ISBN de una edicion publicada por,"Fundación Bancaria ""la Caixa"""
9788491560531,es un codigo ISBN de una edicion publicada por,Museo del Diseño de Barcelona
9788491560531,está escrito en,Español
9788499001890,es un codigo ISBN para el libro,Adolf Loos
9788499001890,es un codigo ISBN de una edicion publicada por,Ajuntament de Barcelona
9788499001890,es un codigo ISBN de una edicion publicada por,Editorial Tenov
9788499001890,es un codigo ISBN de una edicion publicada por,"Fundación Bancaria ""la Caixa"""
9788499001890,es un codigo ISBN de una edicion publicada por,Museo del Diseño de Barcelona
9788499001890,está escrito en,Español
9788486763046,es un codigo ISBN para el libro,Adolf Loos
9788486763046,es un codigo ISBN de una edicion publicada por,Nerea
9788486763046,está escrito en,Español
8486763045,es un codigo ISBN para el libro,Adolf Loos
8486763045,es un codigo ISBN de una edicion publicada por,Nerea
8486763045,está escrito en,Español
Adolf Loos,es autor de la obra,Adolf Loos
Adolf Loos,pertenece al género,Correspondence
Adolf Loos,pertenece al género,Criticism and interpretation
Adolf Loos,pertenece al género,Modern Architecture
3205777433,es un codigo ISBN para el libro,Leben mit Loos
3205777433,es un codigo ISBN de una edicion publicada por,Böhlau
3205777433,está escrito en,Alemán
9783205777434,es un codigo ISBN para el libro,Leben mit Loos
9783205777434,es un codigo ISBN de una edicion publicada por,Böhlau
9783205777434,está escrito en,Alemán
Adolf Loos,es autor de la obra,Leben mit Loos
Leben mit Loos,pertenece al género,Criticism and interpretation
Leben mit Loos,pertenece al género,Architecture
Leben mit Loos,pertenece al género,History
9783993001322,es un codigo ISBN para el libro,Creating your home with style
9783993001322,es un codigo ISBN de una edicion publicada por,Metroverlag
9783993001322,está escrito en,Inglés
Adolf Loos,es autor de la obra,Creating your home with style
Creating your home with style,pertenece al género,Interior architecture
Creating your home with style,pertenece al género,Philosophy
Creating your home with style,pertenece al género,Architecture and society
9783991000150,es un codigo ISBN para el libro,Gesammelte Schriften
9783991000150,es un codigo ISBN de una edicion publicada por,Lesethek
9783991000150,está escrito en,Alemán
Adolf Loos,es autor de la obra,Gesammelte Schriften
Gesammelte Schriften,pertenece al género,Decorative arts
Gesammelte Schriften,pertenece al género,Architecture
Gesammelte Schriften,pertenece al género,Aesthetics
3993001419,es un codigo ISBN para el libro,"""Jeder sei sein eigener Dekorateur"""
3993001419,es un codigo ISBN de una edicion publicada por,Metroverlag
3993001419,es un codigo ISBN de una edicion publicada por,Wienbibliothek im Rathaus
3993001419,está escrito en,Alemán
9783993001414,es un codigo ISBN para el libro,"""Jeder sei sein eigener Dekorateur"""
9783993001414,es un codigo ISBN de una edicion publicada por,Metroverlag
9783993001414,es un codigo ISBN de una edicion publicada por,Wienbibliothek im Rathaus
9783993001414,está escrito en,Alemán
Adolf Loos,es autor de la obra,"""Jeder sei sein eigener Dekorateur"""
"""Jeder sei sein eigener Dekorateur""",pertenece al género,Exhibitions
"""Jeder sei sein eigener Dekorateur""",pertenece al género,Architecture
9781572410466,es un codigo ISBN para el libro,Ornament and crime
9781572410466,es un codigo ISBN de una edicion publicada por,Ariadne Press (CA)
9781572410466,está escrito en,Inglés
1572410469,es un codigo ISBN para el libro,Ornament and crime
1572410469,es un codigo ISBN de una edicion publicada por,Ariadne Press (CA)
1572410469,está escrito en,Inglés
1572410469,es un codigo ISBN de una edicion publicada por,Ariadne Press
Adolf Loos,es autor de la obra,Ornament and crime
Ornament and crime,pertenece al género,Decorative arts
Ornament and crime,pertenece al género,History
Ornament and crime,pertenece al género,Decorative arts & crafts
9783902517791,es un codigo ISBN para el libro,Warum Architektur keine Kunst ist
9783902517791,es un codigo ISBN de una edicion publicada por,Metroverlag
Adolf Loos,es autor de la obra,Warum Architektur keine Kunst ist
3851641000,es un codigo ISBN para el libro,Adolf Loos
3851641000,es un codigo ISBN de una edicion publicada por,Album
3851641000,está escrito en,Alemán
3854090013,es un codigo ISBN para el libro,Adolf Loos
3854090013,es un codigo ISBN de una edicion publicada por,Löcker Verlag
3854090013,está escrito en,Alemán
Adolf Loos,pertenece al género,Catalogs
Adolf Loos,pertenece al género,Domestic Architecture
3883319309,es un codigo ISBN para el libro,"Adolf Loos, 1870-1933"
3883319309,es un codigo ISBN de una edicion publicada por,Die Akademie
3883319309,está escrito en,Alemán
Adolf Loos,es autor de la obra,"Adolf Loos, 1870-1933"
"Adolf Loos, 1870-1933",pertenece al género,Interior decoration
"Adolf Loos, 1870-1933",pertenece al género,Architecture
"Adolf Loos, 1870-1933",pertenece al género,Exhibitions
3923344090,es un codigo ISBN para el libro,"Gründerzeit, Adolf Loos"
3923344090,es un codigo ISBN de una edicion publicada por,Die Galerie
3923344090,está escrito en,Alemán
Adolf Loos,es autor de la obra,"Gründerzeit, Adolf Loos"
"Gründerzeit, Adolf Loos",pertenece al género,"Buildings, structures"
"Gründerzeit, Adolf Loos",pertenece al género,Exhibitions
"Gründerzeit, Adolf Loos",pertenece al género,Architecture
9783993000400,es un codigo ISBN para el libro,Adolf Loos Why a Man Should be Well Dressed
9783993000400,es un codigo ISBN de una edicion publicada por,Metro Verlag
Adolf Loos,es autor de la obra,Adolf Loos Why a Man Should be Well Dressed
Adolf Loos Why a Man Should be Well Dressed,pertenece al género,Clothing and dress
Adolf Loos Why a Man Should be Well Dressed,pertenece al género,History
0728704757,es un codigo ISBN para el libro,The architecture of Adolf Loos
0728704757,es un codigo ISBN de una edicion publicada por,The Council
0728704757,está escrito en,Inglés
Adolf Loos,es autor de la obra,The architecture of Adolf Loos
The architecture of Adolf Loos,pertenece al género,Architecture
The architecture of Adolf Loos,pertenece al género,Exhibitions
The architecture of Adolf Loos,pertenece al género,History
3853670547,es un codigo ISBN para el libro,Über Architektur : b Ausgewählte Schriften die Originaltexte
3853670547,es un codigo ISBN de una edicion publicada por,Georg Prachner Verlag
3853670547,está escrito en,Alemán
Adolf Loos,es autor de la obra,Über Architektur : b Ausgewählte Schriften die Originaltexte
Über Architektur : b Ausgewählte Schriften die Originaltexte,pertenece al género,Modern Architecture
3853670385,es un codigo ISBN para el libro,Die Potemkin'sche Stadt
