fact_id,region,relation,subject,object,expected_answer,tracer_subject,language,variant,kind,layer_idx,layer_max,layer_mean
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,0,0.12327347695827484,0.11775362491607666
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,1,0.12883451581001282,0.11827422678470612
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,2,0.13082681596279144,0.12025310099124908
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,3,0.12415697425603867,0.11604269593954086
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,4,0.13950161635875702,0.1250598281621933
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,5,0.13795557618141174,0.12382679432630539
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,6,0.14122691750526428,0.11773497611284256
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,7,0.2503601908683777,0.14154821634292603
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,8,0.1329708993434906,0.12425798922777176
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,9,0.14709123969078064,0.12433617562055588
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,10,0.1360217034816742,0.12290358543395996
eu_31318,Europe,es autor de la obra,Gilles de Paris,Cent poèmes contre le racisme,Cent poèmes contre le racisme,Cent poèmes contre le racisme,en,en_written_by,mlp,11,0.14772993326187134,0.1192619800567627
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,0,0.2395111620426178,0.239511176943779
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,1,0.2395111620426178,0.239511176943779
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,2,0.2395111620426178,0.239511176943779
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,3,0.24540333449840546,0.2268708348274231
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,4,0.24567165970802307,0.2327917367219925
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,5,0.2457381933927536,0.23656757175922394
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,6,0.25829872488975525,0.2421724796295166
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,7,0.2491343915462494,0.23694688081741333
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,8,0.34243839979171753,0.2566227316856384
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,9,0.2557697296142578,0.23482677340507507
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_author_of,mlp,10,0.2653021812438965,0.23555172979831696
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,0,0.08420006185770035,0.06552574783563614
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,1,0.07146928459405899,0.06241700425744057
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,2,0.0804520919919014,0.05956103280186653
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,3,0.07293756306171417,0.06089678779244423
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,4,0.07401781529188156,0.06129779294133186
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,5,0.08711948245763779,0.06268075108528137
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,6,0.06858106702566147,0.0603773333132267
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,7,0.07860518991947174,0.061372060328722
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,8,0.06719951331615448,0.0605042427778244
eu_16563,Europe,es autor de la obra,Guy Verhofstadt,De ziekte van Europa,De ziekte van Europa,De ziekte van Europa,en,en_written_by,mlp,9,0.10150116682052612,0.07211548089981079
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,0,0.19038473069667816,0.19038474559783936
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,1,0.19038473069667816,0.19038474559783936
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,2,0.19038473069667816,0.19038474559783936
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,3,0.1983741968870163,0.19083040952682495
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,4,0.1970701664686203,0.19105063378810883
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,5,0.19771641492843628,0.1878071278333664
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,6,0.20562610030174255,0.1888396143913269
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,7,0.20144212245941162,0.18848828971385956
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,8,0.20931920409202576,0.18511301279067993
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_author_of,mlp,9,0.2273922860622406,0.18777363002300262
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,0,0.07834187150001526,0.05229463800787926
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,1,0.054621390998363495,0.04927845299243927
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,2,0.06556592136621475,0.05015753209590912
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,3,0.09464524686336517,0.05640630051493645
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,4,0.09805183112621307,0.0557277649641037
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,5,0.07176576554775238,0.051959119737148285
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,6,0.06474964320659637,0.05140296369791031
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,7,0.0551329031586647,0.04907320439815521
eu_12344,Europe,es autor de la obra,Greg,A Couple from Manchester ...,A Couple from Manchester ...,A Couple from Manchester ...,en,en_written_by,mlp,8,0.089222751557827,0.061734989285469055
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,0,0.24072976410388947,0.24072973430156708
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,1,0.24072976410388947,0.24072973430156708
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,2,0.24072976410388947,0.24072973430156708
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,3,0.24657121300697327,0.23788616061210632
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,4,0.24260863661766052,0.23536819219589233
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,5,0.25837722420692444,0.2419739067554474
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,6,0.28365644812583923,0.24616827070713043
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,7,0.24778738617897034,0.2291599065065384
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,8,0.2653964161872864,0.23922236263751984
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,9,0.26721882820129395,0.23401683568954468
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,10,0.2914698123931885,0.250407874584198
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_author_of,mlp,11,0.2958856523036957,0.2408882975578308
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,0,0.1083860993385315,0.08586666733026505
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,1,0.08912438899278641,0.08382459729909897
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,2,0.12145642191171646,0.08736354112625122
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,3,0.10041286796331406,0.08447455614805222
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,4,0.09862177073955536,0.08531983941793442
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,5,0.09342631697654724,0.08289477229118347
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,6,0.10532164573669434,0.08779197186231613
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,7,0.09538336843252182,0.08471216261386871
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,8,0.09713853895664215,0.08471065759658813
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,9,0.09854111820459366,0.0837145447731018
eu_107967,Europe,es autor de la obra,Sophie Kinsella,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,Shopaholic! In Alle Staten,en,en_written_by,mlp,10,0.10813726484775543,0.08972391486167908
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,0,0.16466927528381348,0.1646692454814911
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,1,0.16466927528381348,0.1646692454814911
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,2,0.16466927528381348,0.1646692454814911
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,3,0.23629915714263916,0.175026074051857
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,4,0.1874031126499176,0.16896210610866547
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_base,mlp,5,0.2069462239742279,0.1707029789686203
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,0,0.22243694961071014,0.2046365886926651
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,1,0.21589168906211853,0.19790151715278625
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,2,0.22522246837615967,0.20142093300819397
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,3,0.24107995629310608,0.2060384750366211
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,4,0.2042456865310669,0.19773709774017334
eu_113577,Europe,es de nacionalidad,Alfred Kerr,United Kingdom,United Kingdom,Alfred Kerr,en,en_question,mlp,5,0.22331055998802185,0.20139949023723602
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,0,0.15376019477844238,0.15376016497612
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,1,0.15376019477844238,0.15376016497612
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,2,0.15376019477844238,0.15376016497612
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,3,0.16117393970489502,0.151574045419693
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,4,0.16800566017627716,0.15541762113571167
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,5,0.19724401831626892,0.15911608934402466
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,6,0.16336119174957275,0.153150275349617
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,7,0.17869025468826294,0.15246936678886414
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_base,mlp,8,0.19849297404289246,0.15260735154151917
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,0,0.31027549505233765,0.26236996054649353
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,1,0.2582314908504486,0.2459266483783722
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,2,0.3219018876552582,0.2625073492527008
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,3,0.2996024489402771,0.2579161524772644
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,4,0.2873493432998657,0.25123462080955505
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,5,0.2607356607913971,0.251507967710495
eu_71926,Europe,es de nacionalidad,Raul Proença,Portugal,Portugal,Raul Proença,en,en_question,mlp,6,0.27550846338272095,0.22888630628585815
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,0,0.13560354709625244,0.13560353219509125
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,1,0.13560354709625244,0.13560353219509125
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,2,0.13560354709625244,0.13560353219509125
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,3,0.17790468037128448,0.14026443660259247
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,4,0.18111935257911682,0.14205020666122437
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,5,0.16735868155956268,0.1361713856458664
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_base,mlp,6,0.22576522827148438,0.15197430551052094
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_question,mlp,0,0.33235326409339905,0.3163999319076538
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_question,mlp,1,0.33072003722190857,0.3018469512462616
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_question,mlp,2,0.3633580803871155,0.31587666273117065
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_question,mlp,3,0.331021249294281,0.3181619346141815
eu_39653,Europe,es de nacionalidad,Mathilde Raven,Germany,Germany,Mathilde Raven,en,en_question,mlp,4,0.3549627661705017,0.30067864060401917
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,0,0.1261732578277588,0.1261732280254364
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,1,0.1261732578277588,0.1261732280254364
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,2,0.1261732578277588,0.1261732280254364
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,3,0.14563195407390594,0.12699484825134277
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,4,0.13813413679599762,0.12724770605564117
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,5,0.1263526827096939,0.12178945541381836
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,6,0.13540759682655334,0.12176430225372314
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,7,0.14912858605384827,0.12535962462425232
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,8,0.1305554360151291,0.12531445920467377
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,9,0.13878627121448517,0.1267353743314743
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,10,0.14079754054546356,0.12530836462974548
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_base,mlp,11,0.14194805920124054,0.12180835753679276
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,0,0.2862664461135864,0.2657667398452759
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,1,0.30829232931137085,0.26615598797798157
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,2,0.2785627841949463,0.26137015223503113
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,3,0.27615150809288025,0.2598944902420044
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,4,0.2679891288280487,0.25063878297805786
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,5,0.2679952085018158,0.25647079944610596
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,6,0.28465908765792847,0.25784528255462646
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,7,0.2779875695705414,0.25134211778640747
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,8,0.27686649560928345,0.2592093050479889
eu_89024,Europe,es de nacionalidad,Hjalmar Söderberg,Sweden,Sweden,Hjalmar Söderberg,en,en_question,mlp,9,0.3059726357460022,0.24783028662204742
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,0,0.10228093713521957,0.10228092968463898
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,1,0.10228093713521957,0.10228092968463898
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,2,0.11209321022033691,0.10082600265741348
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,3,0.10630062967538834,0.1020050197839737
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,4,0.10349209606647491,0.0998515784740448
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,5,0.10595549643039703,0.10315224528312683
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_from_year,mlp,6,0.1138351559638977,0.10483017563819885
eu_127177,Europe,es del año,Extras,2006,2006,Extras,en,en_published_in,mlp,0,0.18981119990348816,0.18981119990348816
