source,relation,target
Susana Gertopán,es autor de la obra,El callejón oscuro
Dora Gómez Bueno de Acuña,es de nacionalidad,paraguaya
Teresa Lamas de Rodríguez Alcalá,es de nacionalidad,paraguaya
Maybell Lebron,es de nacionalidad,paraguaya
Maybell Lebron,es autor de la obra,Cenizas de un rencor
Ercilia López de Blomberg,es de nacionalidad,paraguaya
Marta Meyer de Landó,es de nacionalidad,paraguaya
Marisol Palacios,es de nacionalidad,paraguaya
Marisol Palacios,es autor de la obra,Cafe Amargo con Salvia
Faith Wilding,es de nacionalidad,paraguaya
Elsa Matilde Zardini,es de nacionalidad,paraguaya
Carlos Federico Abente,es de nacionalidad,paraguaya
Carlos Federico Abente,es autor de la obra,Ñemitỹ
Eder Acosta Santacruz,es de nacionalidad,paraguaya
Eder Acosta Santacruz,es autor de la obra,Más allá del pasado
Martín Almada,es de nacionalidad,paraguaya
Martín Almada,es autor de la obra,El condor sigue volando
Martín Almada,es autor de la obra,"Paraguay, la cárcel olvidada"
Néstor Amarilla,es de nacionalidad,paraguaya
Néstor Amarilla,es autor de la obra,La pruebera (Español-Guaraní)
Néstor Amarilla,es autor de la obra,Fecha feliz
Rubén Bareiro Saguier,es de nacionalidad,paraguaya
Rubén Bareiro Saguier,es autor de la obra,Paraguay
Rubén Bareiro Saguier,es autor de la obra,Augusto Roa Bastos
Rubén Bareiro Saguier,es autor de la obra,Tentación de la utopía
Rubén Bareiro Saguier,es autor de la obra,La diversidad poética en el Paraguay
Rubén Bareiro Saguier,es autor de la obra,La babosa y sus críticos
Rubén Bareiro Saguier,es autor de la obra,El séptimo pétalo del viento
Rubén Bareiro Saguier,es autor de la obra,La rosa azul
Rubén Bareiro Saguier,es autor de la obra,Ojo por diente
Rubén Bareiro Saguier,es autor de la obra,Diversidad en la literatura de nuestra América
Rubén Bareiro Saguier,es autor de la obra,Concurso de Poesía
Justo Pastor Benítez,es de nacionalidad,paraguaya
Justo Pastor Benítez,es autor de la obra,"La vida solitaria del Dr. José Gaspar de Francia, dictador del Paraguay"
Moisés Santiago Bertoni,es de nacionalidad,paraguaya
Alfredo Boccia Romañach,es de nacionalidad,paraguaya
Alfredo Boccia Romañach,es autor de la obra,Historia de la medicina en el Paraguay
Alfredo Boccia Romañach,es autor de la obra,Sueño y realidad del oro en el nuevo mundo
Ramón Bogarín Argaña,es de nacionalidad,paraguaya
Martín Burt,es de nacionalidad,paraguaya
Hérib Campos Cervera,es de nacionalidad,paraguaya
Ramón Indalecio Cardozo,es de nacionalidad,paraguaya
Gabriel Casaccia,es de nacionalidad,paraguaya
Gabriel Casaccia,es autor de la obra,El bandolero
Gabriel Casaccia,es autor de la obra,Los exiliados
Julio Correa,es de nacionalidad,paraguaya
René Dávalos,es de nacionalidad,paraguaya
René Dávalos,es autor de la obra,René Dávalos--
Juan Santiago Dávalos,es de nacionalidad,paraguaya
Viriato Díaz-Pérez,es de nacionalidad,paraguaya
Santiago Dimas Aranda,es de nacionalidad,paraguaya
Ramiro Domínguez,es de nacionalidad,paraguaya
Ramiro Domínguez,es autor de la obra,Pecados capitales
Ramiro Domínguez,es autor de la obra,El primo Juan
Ramiro Domínguez,es autor de la obra,Obras completas
Ramiro Domínguez,es autor de la obra,Nuestra gente
Ramiro Domínguez,es autor de la obra,"Primeros poemas, 1945-1948 / Ramiro Domínguez"
Ciriaco Duarte,es de nacionalidad,paraguaya
Ticio Escobar,es de nacionalidad,paraguaya
Ticio Escobar,es autor de la obra,Aura latente
Ticio Escobar,es autor de la obra,La invención de la distancia
Ticio Escobar,es autor de la obra,Imagen e intemperie
Ticio Escobar,es autor de la obra,Una interpretación de las artes visuales en el Paraguay
Ticio Escobar,es autor de la obra,La belleza de los otros
Ticio Escobar,es autor de la obra,El mito del arte y el mito del pueblo
Bernhard Förster,es de nacionalidad,paraguaya
Manuel Frutos Pane,es de nacionalidad,paraguaya
Francisco Gaona,es de nacionalidad,paraguaya
Félix Giménez Gómez,es de nacionalidad,paraguaya
Juan Silvano Godoi,es de nacionalidad,paraguaya
Manuel Gondra,es de nacionalidad,paraguaya
Alcibiades González Delvalle,es de nacionalidad,paraguaya
Alcibiades González Delvalle,es autor de la obra,El dolor de Barrett
Alcibiades González Delvalle,es autor de la obra,Trilogía teatral sobre la Guerra del 70
Alcibiades González Delvalle,es autor de la obra,"La hegemonía colorada, 1947-1954"
Alcibiades González Delvalle,es autor de la obra,Un viento negro
Alcibiades González Delvalle,es autor de la obra,¿Qúe hacías aquella noche?
Alejandro Guanes,es de nacionalidad,paraguaya
Mario Halley Mora,es de nacionalidad,paraguaya
Mario Halley Mora,es autor de la obra,Amor de invierno
Mario Halley Mora,es autor de la obra,Obras teatrales
Mario Halley Mora,es autor de la obra,"Cita en el ""San Roque"""
Juan Carlos Herken Krauer,es de nacionalidad,paraguaya
Domingo Laíno,es de nacionalidad,paraguaya
Domingo Laíno,es autor de la obra,Conocimiento y gobierno de José Gaspar de Francia
Arsenio López Decoud,es de nacionalidad,paraguaya
Carlos Martini,es de nacionalidad,paraguaya
Carlos Martini,es autor de la obra,Domingos Contigo
Carlos Martini,es autor de la obra,Tarde de abril
Carlos Martini,es autor de la obra,Dónde estará mi primavera
Ricardo Mazó,es de nacionalidad,paraguaya
Epifanio Méndez Fleitas,es de nacionalidad,paraguaya
Fulgencio R. Moreno,es de nacionalidad,paraguaya
Silvano Mosqueira,es de nacionalidad,paraguaya
Jorge Roberto Ogdon,es de nacionalidad,paraguaya
Juan E. O'Leary,es de nacionalidad,paraguaya
Juan E. O'Leary,es autor de la obra,Recuerdos de gloria
Juan E. O'Leary,es autor de la obra,Recuerdos de gloria
Ignacio A. Pane,es de nacionalidad,paraguaya
Carlos Pastore,es de nacionalidad,paraguaya
José Pérez Reyes,es de nacionalidad,paraguaya
José Pérez Reyes,es autor de la obra,Media Vida
Juan Ramírez Biedermann,es de nacionalidad,paraguaya
Juan Ramírez Biedermann,es autor de la obra,Nobis
Leopoldo Ramos Giménez,es de nacionalidad,paraguaya
Jorge Ritter,es de nacionalidad,paraguaya
José María Rivarola Matto,es de nacionalidad,paraguaya
José María Rivarola Matto,es autor de la obra,José María Rivarola Matto
José María Rivarola Matto,es autor de la obra,Su Señoría tiene miedo : comedia en tres actos. El sectario
José María Rivarola Matto,es autor de la obra,El fin de Chipí González
José María Rivarola Matto,es autor de la obra,Follaje en los ojos
Juan Bautista Rivarola Matto,es de nacionalidad,paraguaya
Hugo Rodríguez Alcalá,es de nacionalidad,paraguaya
Guido Rodríguez Alcalá,es de nacionalidad,paraguaya
Guido Rodríguez Alcalá,es autor de la obra,"A propósito de la guerra contra el Paraguay por la Confederación Argentina, el Uruguay y el Brasil"
Guido Rodríguez Alcalá,es autor de la obra,Narciso
Guido Rodríguez Alcalá,es autor de la obra,La Guerra del Paraguay en primera persona
Guido Rodríguez Alcalá,es autor de la obra,Sobre el autoritarismo y otros ensayos
Guido Rodríguez Alcalá,es autor de la obra,La noche del catorce
Guido Rodríguez Alcalá,es autor de la obra,Narradoras paraguayas
Guido Rodríguez Alcalá,es autor de la obra,Paraguay y Brasil
Guido Rodríguez Alcalá,es autor de la obra,El peluquero francés
Guido Rodríguez Alcalá,es autor de la obra,Caballero
Guido Rodríguez Alcalá,es autor de la obra,Francia
Elvio Romero,es de nacionalidad,paraguaya
Elvio Romero,es autor de la obra,"Elvio Romero, poeta paraguayo"
Elvio Romero,es autor de la obra,Cantar de caminante
Elvio Romero,es autor de la obra,Poesía completa
Elvio Romero,es autor de la obra,Antologia Poetica - Elvio Romero
Elvio Romero,es autor de la obra,Los Innombrables
Elvio Romero,es autor de la obra,Miguel Hernandez - Destino y Poesia
Elvio Romero,es autor de la obra,The Un Relampago Herido
Elvio Romero,es autor de la obra,"Viejo Fuego, El"
Elvio Romero,es autor de la obra,Los valles imaginarios
Jesús Ruiz Nestosa,es de nacionalidad,paraguaya
Juan Manuel Salinas,es de nacionalidad,paraguaya
Caio Scavone,es de nacionalidad,paraguaya
Caio Scavone,es autor de la obra,Cuentos guaireños
Caio Scavone,es autor de la obra,Remedios naturales del Paraguay
Alfredo Seiferheld,es de nacionalidad,paraguaya
Alfredo Seiferheld,es autor de la obra,Testimonios para la historia del Paraguay en el siglo XX
Arnaldo Valdovinos,es de nacionalidad,paraguaya
Helio Vera,es de nacionalidad,paraguaya
Helio Vera,es autor de la obra,La hondita impaciente
Helio Vera,es autor de la obra,El país de la sopa dura
Helio Vera,es autor de la obra,Diccionario del paraguayo estreñido
Helio Vera,es autor de la obra,La Casa Blanca
Helio Vera,es autor de la obra,Diccionario del paraguayo estreñido
Helio Vera,es autor de la obra,El cangrejo inmortal
Helio Vera,es autor de la obra,"Plagueos, ensayos y otros divagues"
Helio Vera,es autor de la obra,Trofeos de la guerra y otros cuentos picarescos
Helio Vera,es autor de la obra,Tutela penal del honor contra lesiones cometidas a través de los medios de comunicación
Helio Vera,es autor de la obra,El verdadero diccionario paraguayo
Helio Vera,es autor de la obra,Antología de cuentos de Helio Vera
Saro Vera,es de nacionalidad,paraguaya
Javier Viveros,es de nacionalidad,paraguaya
Javier Viveros,es autor de la obra,Ñe'ẽnga jarýi
Javier Viveros,es autor de la obra,Paraguái ñe'ẽ
Javier Viveros,es autor de la obra,Manual de esgrima para elefantes
Javier Viveros,es autor de la obra,Javier Viveros
Javier Viveros,es autor de la obra,Ñeenga raity
Javier Viveros,es autor de la obra,"Urbano, demasiado urbano"
Javier Viveros,es autor de la obra,Mensajeámena
Marcos Ybañez,es de nacionalidad,paraguaya
Marcos Ybañez,es autor de la obra,Genocidio Guaraní
Tadeo Zarratea,es de nacionalidad,paraguaya
Tadeo Zarratea,es autor de la obra,La poesía guaraní del siglo XX
Tadeo Zarratea,es autor de la obra,La Ley de lenguas del Paraguay
Carlos Zubizarreta,es de nacionalidad,paraguaya
Carlos Zubizarreta,es autor de la obra,Origen e historias de Asunción
Carlos Zubizarreta,es autor de la obra,Cien vidas paraguayas
Augusto Roa Bastos,es de nacionalidad,paraguaya
Augusto Roa Bastos,es autor de la obra,10 relatos de amor
Augusto Roa Bastos,es autor de la obra,Penal El paraíso y otros cuentos
Augusto Roa Bastos,es autor de la obra,The Contravida
Augusto Roa Bastos,es autor de la obra,El Trueno Entre Las Hojas
Augusto Roa Bastos,es autor de la obra,"Pollito de Fuego, El"
Augusto Roa Bastos,es autor de la obra,Los Conjurados del Quilombo del Gran... (Alfaguara)
Augusto Roa Bastos,es autor de la obra,Poesias Reunidas
Augusto Roa Bastos,es autor de la obra,Hijo de Hombre / Son of Man
Augusto Roa Bastos,es autor de la obra,Cuentos Completos
Augusto Roa Bastos,es autor de la obra,El Trueno Entre Las Hojas
Augusto Roa Bastos,es autor de la obra,Vigilia del Almirante
Augusto Roa Bastos,es autor de la obra,Hijo de Hombre
Augusto Roa Bastos,es autor de la obra,Poesia
Augusto Roa Bastos,es autor de la obra,El Fiscal
Augusto Roa Bastos,es autor de la obra,Yo El Supremo
Carlos Villagra Marsal,es de nacionalidad,paraguaya
Carlos Villagra Marsal,es autor de la obra,Zoque / Maya kaqchikel / Guaraní / Mapuzaungun
Carlos Villagra Marsal,es autor de la obra,Mercados y ferias del Paraguay
Carlos Villagra Marsal,es autor de la obra,Poesía congregada y otros afanes
Carlos Villagra Marsal,es autor de la obra,Ka'i rembihasakue =
Carlos Villagra Marsal,es autor de la obra,"Sentencias, conjuros, fórmulas y creencias en el Paraguay"
Hugo Rodríguez-Alcalá,es de nacionalidad,paraguaya
Josefina Plá,es de nacionalidad,paraguaya
Josefina Plá,es autor de la obra,Los italianos en el Paraguay
Josefina Plá,es autor de la obra,Josefina Plá
Josefina Plá,es autor de la obra,La mano en la tierra y otros relatos
Josefina Plá,es autor de la obra,La nave del olvido
Josefina Plá,es autor de la obra,Invención de la muerte
Josefina Plá,es autor de la obra,El barroco hispano-guaraní
Josefina Plá,es autor de la obra,Short stories
Luis María Martínez,es de nacionalidad,paraguaya
Luis María Martínez,es autor de la obra,El pueblo está en camino de ser otro
Luis María Martínez,es autor de la obra,José Martí en Paraguay
Luis María Martínez,es autor de la obra,Poesía social del Paraguay
Luis María Martínez,es autor de la obra,Periodista inoportuno
Luis María Martínez,es autor de la obra,"Esperar la tormenta, 2003-2005"
Nila López,es de nacionalidad,paraguaya
Nila López,es autor de la obra,El canto de Eva
Nila López,es autor de la obra,El secreto de la garza
Nila López,es autor de la obra,El jardin de la Mirada
Nila López,es autor de la obra,El bosque sagrado
Nila López,es autor de la obra,Maestras
Nila López,es autor de la obra,Señales
Oscar Ferreiro,es de nacionalidad,paraguaya
Rafael Barrett,es de nacionalidad,paraguaya
Rafael Barrett,es autor de la obra,Cuentos - Tomo I
Rafael Barrett,es autor de la obra,Colección Rafael Barrett. Moralidades Actuales
Rafael Barrett,es autor de la obra,Colección Rafael Barrett. Ideas y Críticas
Rafael Barrett,es autor de la obra,Ensayos - Tomo VII
Rafael Barrett,es autor de la obra,Antologia (Spanish Edition)
Rafael Barrett,es autor de la obra,Ensayos - Tomo VI
Rafael Barrett,es autor de la obra,Ensayos - Tomo II
Rafael Barrett,es autor de la obra,Antologia
Rafael Barrett,es autor de la obra,Ensayos - Tomo V
Rafael Barrett,es autor de la obra,Colección Rafael Barrett. Al Margen
Rafael Barrett,es autor de la obra,Ensayos - Tomo IV
Rafael Barrett,es autor de la obra,Rafael Barrett. Mirando Vivir
Rafael Barrett,es autor de la obra,Ensayos -Tomo III
Rafael Barrett,es autor de la obra,Ensayos
Rafael Barrett,es autor de la obra,14 Cuentos Breves de Rafael Barrett
Rafael Barrett,es autor de la obra,Cuentos breves
Rafael Barrett,es autor de la obra,El terror argentino
Rafael Barrett,es autor de la obra,Hacia el porvenir
Rafael Barrett,es autor de la obra,A partir de ahora el combate será libre
Renée Ferrer,es de nacionalidad,paraguaya
Roque Vallejos,es de nacionalidad,paraguaya
9789996724916,es un codigo ISBN para el libro,Versos para este planeta
9789996724916,es un codigo ISBN de una edicion publicada por,Grupo Editorial Atlas
9789995300364,es un codigo ISBN para el libro,Versos de amor y de locura
9789995300364,es un codigo ISBN de una edicion publicada por,Northwest Pub
9789995301552,es un codigo ISBN para el libro,Guía del cementerio
9789995301552,es un codigo ISBN de una edicion publicada por,Servilibro
9789995302900,es un codigo ISBN para el libro,La voz negada
9789995302900,es un codigo ISBN de una edicion publicada por,Servilibro
9781521778548,es un codigo ISBN para el libro,Club de Los Que Nunca Duermen
9781521778548,es un codigo ISBN de una edicion publicada por,Independently Published
9789995305598,es un codigo ISBN para el libro,Como si hiciera falta
9789995305598,es un codigo ISBN de una edicion publicada por,Servilibro
9789992545720,es un codigo ISBN para el libro,Poema de la celebración
9789992545720,es un codigo ISBN de una edicion publicada por,Arandurã Editorial
9789996720017,es un codigo ISBN para el libro,"De lodo, miel y lágrimas?"
9789996720017,es un codigo ISBN de una edicion publicada por,Arandura Editorial
9781726271912,es un codigo ISBN para el libro,Entre Tintas y Pliego
9781726271912,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781986762298,es un codigo ISBN para el libro,Tributo a la Poesía
9781986762298,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781534944244,es un codigo ISBN para el libro,Alma en Manos
9781534944244,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781515389996,es un codigo ISBN para el libro,Antologia Poetica Internacional Mujeres y Sus Plumas II
9781515389996,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781533610010,es un codigo ISBN para el libro,Nueva Vida : Más Allá Del Amor
9781533610010,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781515234142,es un codigo ISBN para el libro,Tributo a Delfina Acosta
9781515234142,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781537761565,es un codigo ISBN para el libro,Rimas Al Amor
9781537761565,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781983963278,es un codigo ISBN para el libro,Antología Poética Internacional Mujeres y Sus Plumas III
9781983963278,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781514858899,es un codigo ISBN para el libro,Antologia Poetica Internacional Mujeres y Sus Plumas I
9781514858899,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781533275073,es un codigo ISBN para el libro,Espejismos
9781533275073,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9798502317108,es un codigo ISBN para el libro,Entre Líneas
9798502317108,es un codigo ISBN de una edicion publicada por,Independently Published
9798502358774,es un codigo ISBN para el libro,Sin Rodeos
9798502358774,es un codigo ISBN de una edicion publicada por,Independently Published
9798696929408,es un codigo ISBN para el libro,Día Del Poeta Paraguayo
9798696929408,es un codigo ISBN de una edicion publicada por,Independently Published
9781093670042,es un codigo ISBN para el libro,Namasté
9781093670042,es un codigo ISBN de una edicion publicada por,Independently Published
9781729233511,es un codigo ISBN para el libro,Vestigios
9781729233511,es un codigo ISBN de una edicion publicada por,Independently Published
9789508602152,es un codigo ISBN para el libro,La voz mediterránea
9789508602152,es un codigo ISBN de una edicion publicada por,Ediciones del IMFC
9789992545744,es un codigo ISBN para el libro,Ñé ẽ jovái  =
9789992545744,es un codigo ISBN de una edicion publicada por,Arandurã Editorial
9789995304133,es un codigo ISBN para el libro,Antología poética
9789995304133,es un codigo ISBN de una edicion publicada por,Servilibro
9789995304614,es un codigo ISBN para el libro,El guardián de los recuerdos
9789995304614,es un codigo ISBN de una edicion publicada por,Servilibro
9789996752247,es un codigo ISBN para el libro,Primera pergunta
9789996752247,es un codigo ISBN de una edicion publicada por,United States Government Printing
9789995306458,es un codigo ISBN para el libro,El fin de la memoria
9789995306458,es un codigo ISBN de una edicion publicada por,Servilibro
9789995302481,es un codigo ISBN para el libro,El callejón oscuro
9789995302481,es un codigo ISBN de una edicion publicada por,Servilibro
9789995350918,es un codigo ISBN para el libro,Cenizas de un rencor
9789995350918,es un codigo ISBN de una edicion publicada por,Arandurã
9781508663195,es un codigo ISBN para el libro,Cafe Amargo con Salvia
9781508663195,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9789995301347,es un codigo ISBN para el libro,Ñemitỹ
9789995301347,es un codigo ISBN de una edicion publicada por,Servilibro
9789996752858,es un codigo ISBN para el libro,Más allá del pasado
9789996752858,es un codigo ISBN de una edicion publicada por,Servi Libro
9789996745171,es un codigo ISBN para el libro,El condor sigue volando
9789996745171,es un codigo ISBN de una edicion publicada por,Editorial Quimantú
9789995340414,es un codigo ISBN para el libro,"Paraguay, la cárcel olvidada"
9789995340414,es un codigo ISBN de una edicion publicada por,Undecima edicion
9789995302986,es un codigo ISBN para el libro,La pruebera (Español-Guaraní)
9789995302986,es un codigo ISBN de una edicion publicada por,Servilibro
9789995322588,es un codigo ISBN para el libro,Fecha feliz
9789995322588,es un codigo ISBN de una edicion publicada por,Servilibro
9789996762406,es un codigo ISBN para el libro,Paraguay
9789996762406,es un codigo ISBN de una edicion publicada por,"Mersán Emprendimientos SRL, Terranova Editorial SA"
9789992598405,es un codigo ISBN para el libro,Augusto Roa Bastos
9789992598405,es un codigo ISBN de una edicion publicada por,Servi Libro
9789995304126,es un codigo ISBN para el libro,Tentación de la utopía
9789995304126,es un codigo ISBN de una edicion publicada por,Servilibro
9789992593271,es un codigo ISBN para el libro,La diversidad poética en el Paraguay
9789992593271,es un codigo ISBN de una edicion publicada por,Servilibro
9789995334109,es un codigo ISBN para el libro,La babosa y sus críticos
9789995334109,es un codigo ISBN de una edicion publicada por,Intercontinental Editora
9789992597545,es un codigo ISBN para el libro,El séptimo pétalo del viento
9789992597545,es un codigo ISBN de una edicion publicada por,Servi Libro
9789992592199,es un codigo ISBN para el libro,La rosa azul
9789992592199,es un codigo ISBN de una edicion publicada por,Servilibro
9789992596111,es un codigo ISBN para el libro,Ojo por diente
9789992596111,es un codigo ISBN de una edicion publicada por,ServiLibro
9789995300289,es un codigo ISBN para el libro,Diversidad en la literatura de nuestra América
9789995300289,es un codigo ISBN de una edicion publicada por,Servilibro
9789995301620,es un codigo ISBN para el libro,Concurso de Poesía
9789995301620,es un codigo ISBN de una edicion publicada por,"Cámara Paraguaya de Editores, Libreros y Asociados"
9789995302016,es un codigo ISBN para el libro,"La vida solitaria del Dr. José Gaspar de Francia, dictador del Paraguay"
9789995302016,es un codigo ISBN de una edicion publicada por,SERVILIBRO
9789995303617,es un codigo ISBN para el libro,Historia de la medicina en el Paraguay
9789995303617,es un codigo ISBN de una edicion publicada por,Servilibro
9789992592137,es un codigo ISBN para el libro,Sueño y realidad del oro en el nuevo mundo
9789992592137,es un codigo ISBN de una edicion publicada por,Servi Libro
9789995334314,es un codigo ISBN para el libro,El bandolero
9789995334314,es un codigo ISBN de una edicion publicada por,Criterio Ediciones
9789992590928,es un codigo ISBN para el libro,Los exiliados
9789992590928,es un codigo ISBN de una edicion publicada por,Criterio Ediciones
9789996710056,es un codigo ISBN para el libro,René Dávalos--
9789996710056,es un codigo ISBN de una edicion publicada por,FONDEC
9789992536551,es un codigo ISBN para el libro,Pecados capitales
9789992536551,es un codigo ISBN de una edicion publicada por,El Lector
9789995301521,es un codigo ISBN para el libro,El primo Juan
9789995301521,es un codigo ISBN de una edicion publicada por,Servilibro
9789995305284,es un codigo ISBN para el libro,Obras completas
9789995305284,es un codigo ISBN de una edicion publicada por,ServiLibro
9789992597231,es un codigo ISBN para el libro,Nuestra gente
9789992597231,es un codigo ISBN de una edicion publicada por,El Lector
9789995300821,es un codigo ISBN para el libro,"Primeros poemas, 1945-1948 / Ramiro Domínguez"
9789995300821,es un codigo ISBN de una edicion publicada por,ServiLibro
9789873687747,es un codigo ISBN para el libro,Aura latente
9789873687747,es un codigo ISBN de una edicion publicada por,Tinta Limón Ediciones
9789995379940,es un codigo ISBN para el libro,La invención de la distancia
9789995379940,es un codigo ISBN de una edicion publicada por,AICA
9788494343384,es un codigo ISBN para el libro,Imagen e intemperie
9788494343384,es un codigo ISBN de una edicion publicada por,Clave Intelectual
9789876144858,es un codigo ISBN para el libro,Imagen e intemperie
9789876144858,es un codigo ISBN de una edicion publicada por,Capital Intelectual S.A.
9789995300531,es un codigo ISBN para el libro,Una interpretación de las artes visuales en el Paraguay
9789995300531,es un codigo ISBN de una edicion publicada por,Servilibro
9789995304065,es un codigo ISBN para el libro,La belleza de los otros
9789995304065,es un codigo ISBN de una edicion publicada por,Servilibro
9789568415136,es un codigo ISBN para el libro,El mito del arte y el mito del pueblo
9789568415136,es un codigo ISBN de una edicion publicada por,Ediciones/Metales Pesados
9789996794278,es un codigo ISBN para el libro,El dolor de Barrett
9789996794278,es un codigo ISBN de una edicion publicada por,Servilibro
9789995312534,es un codigo ISBN para el libro,Trilogía teatral sobre la Guerra del 70
9789995312534,es un codigo ISBN de una edicion publicada por,El Lector
9789995310844,es un codigo ISBN para el libro,"La hegemonía colorada, 1947-1954"
9789995310844,es un codigo ISBN de una edicion publicada por,El Lector
9789995304911,es un codigo ISBN para el libro,Un viento negro
9789995304911,es un codigo ISBN de una edicion publicada por,Servilibro
9789995301033,es un codigo ISBN para el libro,¿Qúe hacías aquella noche?
9789995301033,es un codigo ISBN de una edicion publicada por,Servilibro
9798679107052,es un codigo ISBN para el libro,Amor de invierno
9798679107052,es un codigo ISBN de una edicion publicada por,Independently Published
9789992593486,es un codigo ISBN para el libro,Obras teatrales
9789992593486,es un codigo ISBN de una edicion publicada por,El Lector
9789992593493,es un codigo ISBN para el libro,"Cita en el ""San Roque"""
9789992593493,es un codigo ISBN de una edicion publicada por,Amer Society of Civil Engineers
9789996764400,es un codigo ISBN para el libro,Conocimiento y gobierno de José Gaspar de Francia
9789996764400,es un codigo ISBN de una edicion publicada por,Ediciones Cerro Corá
9789995390105,es un codigo ISBN para el libro,Domingos Contigo
9789995390105,es un codigo ISBN de una edicion publicada por,Cardinal FM 92.3
9789996725517,es un codigo ISBN para el libro,Tarde de abril
9789996725517,es un codigo ISBN de una edicion publicada por,Criterio ediciones
9789995334949,es un codigo ISBN para el libro,Dónde estará mi primavera
9789995334949,es un codigo ISBN de una edicion publicada por,Criterio ediciones
9789995300715,es un codigo ISBN para el libro,Recuerdos de gloria
9789995300715,es un codigo ISBN de una edicion publicada por,ServiLibro
9798712292059,es un codigo ISBN para el libro,Media Vida
9798712292059,es un codigo ISBN de una edicion publicada por,Independently Published
9789995335052,es un codigo ISBN para el libro,Nobis
9789995335052,es un codigo ISBN de una edicion publicada por,"FONDEC, Fondo Nacional de la Cultura y las Artes"
9789996737688,es un codigo ISBN para el libro,José María Rivarola Matto
9789996737688,es un codigo ISBN de una edicion publicada por,FONDEC
9789995334574,es un codigo ISBN para el libro,Su Señoría tiene miedo : comedia en tres actos. El sectario
9789995334574,es un codigo ISBN de una edicion publicada por,Criterio Ediciones.
9789992597040,es un codigo ISBN para el libro,El fin de Chipí González
9789992597040,es un codigo ISBN de una edicion publicada por,Criterio Ediciones
9789992560464,es un codigo ISBN para el libro,Follaje en los ojos
9789992560464,es un codigo ISBN de una edicion publicada por,Editorial El Lector
9789996734281,es un codigo ISBN para el libro,"A propósito de la guerra contra el Paraguay por la Confederación Argentina, el Uruguay y el Brasil"
9789996734281,es un codigo ISBN de una edicion publicada por,Alianza Francesa
9789996748165,es un codigo ISBN para el libro,Narciso
9789996748165,es un codigo ISBN de una edicion publicada por,Criterio Ediciones
9789996774317,es un codigo ISBN para el libro,La Guerra del Paraguay en primera persona
