source,relation,target
Porfirio Díaz Machicao,es de nacionalidad,boliviana
Antonio Díaz Villamil,es de nacionalidad,boliviana
Federico Díez de Medina,es de nacionalidad,boliviana
Elías Caurey,es de nacionalidad,boliviana
Elías Caurey,es autor de la obra,Tee reta ñane ñeepe
Elías Caurey,es autor de la obra,Arakuaa jembo
Elías Caurey,es autor de la obra,Nación guaraní
Hernán Ergueta,es de nacionalidad,boliviana
Hernán Ergueta,es autor de la obra,Ritmos Provenientes Del Maqsum
José Luis Exeni,es de nacionalidad,boliviana
José Luis Exeni,es autor de la obra,Nuevo mapa de actores en Bolivia
José Luis Exeni,es autor de la obra,Remando la crisis
José Luis Exeni,es autor de la obra,Mediocracia de alta intensidad
José Fellman,es de nacionalidad,boliviana
Reymi Ferreira,es de nacionalidad,boliviana
Reymi Ferreira,es autor de la obra,Caso Zapata
Reymi Ferreira,es autor de la obra,La historia del Mojón con cara
Enrique Finot,es de nacionalidad,boliviana
Eugen Gomringer,es de nacionalidad,boliviana
Alfonso del Granado,es de nacionalidad,boliviana
Félix del Granado,es de nacionalidad,boliviana
Félix del Granado,es autor de la obra,Discurso de Ingreso en la Academia Boliviana de la Lengua
Félix del Granado,es autor de la obra,Holocuasto a Los Dioses Hambrientos
Félix del Granado,es autor de la obra,Biografía Del Poeta Javier Del Granado
Félix del Granado,es autor de la obra,Notas Biográficas Del Poeta Javier Del Granado
Félix del Granado,es autor de la obra,Biografia Del Poeta Javier Del Granado
Félix del Granado,es autor de la obra,Notas Genealogicas y Biograficas Del Poeta Javier Del Granado
Félix del Granado,es autor de la obra,Notas Genealógicas y Biográficas Del Poeta Javier Del Granado
Francisco María del Granado,es de nacionalidad,boliviana
Javier del Granado,es de nacionalidad,boliviana
Javier del Granado,es autor de la obra,Cochabamba
Fernando Eloy Guachalla,es de nacionalidad,boliviana
Guillermo Ruiz Plaza,es de nacionalidad,boliviana
Guillermo Ruiz Plaza,es autor de la obra,Sombras de verano
Guillermo Ruiz Plaza,es autor de la obra,Los regalos y otros cuentos
Guillermo Ruiz Plaza,es autor de la obra,El tacto y la niebla
Guillermo Ruiz Plaza,es autor de la obra,Vértigos
Guillermo Ruiz Plaza,es autor de la obra,Eduardo Mitre y la generación dispersa
Guillermo Ruiz Plaza,es autor de la obra,La última pieza del puzzle
Sergio Antelo Gutiérrez,es de nacionalidad,boliviana
Sergio Antelo Gutiérrez,es autor de la obra,1877
Rodrigo Hasbún,es de nacionalidad,boliviana
Rodrigo Hasbún,es autor de la obra,15 (cuentos reunidos)
Rodrigo Hasbún,es autor de la obra,Nueve
Rodrigo Hasbún,es autor de la obra,Los días más felices
Rodrigo Hasbún,es autor de la obra,Los afectos
Rodrigo Hasbún,es autor de la obra,El lugar del cuerpo
Rodrigo Hasbún,es autor de la obra,Últimas semanas y otros cuentos
Agustín Iturricha,es de nacionalidad,boliviana
Ricardo Jaimes Freyre,es de nacionalidad,boliviana
Alfredo Jáuregui Rosquellas,es de nacionalidad,boliviana
Hernán Landívar,es de nacionalidad,boliviana
Jesús Lara,es de nacionalidad,boliviana
Juan Claudio Lechín,es de nacionalidad,boliviana
Juan Claudio Lechín,es autor de la obra,La Gula del Picaflor
Guillermo Lora,es de nacionalidad,boliviana
Guillermo Lora,es autor de la obra,Revolución y foquismo
Gabriel Mamani Magne,es de nacionalidad,boliviana
Gabriel Mamani Magne,es autor de la obra,Por ahora soy el invierno
Gabriel Mamani Magne,es autor de la obra,"Seúl, São Paulo"
Gabriel Mamani Magne,es autor de la obra,El rehén
Emilio Martínez Cardona,es de nacionalidad,boliviana
Emilio Martínez Cardona,es autor de la obra,De Orwell a Vargas Llosa
Wilson Mendieta Pacheco,es de nacionalidad,boliviana
Cé Mendizábal,es de nacionalidad,boliviana
Jaime Mendoza,es de nacionalidad,boliviana
Carlos Montenegro,es de nacionalidad,boliviana
Carlos Montenegro,es autor de la obra,Hombres Sin Mujer
Carlos Montenegro,es autor de la obra,Renuevo y Otros Cuentos
Luis Morató,es de nacionalidad,boliviana
Luis Morató,es autor de la obra,Cuentos Tradionales y Cuentos para la Nueva Generación
Luis Morató,es autor de la obra,Historia y Cultura de Los Países Andinos Bolivia / perú / Ecuador
Luis Morató,es autor de la obra,Los Inkas
Gabriel René Moreno,es de nacionalidad,boliviana
Jaime Nisttahuz,es de nacionalidad,boliviana
Jaime Nisttahuz,es autor de la obra,Cuentos desnudos
Jaime Nisttahuz,es autor de la obra,"Desquiciados, maniacos, diferentes"
Ramiro Otero Lugones,es de nacionalidad,boliviana
Ramiro Otero Lugones,es autor de la obra,Modificaciones al Código penal y al Código del procedimiento penal
Raúl Otero Reiche,es de nacionalidad,boliviana
Antonio Paredes Candia,es de nacionalidad,boliviana
Humberto Párraga Chirveches,es de nacionalidad,boliviana
Humberto Párraga Chirveches,es autor de la obra,Soldado Itinerante
Humberto Párraga Chirveches,es autor de la obra,Desde&#327;able Misterio de Los Sue&#327;os
Alberto Paz Soldán,es de nacionalidad,boliviana
Edmundo Paz Soldán,es de nacionalidad,boliviana
Edmundo Paz Soldán,es autor de la obra,Las dos ciudades
Edmundo Paz Soldán,es autor de la obra,Qubit
Edmundo Paz Soldán,es autor de la obra,Billie Ruth
Edmundo Paz Soldán,es autor de la obra,Imágenes del incendio
Edmundo Paz Soldán,es autor de la obra,Se habla español
Edmundo Paz Soldán,es autor de la obra,Amores imperfectos
Edmundo Paz Soldán,es autor de la obra,El delirio de Turing
Edmundo Paz Soldán,es autor de la obra,Los vivos y los muertos
Edmundo Paz Soldán,es autor de la obra,Bolaño salvaje
Edmundo Paz Soldán,es autor de la obra,Las visiones
Edmundo Paz Soldán,es autor de la obra,Bolaño salvaje
Edmundo Paz Soldán,es autor de la obra,Lazos de familia
Edmundo Paz Soldán,es autor de la obra,Río fugitivo
Edmundo Paz Soldán,es autor de la obra,Palacio quemado
Edmundo Paz Soldán,es autor de la obra,Los vivos y los muertos
Edmundo Paz Soldán,es autor de la obra,Río fugitivo
Edmundo Paz Soldán,es autor de la obra,Norte
Edmundo Paz Soldán,es autor de la obra,Norte
Melchor Pinto,es de nacionalidad,boliviana
Juan Pablo Piñeiro,es de nacionalidad,boliviana
Juan Pablo Piñeiro,es autor de la obra,Manubiduyepe
Juan Pablo Piñeiro,es autor de la obra,Serenata cósmica
Juan Pablo Piñeiro,es autor de la obra,Illimani púrpura
Gary Prado Salmón,es de nacionalidad,boliviana
Iván Prado Sejas,es de nacionalidad,boliviana
Iván Prado Sejas,es autor de la obra,Sueños y encanto
Iván Prado Sejas,es autor de la obra,"""Samay Pata"""
Iván Prado Sejas,es autor de la obra,De imposibilidades posibles
Iván Prado Sejas,es autor de la obra,Hananpacha
Iván Prado Sejas,es autor de la obra,Las Remotas edades. I antología de ciencia ficción boliviana
Marcelo Quiroga Santa Cruz,es de nacionalidad,boliviana
Marcelo Quiroga Santa Cruz,es autor de la obra,Un libro para escuchar a Marcelo Quiroga Santa Cruz
Alfredo Rada,es de nacionalidad,boliviana
Fausto Reinaga,es de nacionalidad,boliviana
Fausto Reinaga,es autor de la obra,Obras completas
Fausto Reinaga,es autor de la obra,Indianismos
Fausto Reinaga,es autor de la obra,Mi vida
Gregorio Reynolds,es de nacionalidad,boliviana
José Manuel de la Reza,es de nacionalidad,boliviana
Enrique Rocha Monroy,es de nacionalidad,boliviana
Enrique Rocha Monroy,es autor de la obra,Gardel
Enrique Rocha Monroy,es autor de la obra,Sinfonía Cochabambina
Enrique Rocha Monroy,es autor de la obra,Casa de la vida umbral de la muerte
Enrique Rocha Monroy,es autor de la obra,Trascendencia histórica de la revolución nacional
Enrique Rocha Monroy,es autor de la obra,Contribución histórica a los bicentenarios de Bolivia
Ramón Rocha Monroy,es de nacionalidad,boliviana
Ramón Rocha Monroy,es autor de la obra,La picardía en Cochabamba
Ramón Rocha Monroy,es autor de la obra,Biografías urgentes
Ramón Rocha Monroy,es autor de la obra,Por que seguir creyendo
Ramón Rocha Monroy,es autor de la obra,La cueva y la intemperie
Ramón Rocha Monroy,es autor de la obra,La Sombra del tambor
Ramón Rocha Monroy,es autor de la obra,Consejos para escribir [más] mejor
Ramón Rocha Monroy,es autor de la obra,Jenaro Flores Santos
Ramón Rocha Monroy,es autor de la obra,Todos los cominos conducen aroma
Ramón Rocha Monroy,es autor de la obra,Ladies night
Ramón Rocha Monroy,es autor de la obra,La vida en bicicleta
Carlos Romero Bonifaz,es de nacionalidad,boliviana
Carlos Romero Bonifaz,es autor de la obra,Constituciones comparadas y comentadas
Carlos Salazar Mostajo,es de nacionalidad,boliviana
Carlos Salazar Mostajo,es autor de la obra,Correspondencia 1950-1989
Hugo San Martín,es de nacionalidad,boliviana
Hugo San Martín,es autor de la obra,Guerra Híbrida Rusa Sobre Occidente
Daniel Sánchez Bustamante,es de nacionalidad,boliviana
Mauricio Patzy,es de nacionalidad,boliviana
Mauricio Patzy,es autor de la obra,La ópera chola
José Santos Machicado,es de nacionalidad,boliviana
Carlos Serrate,es de nacionalidad,boliviana
Carlos Serrate,es autor de la obra,Arlequine
Pedro Shimose,es de nacionalidad,boliviana
Pedro Shimose,es autor de la obra,"Pedro Shimose, antología para jóvenes"
Jorge Siles Salinas,es de nacionalidad,boliviana
Jorge Siles Salinas,es autor de la obra,Textos clásicos para la historia de Bolivia
Jorge Siles Salinas,es autor de la obra,"Si, el mar"
Palmiro Soria,es de nacionalidad,boliviana
Gastón Suárez,es de nacionalidad,boliviana
Franz Tamayo,es de nacionalidad,boliviana
Marcelo Terceros Banzer,es de nacionalidad,boliviana
Tomás O'Connor d'Arlach,es de nacionalidad,boliviana
Fernando Untoja,es de nacionalidad,boliviana
Rodrigo Urquiola Flores,es de nacionalidad,boliviana
Rodrigo Urquiola Flores,es autor de la obra,Reconstrucción
Rodrigo Urquiola Flores,es autor de la obra,Mariposa nocturna y otros cuentos
Jesús Urzagasti,es de nacionalidad,boliviana
Manuel Vargas,es de nacionalidad,boliviana
Ignacio Vera de Rada,es de nacionalidad,boliviana
Ignacio Vera de Rada,es autor de la obra,La novela del dictador
Alberto de Villegas,es de nacionalidad,boliviana
Guillermo Viscarra Fabre,es de nacionalidad,boliviana
Víctor Hugo Viscarra,es de nacionalidad,boliviana
Víctor Hugo Viscarra,es autor de la obra,Ch'aqui fulero
Adela Zamudio,es de nacionalidad,boliviana
Adela Zamudio,es autor de la obra,Poemas
Adela Zamudio,es autor de la obra,Poesía
Adela Zamudio,es autor de la obra,Cuentos
Alcides Arguedas,es de nacionalidad,boliviana
Alcides Arguedas,es autor de la obra,Raza De Bronce
Blanca Wiethüchter,es de nacionalidad,boliviana
Blanca Wiethüchter,es autor de la obra,El festín de la flama
Blanca Wiethüchter,es autor de la obra,Angeles del miedo
Giovanna Rivero,es de nacionalidad,boliviana
Giovanna Rivero,es autor de la obra,Nuevas rutas
Giovanna Rivero,es autor de la obra,Niñas y detectives y otros cuentos con sangre dulce
Giovanna Rivero,es autor de la obra,Tukzon
Hilda Mundy,es de nacionalidad,boliviana
Hilda Mundy,es autor de la obra,Obra reunida
Jaime Saenz,es de nacionalidad,boliviana
Jaime Saenz,es autor de la obra,El escalpelo ; Aniversario de una visión ; Visitante profundo ; El frío
Liliana Colanzi,es de nacionalidad,boliviana
Magela Baudoin,es de nacionalidad,boliviana
Magela Baudoin,es autor de la obra,El sonido de la h
Magela Baudoin,es autor de la obra,La misma terca sílaba de sangre
Magela Baudoin,es autor de la obra,Vendrá la muerte y tendrá tus ojos
Magela Baudoin,es autor de la obra,La composición de la sal
Magela Baudoin,es autor de la obra,Mujeres de costado
Matilde Casazola,es de nacionalidad,boliviana
Matilde Casazola,es autor de la obra,Los ojos abiertos
Oscar Cerruto,es de nacionalidad,boliviana
Oscar Cerruto,es autor de la obra,"Artículos, crítica, apuntes"
Oscar Cerruto,es autor de la obra,La muerte mágica y otros relatos
Oscar Cerruto,es autor de la obra,Aluvion de fuego (Letras fundacionales)
Oscar Cerruto,es autor de la obra,Cerco de penumbras (Letras fundacionales)
Oscar Cerruto,es autor de la obra,El Circulo
René Bascopé Aspiazu,es de nacionalidad,boliviana
Víctor Montoya,es de nacionalidad,boliviana
Víctor Montoya,es autor de la obra,La señora de la conquista
Víctor Montoya,es autor de la obra,Microficciones
Víctor Montoya,es autor de la obra,Retratos
Víctor Montoya,es autor de la obra,Cuentos en el exilio
9789995412821,es un codigo ISBN para el libro,Juan de la Rosa
9789995412821,es un codigo ISBN de una edicion publicada por,Plural Editores
9789995474966,es un codigo ISBN para el libro,El amor según
9789995474966,es un codigo ISBN de una edicion publicada por,El Cuervo Editorial
9789995414511,es un codigo ISBN para el libro,Atrevámonos a ser bolivianos
9789995414511,es un codigo ISBN de una edicion publicada por,Plural editores
9789995417307,es un codigo ISBN para el libro,Por la libertad y la cultura
9789995417307,es un codigo ISBN de una edicion publicada por,Plural editores
9789917605812,es un codigo ISBN para el libro,Cecilio Guzmán de Rojas
9789917605812,es un codigo ISBN de una edicion publicada por,Plural Editores
9789995497385,es un codigo ISBN para el libro,Pando y la Amazonia boliviana
9789995497385,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789995497378,es un codigo ISBN para el libro,Beni - Moxos
9789995497378,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789995497392,es un codigo ISBN para el libro,Tarija
9789995497392,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789995480387,es un codigo ISBN para el libro,"Busch, la flecha incendiaria"
9789995480387,es un codigo ISBN de una edicion publicada por,"Universidad Autónoma Grabriel René Moreno, Editorial e Imprenta Universitaria"
9789995469399,es un codigo ISBN para el libro,Cochabamba
9789995469399,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789990579673,es un codigo ISBN para el libro,La ciudad de Potosí vista por viajeros y autores nacionales del siglo XVI al XXI
9789990579673,es un codigo ISBN de una edicion publicada por,Casa Nacional de Moneda
9789995469184,es un codigo ISBN para el libro,Biografía del Palacio Quemado
9789995469184,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789995497002,es un codigo ISBN para el libro,La ciudad de Sucre
9789995497002,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789995497361,es un codigo ISBN para el libro,Oruro
9789995497361,es un codigo ISBN de una edicion publicada por,Grupo Editorial Kipus
9789978551202,es un codigo ISBN para el libro,"Comunicación, política y desarrollo"
9789978551202,es un codigo ISBN de una edicion publicada por,Ediciones CIESPAL
9788415117278,es un codigo ISBN para el libro,"Comunicología de la liberación, desarrollismo y políticas públicas"
9788415117278,es un codigo ISBN de una edicion publicada por,"Laboratorio de Comunicación y Cultura, COMandalucía, Universidad de Málaga"
9789990562149,es un codigo ISBN para el libro,Investigación sobre comunicación en Latinoamérica
9789990562149,es un codigo ISBN de una edicion publicada por,Plural Editores
9789995478209,es un codigo ISBN para el libro,Mis primeros 25 años
9789995478209,es un codigo ISBN de una edicion publicada por,Editorial de la Buena Memoria
9789997458483,es un codigo ISBN para el libro,Telón lento
9789997458483,es un codigo ISBN de una edicion publicada por,Editorial La Mariposa Mundial
9789917987482,es un codigo ISBN para el libro,"Ventura, aventura y desventura de Raúl Botelho Gosálvez"
9789917987482,es un codigo ISBN de una edicion publicada por,Plural Editores
9789561704275,es un codigo ISBN para el libro,"Chile-Bolivia, Bolivia-Chile, 1820-1930"
9789561704275,es un codigo ISBN de una edicion publicada por,Ediciones Universitarias de Valparaíso
9789995449018,es un codigo ISBN para el libro,Entrada Folklórica Universitaria
9789995449018,es un codigo ISBN de una edicion publicada por,IEB Instituto de Estudios Bolivianos
9789996749148,es un codigo ISBN para el libro,La agroecología
9789996749148,es un codigo ISBN de una edicion publicada por,SER
9781478349631,es un codigo ISBN para el libro,Fin de Las Multinacionales
9781478349631,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781944407919,es un codigo ISBN para el libro,Sino Peripatético
9781944407919,es un codigo ISBN de una edicion publicada por,"Sudaquia Group, LLC"
9783668720763,es un codigo ISBN para el libro,Competencia Interpretativa en Los Intérpretes No Profesionales en Contextos Cristianos en Lima Metropolitana
9783668720763,es un codigo ISBN de una edicion publicada por,GRIN Verlag GmbH
9781644730775,es un codigo ISBN para el libro,Joven para Siempre - Descubre la Llame Del Antienvejecimiento 
9781644730775,es un codigo ISBN de una edicion publicada por,Penguin Random House Grupo Editorial (USA) LLC
9789995410889,es un codigo ISBN para el libro,Los diez mejores cuentos de la literatura boliviana
9789995410889,es un codigo ISBN de una edicion publicada por,Plural editores
9789508601940,es un codigo ISBN para el libro,Bolivia
9789508601940,es un codigo ISBN de una edicion publicada por,Ediciones Instituto Movilizador de Fondos Cooperativos
9789974774322,es un codigo ISBN para el libro,Sangre de mestizos
9789974774322,es un codigo ISBN de una edicion publicada por,Capibara Editorial
9789995418212,es un codigo ISBN para el libro,Primer salida
9789995418212,es un codigo ISBN de una edicion publicada por,Plural editores
9789917605713,es un codigo ISBN para el libro,Para alguna vez cuando oscurece
9789917605713,es un codigo ISBN de una edicion publicada por,Plural Editores
9781452326191,es un codigo ISBN para el libro,Helechos
9781452326191,es un codigo ISBN de una edicion publicada por,Smashwords
9781530218615,es un codigo ISBN para el libro,Notas Económicas con Julio Díaz
9781530218615,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9789995488734,es un codigo ISBN para el libro,Tee reta ñane ñeepe
9789995488734,es un codigo ISBN de una edicion publicada por,Fundación Xavier Albó
9789997445339,es un codigo ISBN para el libro,Arakuaa jembo
9789997445339,es un codigo ISBN de una edicion publicada por,[publisher not identified]
9789995425180,es un codigo ISBN para el libro,Nación guaraní
9789995425180,es un codigo ISBN de una edicion publicada por,Territorio Guaraní
9781483592619,es un codigo ISBN para el libro,Ritmos Provenientes Del Maqsum
9781483592619,es un codigo ISBN de una edicion publicada por,BookBaby
9789917300076,es un codigo ISBN para el libro,Nuevo mapa de actores en Bolivia
9789917300076,es un codigo ISBN de una edicion publicada por,Friedrich Ebert Stiftung
9789917605133,es un codigo ISBN para el libro,Remando la crisis
9789917605133,es un codigo ISBN de una edicion publicada por,Friedrich-Ebert-Stiftung en Bolivia (FES Bolivia)
9789186565039,es un codigo ISBN para el libro,Mediocracia de alta intensidad
9789186565039,es un codigo ISBN de una edicion publicada por,"IDEA, International Institute for Democracy and Electoral Assistance (IDEA)"
9789997452375,es un codigo ISBN para el libro,Caso Zapata
9789997452375,es un codigo ISBN de una edicion publicada por,Editorial El País
9789997452801,es un codigo ISBN para el libro,La historia del Mojón con cara
9789997452801,es un codigo ISBN de una edicion publicada por,Editorial El País
9781548979676,es un codigo ISBN para el libro,Discurso de Ingreso en la Academia Boliviana de la Lengua
9781548979676,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781514311196,es un codigo ISBN para el libro,Holocuasto a Los Dioses Hambrientos
9781514311196,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781477601877,es un codigo ISBN para el libro,Biografía Del Poeta Javier Del Granado
9781477601877,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781477601259,es un codigo ISBN para el libro,Biografía Del Poeta Javier Del Granado
9781477601259,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781477601471,es un codigo ISBN para el libro,Notas Biográficas Del Poeta Javier Del Granado
9781477601471,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781479388110,es un codigo ISBN para el libro,Biografia Del Poeta Javier Del Granado
9781479388110,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781479292646,es un codigo ISBN para el libro,Notas Genealogicas y Biograficas Del Poeta Javier Del Granado
9781479292646,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781477570074,es un codigo ISBN para el libro,Notas Genealógicas y Biográficas Del Poeta Javier Del Granado
9781477570074,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781479366149,es un codigo ISBN para el libro,Cochabamba
9781479366149,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9789997488596,es un codigo ISBN para el libro,Sombras de verano
9789997488596,es un codigo ISBN de una edicion publicada por,Editorial 3600
9789997483287,es un codigo ISBN para el libro,Los regalos y otros cuentos
9789997483287,es un codigo ISBN de una edicion publicada por,Nuevo Milenio Editorial
9789997488589,es un codigo ISBN para el libro,El tacto y la niebla
9789997488589,es un codigo ISBN de una edicion publicada por,Editorial 3600
9789995486433,es un codigo ISBN para el libro,Vértigos
9789995486433,es un codigo ISBN de una edicion publicada por,Smith
9789995493271,es un codigo ISBN para el libro,Eduardo Mitre y la generación dispersa
9789995493271,es un codigo ISBN de una edicion publicada por,Gente Común
9789995486815,es un codigo ISBN para el libro,La última pieza del puzzle
9789995486815,es un codigo ISBN de una edicion publicada por,Fondo Editorial del Gobierno Municipal de Santa Cruz de la Sierra
9789997430762,es un codigo ISBN para el libro,1877
9789997430762,es un codigo ISBN de una edicion publicada por,Editorial El País
9789917606055,es un codigo ISBN para el libro,15 (cuentos reunidos)
9789917606055,es un codigo ISBN de una edicion publicada por,Editorial El Cuervo
9788494262241,es un codigo ISBN para el libro,Nueve
9788494262241,es un codigo ISBN de una edicion publicada por,Editorial Demipage
9788492723966,es un codigo ISBN para el libro,Los días más felices
9788492723966,es un codigo ISBN de una edicion publicada por,Duomo
9788439730637,es un codigo ISBN para el libro,Los afectos
9788439730637,es un codigo ISBN de una edicion publicada por,Random House
9789995471460,es un codigo ISBN para el libro,El lugar del cuerpo
9789995471460,es un codigo ISBN de una edicion publicada por,Santillana de Ediciones S.A.
9789997499431,es un codigo ISBN para el libro,El lugar del cuerpo
9789997499431,es un codigo ISBN de una edicion publicada por,El Cuervo
9788415677376,es un codigo ISBN para el libro,El lugar del cuerpo
9788415677376,es un codigo ISBN de una edicion publicada por,Libervox
9789995452254,es un codigo ISBN para el libro,Últimas semanas y otros cuentos
9789995452254,es un codigo ISBN de una edicion publicada por,Editorial Gente Común
9789870404453,es un codigo ISBN para el libro,La Gula del Picaflor
9789870404453,es un codigo ISBN de una edicion publicada por,Alfaguara
9789990522877,es un codigo ISBN para el libro,La Gula del Picaflor
9789990522877,es un codigo ISBN de una edicion publicada por,Alfaguara
9789871421510,es un codigo ISBN para el libro,Revolución y foquismo
9789871421510,es un codigo ISBN de una edicion publicada por,Ediciones ryr
9789997435484,es un codigo ISBN para el libro,Por ahora soy el invierno
9789997435484,es un codigo ISBN de una edicion publicada por,Editorial 3600
9789997416377,es un codigo ISBN para el libro,"Seúl, São Paulo"
9789997416377,es un codigo ISBN de una edicion publicada por,Editorial 3600
9789997420152,es un codigo ISBN para el libro,El rehén
9789997420152,es un codigo ISBN de una edicion publicada por,Dum Dum Editora
9781517195885,es un codigo ISBN para el libro,De Orwell a Vargas Llosa
9781517195885,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781502498090,es un codigo ISBN para el libro,Hombres Sin Mujer
9781502498090,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9788499530321,es un codigo ISBN para el libro,Renuevo y Otros Cuentos
9788499530321,es un codigo ISBN de una edicion publicada por,"Linkgua Ediciones, S.L."
9788499530314,es un codigo ISBN para el libro,Renuevo y Otros Cuentos
9788499530314,es un codigo ISBN de una edicion publicada por,"Linkgua Ediciones, S.L."
9781724370747,es un codigo ISBN para el libro,Cuentos Tradionales y Cuentos para la Nueva Generación
9781724370747,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781723097157,es un codigo ISBN para el libro,Historia y Cultura de Los Países Andinos Bolivia / perú / Ecuador
9781723097157,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9780615769189,es un codigo ISBN para el libro,Los Inkas
9780615769189,es un codigo ISBN de una edicion publicada por,Burning Bulb Publishing
9789990598209,es un codigo ISBN para el libro,Cuentos desnudos
9789990598209,es un codigo ISBN de una edicion publicada por,Editorial Correveidile
