source,relation,target
Osvaldo Aguirre,es autor de la obra,Campo Albornoz
Cristian Alarcón Casanova,es de nacionalidad,argentina
Cristian Alarcón Casanova,es autor de la obra,Tercer paraíso (Premio Alfaguara 2022) / the Third Paradise
Daniel Alcoba,es de nacionalidad,argentina
Daniel Alcoba,es autor de la obra,El lector del diablo (Coleccion Huella de sangre)
Pedro Salvador Alé,es de nacionalidad,argentina
Jorge Altamira,es de nacionalidad,argentina
Jorge Altamira,es autor de la obra,No fue un martes negro más
Jorge Altamira,es autor de la obra,El ascenso de la izquierda
Jorge Altamira,es autor de la obra,"El The Argentinazo, El Presente Como Historia"
Rodolfo A. Álvarez,es de nacionalidad,argentina
Mario Amadeo,es de nacionalidad,argentina
José Amícola,es de nacionalidad,argentina
José Amícola,es autor de la obra,Una erótica sangrienta
José Amícola,es autor de la obra,Estéticas bastardas
José Amícola,es autor de la obra,Un corte de género
José Amícola,es autor de la obra,La teoría literaria hoy
Nimio de Anquín,es de nacionalidad,argentina
Julio Ardiles Gray,es de nacionalidad,argentina
Julio Ardiles Gray,es autor de la obra,Panorama de la narrativa tucumana
Julio Ardiles Gray,es autor de la obra,Delirios Y Quimeras - Teatro (1979 - 1992)
Lucas Braulio Areco,es de nacionalidad,argentina
Antonio Argerich,es de nacionalidad,argentina
Antonio Argerich,es autor de la obra,Inocentes
Antonio Argerich,es autor de la obra,¿Inocentes o Culpables?
Horacio Armani,es de nacionalidad,argentina
Horacio Armani,es autor de la obra,Aventuras de la palabra
Horacio Armani,es autor de la obra,Por amor al maestro
Horacio Armani,es autor de la obra,Antología de poesía italiana contemporánea
Horacio Armani,es autor de la obra,Antologia De Poesia Italiana Contemporanea (Ediciones Varias)
Horacio Armani,es autor de la obra,El sueño de la poesía
Horacio Armani,es autor de la obra,La Poesia Que Queda
Horacio Armani,es autor de la obra,Veneno Lento / Slow Poison
Francisco Arrúa,es de nacionalidad,argentina
Carlos Astrada,es de nacionalidad,argentina
Carlos Astrada,es autor de la obra,Tierra y figura
Carlos Astrada,es autor de la obra,Sociología de la guerra y filosofía de la paz
Carlos Astrada,es autor de la obra,Escritos escogidos
Carlos Astrada,es autor de la obra,Hacia la revolución
Carlos Astrada,es autor de la obra,Martin Heidegger
Carlos Astrada,es autor de la obra,Metafísica de la pampa
Carlos Astrada,es autor de la obra,El Mito Gaucho
Laura Ávila,es de nacionalidad,argentina
Laura Ávila,es autor de la obra,La sociedad secreta de las hermanas Matanza
Adriana Ballesteros,es de nacionalidad,argentina
Adriana Ballesteros,es autor de la obra,Zapatos rojos de charol
Adriana Ballesteros,es autor de la obra,EL MÃGICO MUNDO DE LAS HADAS
Adriana Ballesteros,es autor de la obra,Multicuentos de Colores
Adriana Ballesteros,es autor de la obra,Multicuentos de Colores - Leyendas Argentinas
Adriana Ballesteros,es autor de la obra,Multicuentos de Colores Maravillosos - Para Los Mas Chiquitos
Adriana Ballesteros,es autor de la obra,Multicuentos de Colores - Para Los Mas Chicos
Vicente Barbieri,es de nacionalidad,argentina
Vicente Barbieri,es autor de la obra,El Libro de Las Mil Cosas
Vicente Barbieri,es autor de la obra,Obra Poetica - Barbieri
Pedro Luis Barcia,es de nacionalidad,argentina
Pedro Luis Barcia,es autor de la obra,Crítica Literaria
Pedro Luis Barcia,es autor de la obra,Estudios Esotéricos
Pedro Luis Barcia,es autor de la obra,Marechal
Pedro Luis Barcia,es autor de la obra,Narrativa Policial Argentina
Pedro Luis Barcia,es autor de la obra,Lengua Que Hablamos
Pedro Luis Barcia,es autor de la obra,Cuentos Desconocidos
Pedro Luis Barcia,es autor de la obra,Colección de Poesías Patrióticas : (inédito De 1826)
Pedro Luis Barcia,es autor de la obra,Ensayos Sobre Estética y Poética
Pedro Luis Barcia,es autor de la obra,Rescate de Náufragos I
Pedro Luis Barcia,es autor de la obra,Cancionero de las invasiones inglesas
Pedro Luis Barcia,es autor de la obra,Pedro Henríquez Ureña y la Argentina
Pedro Luis Barcia,es autor de la obra,Ideario de San Martín
Pedro Luis Barcia,es autor de la obra,Poesías desconocidas de la independencia argentina
Pedro Luis Barcia,es autor de la obra,La literatura antártica argentina
Pedro Luis Barcia,es autor de la obra,Misión Del Escritor - el Ideal Caballeresco
Pedro Luis Barcia,es autor de la obra,inédito N° 46-47 de Martín Fierro de Homenaje a Güiraldes
Pedro Luis Barcia,es autor de la obra,Elogios
Pedro Luis Barcia,es autor de la obra,La Biblioteca popular de Buenos Aires (1878-1883)
Pedro Luis Barcia,es autor de la obra,"Hacia un Diccionario de Gentilicios Argentinos, DiGA"
Pedro Luis Barcia,es autor de la obra,Homenaje a Larreta en el centenario de La gloria de don Ramiro (1908-2008)
Pedro Luis Barcia,es autor de la obra,Diccionario fraseológico del habla argentina
Pedro Luis Barcia,es autor de la obra,Elaboracion del Proyecto Educativo Institucional
Pedro Luis Barcia,es autor de la obra,Historia de La Historiografia Literaria Argentina
Pedro Luis Barcia,es autor de la obra,Léxico del mate
Pedro Luis Barcia,es autor de la obra,Un inédito diccionario de argentinismos del siglo XIX
Leónidas Barletta,es de nacionalidad,argentina
Tomás Barna,es de nacionalidad,argentina
Tomás Barna,es autor de la obra,Buceo excitante en las entrañas del tango
Tomás Barna,es autor de la obra,Amor y plenitud en el absurdo viaje hacia la muerte
Tomás Barna,es autor de la obra,"Voces interiores, meditaciones, reminiscencias"
Tomás Barna,es autor de la obra,Amor y tango en púrpura y azul
Tomás Barna,es autor de la obra,Amor
Tomás Barna,es autor de la obra,"Exploraciones, embriagueces, éxtasis"
Tomás Barna,es autor de la obra,Los intensos goces de la escritura
Tomás Barna,es autor de la obra,"Prodigios, exaltaciones y gozos"
Jorge Barón Biza,es de nacionalidad,argentina
Raúl Barón Biza,es de nacionalidad,argentina
Jorge Barraza,es de nacionalidad,argentina
Jorge Barraza,es autor de la obra,Fútbol de ayer y de hoy
Yerahmiel Barylka,es de nacionalidad,argentina
Vicente Battista,es de nacionalidad,argentina
Vicente Battista,es autor de la obra,Crimenes de arena
Vicente Battista,es autor de la obra,"Walsh, 1957"
Vicente Battista,es autor de la obra,Ojos que no ven
Vicente Battista,es autor de la obra,Enlaces y cabos sueltos
Vicente Battista,es autor de la obra,Cuaderno del ausente
Vicente Battista,es autor de la obra,Lo Mejor de Los Mejores
Vicente Battista,es autor de la obra,Antología personal
Ángel J. Battistessa,es de nacionalidad,argentina
Eduardo Belgrano Rawson,es de nacionalidad,argentina
Eduardo Belgrano Rawson,es autor de la obra,Ver para leer
Eduardo Belgrano Rawson,es autor de la obra,El sermón de La Victoria
Eduardo Belgrano Rawson,es autor de la obra,Vamos fusilando mientras llega la orden
Eduardo Belgrano Rawson,es autor de la obra,El Mundo Se Derrumba y Nosotros Nos Enamoramos
Eduardo Belgrano Rawson,es autor de la obra,Fuegia - En Los Confines del Mundo
Eduardo Belgrano Rawson,es autor de la obra,No Se Turbe Vuestro Corazon
Eduardo Belgrano Rawson,es autor de la obra,Noticias Secretas de America - Nueva Edicion
Eduardo Belgrano Rawson,es autor de la obra,Fuegia
Eduardo Belgrano Rawson,es autor de la obra,Noticias secretas de América
Eduardo Belgrano Rawson,es autor de la obra,El Naufrago de Las Estrellas
Rodolfo Bellani,es de nacionalidad,argentina
León Benarós,es de nacionalidad,argentina
León Benarós,es autor de la obra,Romances de pueblo
León Benarós,es autor de la obra,Eduardo Falú
Salvador Benesdra,es de nacionalidad,argentina
Emilia Bertolé,es de nacionalidad,argentina
Emilia Bertolé,es autor de la obra,Emilia Bertolé
Claudio Bertonatti,es de nacionalidad,argentina
Claudio Bertonatti,es autor de la obra,Ballenas
Claudio Bertonatti,es autor de la obra,Monos
Claudio Bertonatti,es autor de la obra,Murcielagos
Santiago Bilinkis,es de nacionalidad,argentina
Santiago Bilinkis,es autor de la obra,Artificial
Isidoro Blaisten,es de nacionalidad,argentina
Isidoro Blaisten,es autor de la obra,Sucedió en la lluvia
Isidoro Blaisten,es autor de la obra,Cuando Eramos Felices
Isidoro Blaisten,es autor de la obra,Cuentos Completos
Isidoro Blaisten,es autor de la obra,Dublin Al Sur y Otros Relatos
Isidoro Blaisten,es autor de la obra,Cuentos Anteriores
Paula Bombara,es de nacionalidad,argentina
Paula Bombara,es autor de la obra,?Quieres saber qué son las células?
Paula Bombara,es autor de la obra,Eleodoro
Paula Bombara,es autor de la obra,El Mar y la Serpiente/ The Sea and the Snake (Zona Libre/ Free Zone)
Paula Bombara,es autor de la obra,La Cuarta Pata
Paula Bombara,es autor de la obra,Queres Saber Que Son Las Proteinas?
Ángel Bonomini,es de nacionalidad,argentina
Ángel Bonomini,es autor de la obra,Historias Secretas
Mateo Booz,es de nacionalidad,argentina
Mateo Booz,es autor de la obra,La ciudad cambió la voz
Mateo Booz,es autor de la obra,El Cambaranga
Gonzalo Bosch,es de nacionalidad,argentina
Rodolfo Braceli,es de nacionalidad,argentina
Rodolfo Braceli,es autor de la obra,Cuerpos abrasados
Rodolfo Braceli,es autor de la obra,Bocca
Rodolfo Braceli,es autor de la obra,Argentinos En La Cornisa
Rodolfo Braceli,es autor de la obra,Borges-Bioy
Rodolfo Braceli,es autor de la obra,El ultimo padre / The Last Father
Rodolfo Braceli,es autor de la obra,"Fontanarrosa,entregate"
Alberto Buela,es de nacionalidad,argentina
Graciela Cabal,es de nacionalidad,argentina
Graciela Cabal,es autor de la obra,Miedo
Graciela Cabal,es autor de la obra,Las vacaciones de Tomasito
Graciela Cabal,es autor de la obra,Cosquillas en el ombligo
Graciela Cabal,es autor de la obra,La cenizas de papá
Graciela Cabal,es autor de la obra,Las Rositas
Graciela Cabal,es autor de la obra,Miedo
Graciela Cabal,es autor de la obra,"Rositas, Las"
Graciela Cabal,es autor de la obra,Secretos de familia
Graciela Cabal,es autor de la obra,Toby (Torre de Papel)
Max Cachimba,es de nacionalidad,argentina
Max Cachimba,es autor de la obra,Humor Idiota
Ricardo Caillet-Bois,es de nacionalidad,argentina
Matías Calandrelli,es de nacionalidad,argentina
Matías Calandrelli,es autor de la obra,Diccionario Filológico-Comparado de la Lengua Castellana; 4
Daniel Calmels,es de nacionalidad,argentina
Daniel Calmels,es autor de la obra,Cuerpo Cuenta
Daniel Calmels,es autor de la obra,Cuerpo y Saber
Daniel Calmels,es autor de la obra,El Libro de Los Pies
Daniel Calmels,es autor de la obra,Espacio Habitado
Daniel Calmels,es autor de la obra,Espacio Habitado - Psicomotricidad
Daniel Calmels,es autor de la obra,Juegos de Crianza
Daniel Calmels,es autor de la obra,El Cuerpo En La Escritura
Daniel Calmels,es autor de la obra,Marea En Las Manos
Daniel Calmels,es autor de la obra,Que Es La Psicomotricidad?
Arturo Cancela,es de nacionalidad,argentina
Arturo Cancela,es autor de la obra,Historia funambulesca del profesor Landormy
Alberto María Candioti,es de nacionalidad,argentina
Arturo Capdevila,es de nacionalidad,argentina
Arturo Capdevila,es autor de la obra,Arturo Capdevila
Arturo Capdevila,es autor de la obra,"Cuando Un Bosque Se Quema - Nene, Nena y Guau"
Arturo Capdevila,es autor de la obra,"Cuando Un Bosque Se Quema - Nene, Nena y Guau (Paco Capd-Vila)"
Leonardo Castellani,es de nacionalidad,argentina
Leonardo Castellani,es autor de la obra,Freud
Leonardo Castellani,es autor de la obra,Camperas
Leonardo Castellani,es autor de la obra,Cristo vuelve o no vuelve?
Leonardo Castellani,es autor de la obra,Pluma en ristre
Leonardo Castellani,es autor de la obra,El apokalipsis de San Juan
Ernesto L. Castro,es de nacionalidad,argentina
Mariano Caucino,es de nacionalidad,argentina
Mariano Caucino,es autor de la obra,Rusia Actor Global
Andrés Chabrillón,es de nacionalidad,argentina
Atilio Chiappori,es de nacionalidad,argentina
Florencio Chiarello,es de nacionalidad,argentina
Osiris Chierico,es de nacionalidad,argentina
Marcelo Cohen,es de nacionalidad,argentina
Marcelo Cohen,es autor de la obra,El fin de lo mismo
Marcelo Cohen,es autor de la obra,Relatos reunidos
Marcelo Cohen,es autor de la obra,Música prosaica (cuatro piezas sobre traducción)
Marcelo Cohen,es autor de la obra,Algo más
Marcelo Cohen,es autor de la obra,Jorge Miño
Marcelo Cohen,es autor de la obra,Riplay
Marcelo Cohen,es autor de la obra,El Oido Absoluto
Marcelo Cohen,es autor de la obra,El Pais de La Dama Electrica
Marcelo Cohen,es autor de la obra,El Testamento de O'Jaral (Alianza Literatura)
Marcelo Cohen,es autor de la obra,Impureza
Marcelo Cohen,es autor de la obra,Inolvidables Veladas
Marcelo Cohen,es autor de la obra,La Solucion Parcial/ the Partial Solution (Voces/ Literatura)
Marcelo Cohen,es autor de la obra,Realmente Fantastico! y Otros Ensayos
Marcelo Cohen,es autor de la obra,"Sitio de Kelany, El"
Marcelo Cohen,es autor de la obra,Buda
Marcelo Cohen,es autor de la obra,Hombres Amables
Marcelo Cohen,es autor de la obra,Casa de Ottro
Marcelo Cohen,es autor de la obra,Balada
Daniel Colombo,es de nacionalidad,argentina
Daniel Colombo,es autor de la obra,Abrir caminos
Daniel Colombo,es autor de la obra,Historias Que Hacen Bien/ Stories That Inspire
Félix Coluccio,es de nacionalidad,argentina
Félix Coluccio,es autor de la obra,Diccionario de juegos infantiles latinoamericanos
Julio Cortázar,es de nacionalidad,argentina
Julio Cortázar,es autor de la obra,'La cita' y otros cuentos de mujeres infieles
Julio Cortázar,es autor de la obra,Relatos del Rio de la Plata. Incluye CD con la lectura de los relatos (Spanish Edition)
Julio Cortázar,es autor de la obra,Rêves et réalités / Sueños y realidades
Julio Cortázar,es autor de la obra,Perseguidor
Julio Cortázar,es autor de la obra,Otra Orilla
Julio Cortázar,es autor de la obra,Los Crímenes de la Rue Morgue
Julio Cortázar,es autor de la obra,Las Aventuras de Arthur Gordon Pym
Julio Cortázar,es autor de la obra,Carta Robada
Julio Cortázar,es autor de la obra,Los Crímenes de la Calle Morgue
Julio Cortázar,es autor de la obra,Misterio de Marie Roget
Julio Cortázar,es autor de la obra,Cuentos
Julio Cortázar,es autor de la obra,Barril de Amontillado
Julio Cortázar,es autor de la obra,Cómo Escribir Cuentos
Roberto Cortés Conde,es de nacionalidad,argentina
Roberto Cortés Conde,es autor de la obra,Progreso Y Declinacion De LA Economia Argentina
Dardo Cúneo,es de nacionalidad,argentina
Florian Czarnyszewicz,es de nacionalidad,argentina
Gabriela Dalla-Corte,es de nacionalidad,argentina
Gabriela Dalla-Corte,es autor de la obra,Empresas y tierras de Carlos Casado en el Chaco Paraguayo
Gabriela Dalla-Corte,es autor de la obra,La conquista y ocupación de la frontera del Chaco entre Paraguay y Argentina
Gabriela Dalla-Corte,es autor de la obra,"Mocovíes, franciscanos y colonos de la zona chaqueña de Santa Fe, 1850-2011"
Gabriela Dalla-Corte,es autor de la obra,Lealtades firmes
Gabriela Dalla-Corte,es autor de la obra,La Guerra del Chaco
Gabriela Dalla-Corte,es autor de la obra,Carlos de Sanctis
Gabriela Dalla-Corte,es autor de la obra,San Francisco de Asís del Laishí
Gabriela Dalla-Corte,es autor de la obra,Casa de América de Barcelona (1911-1947)
Gabriela Dalla-Corte,es autor de la obra,Mujeres Argentinas/argentinian's Women
Juan Damonte,es de nacionalidad,argentina
Eduardo D'Anna,es de nacionalidad,argentina
Eduardo D'Anna,es autor de la obra,La literatura de Santa Fe
Eduardo D'Anna,es autor de la obra,Nadie cerca o lejos
Eduardo D'Anna,es autor de la obra,Zoológicos
Hugo del Rosso,es de nacionalidad,argentina
Josefina Delgado,es de nacionalidad,argentina
Josefina Delgado,es autor de la obra,Niní Marshall
Josefina Delgado,es autor de la obra,Juan Manuel Fangio
Josefina Delgado,es autor de la obra,Florentino Ameghino
Josefina Delgado,es autor de la obra,Victoria Ocampo
Josefina Delgado,es autor de la obra,Jorge Luis Borges
Josefina Delgado,es autor de la obra,Memorias imperfectas
Josefina Delgado,es autor de la obra,Lola Mora
Josefina Delgado,es autor de la obra,Astor Piazzolla
Josefina Delgado,es autor de la obra,"Tita Merello, la morocha argentina"
Josefina Delgado,es autor de la obra,Alfonsina Storni
Josefina Delgado,es autor de la obra,Julio Cortázar
Josefina Delgado,es autor de la obra,Enrique Santos Discépolo
Josefina Delgado,es autor de la obra,Jorge Newbery
Josefina Delgado,es autor de la obra,El Bosque de Los Libros
Josefina Delgado,es autor de la obra,Escrito Sobre Borges
Antonio Di Benedetto,es de nacionalidad,argentina
Antonio Di Benedetto,es autor de la obra,Tras la sombra de Antonio Di Benedetto
Antonio Di Benedetto,es autor de la obra,El hacedor de silencio
Antonio Di Benedetto,es autor de la obra,Cuentos Claros/clear Stories (Le Lengua)
Antonio Di Benedetto,es autor de la obra,Cuentos Completos / Complete Short Stories (La Lengua / Cuento)
Antonio Di Benedetto,es autor de la obra,Declinación y Angel
Antonio Di Benedetto,es autor de la obra,El Pentagono/the Pentagon
Antonio Di Benedetto,es autor de la obra,Paginas de Antonio Di Benedetto
Antonio Di Benedetto,es autor de la obra,Trilogía de la espera
Antonio Di Benedetto,es autor de la obra,Aballay
Luis Di Filippo,es de nacionalidad,argentina
Jorge Di Paola,es de nacionalidad,argentina
Alina Diaconú,es de nacionalidad,argentina
Sabetay Djaen,es de nacionalidad,argentina
Ariel Dorfman,es de nacionalidad,argentina
Ariel Dorfman,es autor de la obra,Otros septiembres
Aldo Duzdevich,es de nacionalidad,argentina
Aldo Duzdevich,es autor de la obra,Salvados por Francisco
Aldo Duzdevich,es autor de la obra,La lealtad
Francisco Erize,es de nacionalidad,argentina
Francisco Erize,es autor de la obra,Los Parques nacionales de la Argentina y otras de sus áreas naturales
Francisco Erize,es autor de la obra,El Nuevo Libro del Arbol (Colección Patrimonio Natural)
Diego Erlan,es de nacionalidad,argentina
Diego Erlan,es autor de la obra,El amor nos destrozará
Máximo Etchecopar,es de nacionalidad,argentina
Mariano Fazio Fernández,es de nacionalidad,argentina
Mariano Fazio Fernández,es autor de la obra,Al César lo que es del César
Mariano Fazio Fernández,es autor de la obra,Del buen salvaje al ciudadano
Mariano Fazio Fernández,es autor de la obra,Historia de la filosofía IV - Filosofía contemporánea
Mariano Fazio Fernández,es autor de la obra,Historia de la filosofía III - Filosofía moderna
Mariano Fazio Fernández,es autor de la obra,El siglo de oro español
Mariano Fazio Fernández,es autor de la obra,El último romántico
Mariano Fazio Fernández,es autor de la obra,El Papa Francisco
Mariano Fazio Fernández,es autor de la obra,"No esclavos, sino hijos"
Mariano Fazio Fernández,es autor de la obra,Transformar el mundo desde dentro
Mariano Fazio Fernández,es autor de la obra,De la persona a la aldea global
Sergio Federovisky,es de nacionalidad,argentina
Sergio Federovisky,es autor de la obra,El medio ambiente no le importa a nadie
Salvador Ferla,es de nacionalidad,argentina
María Teresa Ferrari,es de nacionalidad,argentina
León Federico Fiel,es de nacionalidad,argentina
Hugo Foguet,es de nacionalidad,argentina
Hugo Foguet,es autor de la obra,Covergencias
Hugo Foguet,es autor de la obra,Frente al Mar de Timor
Hugo Foguet,es autor de la obra,Obra poética
Roberto Fontanarrosa,es de nacionalidad,argentina
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 18
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 17
Roberto Fontanarrosa,es autor de la obra,Cuentos de ciencia ficción
Roberto Fontanarrosa,es autor de la obra,Los mejores cuentos de fútbol
Roberto Fontanarrosa,es autor de la obra,Cuentos Reunidos
Roberto Fontanarrosa,es autor de la obra,Cuentos de cine
Roberto Fontanarrosa,es autor de la obra,Boogie el aceitoso
Roberto Fontanarrosa,es autor de la obra,El fútbol es sagrado
Roberto Fontanarrosa,es autor de la obra,Los clásicos según Fontanarrosa
Roberto Fontanarrosa,es autor de la obra,No te vayas campeón
Roberto Fontanarrosa,es autor de la obra,Aventuras de Inodoro Pereyra 5
Roberto Fontanarrosa,es autor de la obra,Best Seller
Roberto Fontanarrosa,es autor de la obra,Boogie 11
Roberto Fontanarrosa,es autor de la obra,Boogie 6
Roberto Fontanarrosa,es autor de la obra,El Area 18 / The 18 Area
Roberto Fontanarrosa,es autor de la obra,El Mayor De Mis Defectos
Roberto Fontanarrosa,es autor de la obra,"El Mundo Ha Vivido Equivocado Y Otros Cuentos/the World Has Lived Mistaken, and Other Stories"
Roberto Fontanarrosa,es autor de la obra,El Rey De La Milonga / the King of the Milonga
Roberto Fontanarrosa,es autor de la obra,El Segundo Sexo De Fontanarro
Roberto Fontanarrosa,es autor de la obra,Fontanarrosa Contra La Cultura
Roberto Fontanarrosa,es autor de la obra,Fontanarrosa De Penal
Roberto Fontanarrosa,es autor de la obra,Fontanarrosa y la inseguridad/ Fontanarrosa And The Insecurity
Roberto Fontanarrosa,es autor de la obra,Fontanarrosa Y Los Medicos
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra - 1
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 10
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 11
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 12
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 13
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 14
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 19
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 2
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 20
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 26
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 27
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 28
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 29
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 3
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 4
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 6
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 7
Roberto Fontanarrosa,es autor de la obra,Inodoro Pereyra 8
Roberto Fontanarrosa,es autor de la obra,La Mesa De Los Galanes y otros cuentos/ The Table of the Handsome Young Men and Other Stories
Roberto Fontanarrosa,es autor de la obra,Los Trenes Matan a Los Autos
Raúl Fortín,es de nacionalidad,argentina
Raúl Fortín,es autor de la obra,Juego y Aprendo 2 - Con El Grafico
Raúl Fortín,es autor de la obra,Juego y Aprendo 3 - Con El Grafico
Raúl Fortín,es autor de la obra,La Gran Payada
Raúl Fortín,es autor de la obra,Juego y Aprendo 1 - Con El Grafico
Raúl Fortín,es autor de la obra,Juego y Aprendo 4 - Con El Grafico
Luis Franco,es de nacionalidad,argentina
Luis Franco,es autor de la obra,La pampa habla
Luis Franco,es autor de la obra,Biografías animales
Luis Franco,es autor de la obra,El General Paz y Los DOS Candidatos
Luis Franco,es autor de la obra,El Aguila y El Zorro
Juan Carlos Frugone,es de nacionalidad,argentina
Raúl Galán,es de nacionalidad,argentina
Mariano Gambier,es de nacionalidad,argentina
Mariano Gambier,es autor de la obra,Prehistoria de San Juan
Jorge García Badaracco,es de nacionalidad,argentina
Martín García Mérou,es de nacionalidad,argentina
Germán García,es de nacionalidad,argentina
Germán García,es autor de la obra,El psicoanálisis y los debates culturales
Germán García,es autor de la obra,Actualidad del Trauma
Germán García,es autor de la obra,D'Escolar (Serie Impar)
Germán García,es autor de la obra,Fuego Amigo
Germán García,es autor de la obra,Gombrowicz - El Estilo y La Heraldica
Germán García,es autor de la obra,La Fortuna
Germán García,es autor de la obra,Oscar Masotta
Germán García,es autor de la obra,Oscar Masotta y El Psicoanalisis del Castellano (Extension Freudiana)
Eduardo Giorlandini,es de nacionalidad,argentina
José Gobello,es de nacionalidad,argentina
José Gobello,es autor de la obra,Paratangos
José Gobello,es autor de la obra,Curso básico de lunfardo
José Gobello,es autor de la obra,Diccionario gauchesco
José Gobello,es autor de la obra,Cronología general del tango
José Gobello,es autor de la obra,Historia de la Academia Porteña del Lunfardo
José Gobello,es autor de la obra,¿Cómo era Gardel?
José Gobello,es autor de la obra,Blanqueo etimológico del lunfardo
Eduardo Goligorsky,es de nacionalidad,argentina
Eduardo Goligorsky,es autor de la obra,Ilusiones - Bolsillo (Spanish Edition)
Ramón Gómez de la Serna,es de nacionalidad,argentina
Ramón Gómez de la Serna,es autor de la obra,La nardo
Ramón Gómez de la Serna,es autor de la obra,El desahucio a la vista
Ramón Gómez de la Serna,es autor de la obra,"Retratos, semblanzas y caricaturas variadas"
Bernardo González Arrili,es de nacionalidad,argentina
Betina González,es de nacionalidad,argentina
Betina González,es autor de la obra,America Alucinada
Andrew Graham-Yooll,es de nacionalidad,argentina
Andrew Graham-Yooll,es autor de la obra,Ocupacion y Reconquista. 1806 B 1807 a 200 Anos de Las Invasiones Inglesas
Andrew Graham-Yooll,es autor de la obra,Tiempo de Trajedias y Esperanzas - Cronologias Historica 1955-2005 de Peron a Kirchner
Andrew Graham-Yooll,es autor de la obra,El país que nos parió
Andrew Graham-Yooll,es autor de la obra,"Buenos Aires, otoño 1982"
Andrew Graham-Yooll,es autor de la obra,Agonia y Muerte de Juan Domingo Peron
Andrew Graham-Yooll,es autor de la obra,La colonia olvidada
Andrew Graham-Yooll,es autor de la obra,Pequeñas Guerras Britanicas En America Latina
Andrew Graham-Yooll,es autor de la obra,Memoria del Miedo
Eduardo Gudiño Kieffer,es de nacionalidad,argentina
Eduardo Gudiño Kieffer,es autor de la obra,Azazel
Luis Gudiño Krámer,es de nacionalidad,argentina
Jorge Gumier Maier,es de nacionalidad,argentina
Gusti,es de nacionalidad,argentina
