source,relation,target
Cantatas,fue publicada en el año,2013
Nueva antología de El techo de la ballena,fue publicada en el año,2014
Nueva antología de El techo de la ballena,pertenece a la categoria,History and criticism
Nueva antología de El techo de la ballena,pertenece a la categoria,Peruvian poetry
Nueva antología de El techo de la ballena,pertenece a la categoria,Spanish American poetry
"Tierra roja, tierra negra",fue publicada en el año,1968
Relatos pioneros de la ciencia ficción latinamericana,fue publicada en el año,2019
Relatos pioneros de la ciencia ficción latinamericana,pertenece a la categoria,Latin American Science fiction
Relatos pioneros de la ciencia ficción latinamericana,pertenece a la categoria,Latin American Short stories
Relatos pioneros de la ciencia ficción latinamericana,pertenece a la categoria,Latin American fiction
AnatomÍa Del Grito,fue publicada en el año,2020
Al fondo de la transparencia,fue publicada en el año,2011
"Osarios, desiertos y otros ángeles",fue publicada en el año,2004
Antologia poética,fue publicada en el año,2005
Antología poética,fue publicada en el año,2007
El traductor de Cambridge,fue publicada en el año,2005
El traductor de Cambridge,pertenece a la categoria,General
El traductor de Cambridge,pertenece a la categoria,Fiction - General
El saqueo cultural de América Latina,fue publicada en el año,2009
Los primeros libros de la humanidad,fue publicada en el año,2013
Historia universal de la destrucción de libros,fue publicada en el año,2004
Historia universal de la destrucción de libros,pertenece a la categoria,Non-Classifiable
Historia universal de la destrucción de libros,pertenece a la categoria,Spanish: Adult Nonfiction
El saqueo cultural de América Latina,fue publicada en el año,2009
Nueva historia universal de la destrucción de libros,fue publicada en el año,2011
Nueva historia universal de la destrucción de libros,pertenece a la categoria,Prohibited books
Nueva historia universal de la destrucción de libros,pertenece a la categoria,Libraries
Nueva historia universal de la destrucción de libros,pertenece a la categoria,Libraries and state
Nueva historia universal de la destrucción de libros,pertenece a la categoria,Censorship
Nueva historia universal de la destrucción de libros,pertenece a la categoria,Destruction and pillage
Nueva historia universal de la destrucción de libros,pertenece a la categoria,History
Desacralización y parodia : aproximación al cuento veneqolano del siglo XX,fue publicada en el año,1994
Jueves de cruz y ficción,fue publicada en el año,2016
Desde Alicia,fue publicada en el año,2015
La duda melódica,fue publicada en el año,2013
Breves y bravos,fue publicada en el año,2014
Breves y bravos,pertenece a la categoria,Flash fiction
Breves y bravos,pertenece a la categoria,Venezuelan Short stories
Propuesta para un canon del cuento venezolano del siglo XX,fue publicada en el año,2014
Propuesta para un canon del cuento venezolano del siglo XX,pertenece a la categoria,History and criticism
Propuesta para un canon del cuento venezolano del siglo XX,pertenece a la categoria,Venezuelan Short stories
Propuesta para un canon del cuento venezolano del siglo XX,pertenece a la categoria,Venezuelan fiction
"Habla pública, Internet y otros enredos literarios",fue publicada en el año,2009
"Habla pública, Internet y otros enredos literarios",pertenece a la categoria,Cyberspace
"Habla pública, Internet y otros enredos literarios",pertenece a la categoria,Literature and the Internet
"Habla pública, Internet y otros enredos literarios",pertenece a la categoria,Spanish language
Memoria y cuento,fue publicada en el año,1992
Cuentos en-red-@-dos,fue publicada en el año,2003
La negación del rostro,fue publicada en el año,2005
La negación del rostro,pertenece a la categoria,Venezuelan fiction -- Male authors -- History and criticism.
La negación del rostro,pertenece a la categoria,Venezuelan fiction -- 20th century -- History and criticism.
La negación del rostro,pertenece a la categoria,Men in literature.
Fin de la Tristeza / the End of Sadness,fue publicada en el año,2024
Mujeres Que Matan / Women Who Kill,fue publicada en el año,2019
Mezzogiorno in Venezuela,fue publicada en el año,2016
Mezzogiorno in Venezuela,pertenece a la categoria,Venezuelan poetry
Mezzogiorno in Venezuela,pertenece a la categoria,Translations into Italian
"De la metáfora, fluida",fue publicada en el año,2019
Carreteras nocturnas,fue publicada en el año,2010
"El campo, el ascensor",fue publicada en el año,2014
El Morrocoy,fue publicada en el año,2001
El Morrocoy,pertenece a la categoria,Action & Adventure - General
El Morrocoy,pertenece a la categoria,Juvenile Fiction
El Morrocoy,pertenece a la categoria,Spanish: Grades 1-2
Compañero paciente,fue publicada en el año,2012
Las rayas,fue publicada en el año,2011
Los invencibles,fue publicada en el año,2007
Como un discípulo del lobo,fue publicada en el año,2011
Del costumbrismo a la vanguardia,fue publicada en el año,2007
Del costumbrismo a la vanguardia,pertenece a la categoria,Venezuelan fiction -- 19th century -- History and criticism
Del costumbrismo a la vanguardia,pertenece a la categoria,Venezuelan fiction -- 20th century -- History and criticism
Memorias de un semibárbaro,fue publicada en el año,1920
Los olvidados del bicentenario,fue publicada en el año,2010
Los olvidados del bicentenario,pertenece a la categoria,History
El Mercosur y la Unión Europea,fue publicada en el año,2008
El Mercosur y la Unión Europea,pertenece a la categoria,MERCOSUR (Organization)
El Mercosur y la Unión Europea,pertenece a la categoria,European Union -- Latin America
El Mercosur y la Unión Europea,pertenece a la categoria,Southern Cone of South America -- Foreign economic relations -- European Union countries
El Mercosur y la Unión Europea,pertenece a la categoria,European Union countries -- Foreign economic relations -- Southern Cone of South America
El Mercosur y la Unión Europea,fue publicada en el año,2008
Enjambres,fue publicada en el año,2020
El olvido de Bruno,fue publicada en el año,2017
La ciclista de las soluciones imaginarias,fue publicada en el año,2014
La ciclista de las soluciones imaginarias,pertenece a la categoria,Venezuelan literature
Crónicas de bar,fue publicada en el año,2011
Quién mató al doble de Edgar Allan Poe?,fue publicada en el año,2009
Chaguaramas,fue publicada en el año,2015
Chaguaramas,pertenece a la categoria,History
Chaguaramas,pertenece a la categoria,Local History
Chaguaramas,pertenece a la categoria,Genealogy
Chaguaramas,pertenece a la categoria,Indians of South America
Elorza o el viento,fue publicada en el año,2009
Elorza o el viento,pertenece a la categoria,History
Elorza o el viento,pertenece a la categoria,Biography
"Pedro Arévalo, Juan de Dios Agraz y Fernando Suárez",fue publicada en el año,2012
"Pedro Arévalo, Juan de Dios Agraz y Fernando Suárez",pertenece a la categoria,Biography
"Pedro Arévalo, Juan de Dios Agraz y Fernando Suárez",pertenece a la categoria,History
"Pedro Arévalo, Juan de Dios Agraz y Fernando Suárez",pertenece a la categoria,Blacks
San Juan de Payara,fue publicada en el año,2010
San Juan de Payara,pertenece a la categoria,History
La Candelaria,fue publicada en el año,2013
La Candelaria,pertenece a la categoria,History
Tecnología Del Espíritu,fue publicada en el año,2020
Reflexiones sobre el bloqueo de las costas venezolanas en 1902,fue publicada en el año,1982
Reflexiones sobre el bloqueo de las costas venezolanas en 1902,pertenece a la categoria,History
Maraña,fue publicada en el año,2017
Para comprender y querer a Venezuela,fue publicada en el año,2004
Para comprender y querer a Venezuela,pertenece a la categoria,Civilization
Pare de sufrir,fue publicada en el año,2005
Pare de sufrir,pertenece a la categoria,Life
Pare de sufrir,pertenece a la categoria,Miscellanea
Pare de sufrir,pertenece a la categoria,Venezuelan wit and humor
El verdadero Venezolano,fue publicada en el año,2017
El verdadero Venezolano,pertenece a la categoria,Nationalism
El verdadero Venezolano,pertenece a la categoria,Venezuelan National characteristics
Arte y parte,fue publicada en el año,2021
Arte y parte,pertenece a la categoria,Venezuelan essays
Arte y parte,pertenece a la categoria,Venezuelan literature
Venezuela,fue publicada en el año,2003
Venezuela,pertenece a la categoria,Press and politics
Venezuela,pertenece a la categoria,History
Venezuela,pertenece a la categoria,Politics and government
La invasión paramilitar,fue publicada en el año,2012
La invasión paramilitar,pertenece a la categoria,History
La invasión paramilitar,pertenece a la categoria,"Assassination attempt, 2004"
Libertad de expresión y medios revolucionarios en Venezuela,fue publicada en el año,2013
América nuestra,fue publicada en el año,2009
América nuestra,pertenece a la categoria,History
El pensamiento del libertador,fue publicada en el año,2010
El pensamiento del libertador,pertenece a la categoria,Politics and government
El pensamiento del libertador,pertenece a la categoria,"Quotations, maxims"
El pensamiento del libertador,pertenece a la categoria,Political and social views
Socialismo del tercer milenio,fue publicada en el año,2008
Socialismo del tercer milenio,pertenece a la categoria,Socialism -- Venezuela
Socialismo del tercer milenio,pertenece a la categoria,Socialism
Socialismo del tercer milenio,pertenece a la categoria,Venezuela -- Politics and government -- 1999-
Dictadura mediática en Venezuela,fue publicada en el año,2004
Dictadura mediática en Venezuela,pertenece a la categoria,Mass media policy -- Venezuela.
Dictadura mediática en Venezuela,pertenece a la categoria,Mass media -- Political aspects -- Venezuela.
Dictadura mediática en Venezuela,pertenece a la categoria,Mass media -- Moral and ethical aspects -- Venezuela.
El imperio contracultural,fue publicada en el año,2005
El imperio contracultural,pertenece a la categoria,Social history -- 1970-
El imperio contracultural,pertenece a la categoria,Postmodernism.
El imperio contracultural,pertenece a la categoria,Popular culture.
El imperio contracultural,pertenece a la categoria,Popular culture -- United States.
El imperio contracultural,pertenece a la categoria,Imperialism.
Por los signos de los signos,fue publicada en el año,2005
Por los signos de los signos,pertenece a la categoria,Latin American literature -- History and criticism.
Venezuela,fue publicada en el año,2005
Venezuela,pertenece a la categoria,Press and politics -- Venezuela -- History -- 20th century.
Venezuela,pertenece a la categoria,Venezuela -- Politics and government -- 20th century.
Dictadura mediática en Venezuela,fue publicada en el año,2007
Dictadura mediática en Venezuela,pertenece a la categoria,Politics and government
Dictadura mediática en Venezuela,pertenece a la categoria,Press and politics
Dictadura mediática en Venezuela,pertenece a la categoria,Mass media
Dictadura mediática en Venezuela,pertenece a la categoria,History
En La Casa del Padre (Spanish Edition),fue publicada en el año,1998
En La Casa del Padre (Spanish Edition),pertenece a la categoria,General
En La Casa del Padre (Spanish Edition),pertenece a la categoria,Fiction - General
El crimen fue en Granada,fue publicada en el año,2006
Poesía amatoria,fue publicada en el año,2007
Summa vitae,fue publicada en el año,2007
Summa vitae,pertenece a la categoria,Spanish poetry -- 20th century.
Summa vitae,pertenece a la categoria,Spanish poetry -- 21st century.
Tiempo de guerras perdidas,fue publicada en el año,1995
Tiempo de guerras perdidas,pertenece a la categoria,"Caballero Bonald, José Manuel, 1926- -- Fiction."
Somos el tiempo que nos queda,fue publicada en el año,2004
La noche no tiene paredes,fue publicada en el año,2009
Tiempo de guerras perdidas,fue publicada en el año,2004
Entreguerras o De la naturaleza de las cosas,fue publicada en el año,2012
Costumbre de Vivir (Novela de la Memoria),fue publicada en el año,2001
Naranjas dulces,fue publicada en el año,2007
José Ignacio Cabrujas habla y escribe,fue publicada en el año,2011
Obra dramática,fue publicada en el año,2010
El mundo según Cabrujas,fue publicada en el año,2009
El techo de la ballena,fue publicada en el año,2008
El Nadaísmo y El Techo de la Ballena,fue publicada en el año,2015
El Nadaísmo y El Techo de la Ballena,pertenece a la categoria,Nadaísmo (Literary movement)
El Nadaísmo y El Techo de la Ballena,pertenece a la categoria,Colombian literature
El Nadaísmo y El Techo de la Ballena,pertenece a la categoria,Venezuelan literature
El Nadaísmo y El Techo de la Ballena,pertenece a la categoria,Techo de la Ballena (Literary group)
Precipicio sin bordes,fue publicada en el año,2016
Ciudadano sin fin,fue publicada en el año,2021
Retrato de un artista moderno,fue publicada en el año,2013
Editor de crepúsculos,fue publicada en el año,2014
Poesía por mandato,fue publicada en el año,2014
Libro de las poéticas,fue publicada en el año,2009
Noticias del alud,fue publicada en el año,2009
Rómulo Betancourt,fue publicada en el año,2021
Emergencia de un líder,fue publicada en el año,2008
Emergencia de un líder,pertenece a la categoria,Politics and government
En defensa de la República,fue publicada en el año,2013
En defensa de la República,pertenece a la categoria,History
En defensa de la República,pertenece a la categoria,Politics and government
En defensa de la República,pertenece a la categoria,Democracy
La disputa de la independencia en Venezuela,fue publicada en el año,2012
La disputa de la independencia en Venezuela,pertenece a la categoria,Sources
La disputa de la independencia en Venezuela,pertenece a la categoria,History
Una nación llamada Venezuela,fue publicada en el año,2017
Una nación llamada Venezuela,pertenece a la categoria,Social conditions
Una nación llamada Venezuela,pertenece a la categoria,History
"Venezuela, proyecto nacional y poder social",fue publicada en el año,1986
"Venezuela, proyecto nacional y poder social",pertenece a la categoria,Influence
"Venezuela, proyecto nacional y poder social",pertenece a la categoria,Politics and government
"Venezuela, proyecto nacional y poder social",pertenece a la categoria,Social conditions
Rómulo histórico,fue publicada en el año,2013
Rómulo histórico,pertenece a la categoria,Politics and government
"De la abolición de la monarquía hacia la instauración de la República, 1810-1830",fue publicada en el año,2009
"De la abolición de la monarquía hacia la instauración de la República, 1810-1830",pertenece a la categoria,Sources
"De la abolición de la monarquía hacia la instauración de la República, 1810-1830",pertenece a la categoria,History
Boves,fue publicada en el año,1972
Boves,pertenece a la categoria,History
Elogio de la gula,fue publicada en el año,2005
Elogio de la gula,pertenece a la categoria,Gastronomy
Elogio de la gula,pertenece a la categoria,Gourmets
Elogio de la gula,pertenece a la categoria,Gastronomy in literature
Recordar la democracia,fue publicada en el año,2006
Recordar la democracia,pertenece a la categoria,Democracy -- Venezuela -- History
El bolivarianismo-militarismo,fue publicada en el año,2005
El bolivarianismo-militarismo,pertenece a la categoria,"Bolívar, Simón, -- 1783-1830 -- Influence."
El bolivarianismo-militarismo,pertenece a la categoria,Democracy -- Venezuela -- History.
El bolivarianismo-militarismo,pertenece a la categoria,Venezuela -- Politics and government -- 1830-
Mis historias,fue publicada en el año,2006
Mis historias,pertenece a la categoria,Latin America -- History.
Mis historias,pertenece a la categoria,Venezuela -- History.
Una nación llamada Venezuela,fue publicada en el año,1984
Una nación llamada Venezuela,pertenece a la categoria,Venezuela -- History -- 1810-
Una nación llamada Venezuela,pertenece a la categoria,Venezuela -- Social conditions
El asedio inútil,fue publicada en el año,2009
El asedio inútil,pertenece a la categoria,"Carrera Damas, Germán -- Interviews"
El asedio inútil,pertenece a la categoria,"Chávez Frías, Hugo"
El asedio inútil,pertenece a la categoria,Venezuela -- History -- 1999-
El asedio inútil,pertenece a la categoria,Venezuela -- Politics and government -- 1999-
El asedio inútil,fue publicada en el año,2009
Una nación llamada Venezuela,fue publicada en el año,1984
Una nación llamada Venezuela,pertenece a la categoria,Social conditions
Una nación llamada Venezuela,pertenece a la categoria,History
"Colombia, 1821-1827",fue publicada en el año,2010
"Colombia, 1821-1827",pertenece a la categoria,History
Opus incertum,fue publicada en el año,2016
Peregrino interno,fue publicada en el año,2014
La novela del petróleo en Venezuela,fue publicada en el año,1972
La novela del petróleo en Venezuela,pertenece a la categoria,Venezuelan fiction -- 20th century -- History and criticism.
La novela del petróleo en Venezuela,pertenece a la categoria,Petroleum in literature.
El abismo,fue publicada en el año,2010
Prontuario de folklore literario venezolano,fue publicada en el año,2010
Prontuario de folklore literario venezolano,pertenece a la categoria,Folklore
Elegía a la muerte de Juan Ponce de León,fue publicada en el año,1967
Elegía a la muerte de Juan Ponce de León,pertenece a la categoria,"Ponce de León, Juan, -- 1460?-1521 -- Poetry."
Estancias,fue publicada en el año,2009
La espiral incesante,fue publicada en el año,2010
La espiral incesante,pertenece a la categoria,Criticism and interpretation
Panamá,fue publicada en el año,1989
Panamá,pertenece a la categoria,20th century
Panamá,pertenece a la categoria,Relations
Panamá,pertenece a la categoria,United States
Panamá,pertenece a la categoria,Panama
Panamá,pertenece a la categoria,Military policy
Panamá,pertenece a la categoria,History
"Apuntes de memoria del editor José Agustín Catalá,1915-2007",fue publicada en el año,2007
"Apuntes de memoria del editor José Agustín Catalá,1915-2007",pertenece a la categoria,Editors
"Apuntes de memoria del editor José Agustín Catalá,1915-2007",pertenece a la categoria,Biography
Según pasan los años,fue publicada en el año,2012
Según pasan los años,pertenece a la categoria,Guerrillas
Según pasan los años,pertenece a la categoria,Fiction
Según pasan los años,pertenece a la categoria,Revolutions
Según pasan los años,pertenece a la categoria,Révolutions
Según pasan los años,pertenece a la categoria,"Romans, nouvelles"
Bengala,fue publicada en el año,2005
Exilio en Bowery (Untranslated Fiction - Spanish),fue publicada en el año,2000
Exilio en Bowery (Untranslated Fiction - Spanish),pertenece a la categoria,Untranslated Fiction - Spanish
Exilio en Bowery (Untranslated Fiction - Spanish),pertenece a la categoria,Fiction - General
Exilio en Bowery (Untranslated Fiction - Spanish),pertenece a la categoria,Fiction
Hilo de cometa,fue publicada en el año,2007
Hilo de cometa,pertenece a la categoria,Adolescence -- Venezuela -- Fiction.
Hilo de cometa,pertenece a la categoria,Adolescencia -- Venezuela -- Ficción.
Hilo de cometa,pertenece a la categoria,Dictatorship -- Venezuela -- Fiction.
Hilo de cometa,pertenece a la categoria,Dictadura -- Venezuela -- Ficción.
Hilo de cometa,pertenece a la categoria,Venezuelan fiction -- 20th century.
Hilo de cometa,pertenece a la categoria,Novela venezolana -- Siglo XX.
Bajo las hojas,fue publicada en el año,2010
Sospechosos en tránsito,fue publicada en el año,2017
Párrafos sueltos,fue publicada en el año,2003
Tiempo de encierro,fue publicada en el año,2013
Entrevista a Mailer Daemon,fue publicada en el año,2007
Eugenio Montejo,fue publicada en el año,2005
Eugenio Montejo,pertenece a la categoria,"Montejo, Eugenio -- Criticism and interpretation."
Eugenio Montejo,pertenece a la categoria,Venezuelan poetry -- History and criticism.
Eugenio Montejo,pertenece a la categoria,Spanish poetry -- 20th century -- History and criticism.
Los días mayores,fue publicada en el año,2005
Retos del estado de nuestro tiempo,fue publicada en el año,2011
Retos del estado de nuestro tiempo,pertenece a la categoria,Politics and government
Retos del estado de nuestro tiempo,pertenece a la categoria,Social responsibility of business
Retos del estado de nuestro tiempo,pertenece a la categoria,Philosophy
Retos del estado de nuestro tiempo,pertenece a la categoria,Political science
Retos del estado de nuestro tiempo,pertenece a la categoria,Law and ethics
Que es la constituyente?,fue publicada en el año,1998
"1957, el año en que los venezolanos perdieron el miedo",fue publicada en el año,2007
"1957, el año en que los venezolanos perdieron el miedo",pertenece a la categoria,"Pérez Jiménez, Marcos, -- 1914-2001."
"1957, el año en que los venezolanos perdieron el miedo",pertenece a la categoria,"Betancourt, Rómulo, -- 1908-1981."
"1957, el año en que los venezolanos perdieron el miedo",pertenece a la categoria,Dictatorship -- Venezuela -- History -- 20th century.
"1957, el año en que los venezolanos perdieron el miedo",pertenece a la categoria,"Venezuela -- History -- Revolution, 1958."
"1957, el año en que los venezolanos perdieron el miedo",pertenece a la categoria,Venezuela -- Politics and government -- 1935-1958
El carrusel de las discordias,fue publicada en el año,2003
El carrusel de las discordias,pertenece a la categoria,Military government -- Venezuela -- History -- 19th century.
El carrusel de las discordias,pertenece a la categoria,Military government -- Venezuela -- History -- 20th century.
El carrusel de las discordias,pertenece a la categoria,Coups d'état -- Venezuela -- History.
El carrusel de las discordias,pertenece a la categoria,Venezuela -- Politics and government -- 1830-
El carrusel de las discordias,pertenece a la categoria,Venezuela -- Armed Forces -- Political activity -- History -- 19th century.
El carrusel de las discordias,pertenece a la categoria,Venezuela -- Armed Forces -- Political activity -- History -- 20th century.
Antología poética,fue publicada en el año,2007
Ídolos rotos,fue publicada en el año,2009
Contra Bolívar,fue publicada en el año,2009
Contra Bolívar,pertenece a la categoria,"Bolívar, Simón, -- 1783-1830"
Contra Bolívar,pertenece a la categoria,"Díaz, José Domingo, -- 1772-1831"
Contra Bolívar,pertenece a la categoria,Venezuela -- Politics and government -- 1810-1830
Vivir en frontera,fue publicada en el año,2004
Vivir en frontera,pertenece a la categoria,Boundaries
Cuadernos callejeros. Comunes y extraordinarios,fue publicada en el año,2018
Venezuela crónica,fue publicada en el año,2020
Venezuela crónica,pertenece a la categoria,Politics and government
Venezuela crónica,pertenece a la categoria,History
Historias sobrevivientes,fue publicada en el año,2012
Historias sobrevivientes,pertenece a la categoria,Venezuelans
Historias sobrevivientes,pertenece a la categoria,Medical care
Historias sobrevivientes,pertenece a la categoria,Sick
Historias sobrevivientes,pertenece a la categoria,Biography
Historias sobrevivientes,pertenece a la categoria,Medical assistance
Historias sobrevivientes,pertenece a la categoria,Public health
Historias sobrevivientes,pertenece a la categoria,International cooperation
Tiempos del incendio,fue publicada en el año,2014
De un lado y del otro,fue publicada en el año,2006
De un lado y del otro,pertenece a la categoria,Caracas (Venezuela) -- Politics and government -- 21st century
De un lado y del otro,pertenece a la categoria,Caracas (Venezuela) -- Social conditions -- 21st century
Del 11 al 13,fue publicada en el año,2007
Del 11 al 13,pertenece a la categoria,Sources
Del 11 al 13,pertenece a la categoria,History
Del 11 al 13,pertenece a la categoria,"General Strike, Caracas, Venezuela, 2002"
"Convenio Venezuela - Santa Sede, 1958-1964",fue publicada en el año,2002
"Convenio Venezuela - Santa Sede, 1958-1964",pertenece a la categoria,Foreign relations
"Convenio Venezuela - Santa Sede, 1958-1964",pertenece a la categoria,Catholic Church
"Convenio Venezuela - Santa Sede, 1958-1964",pertenece a la categoria,Church and state
"Convenio Venezuela - Santa Sede, 1958-1964",pertenece a la categoria,Catholic Church. (1964 March 6.)
Ideas y conflictos en la educación venezolana,fue publicada en el año,2009
Ideas y conflictos en la educación venezolana,pertenece a la categoria,Education
Ideas y conflictos en la educación venezolana,pertenece a la categoria,Philosophy
Ideas y conflictos en la educación venezolana,pertenece a la categoria,History
Ideas y conflictos en la educación venezolana,pertenece a la categoria,Education and state
Tengo Que Decir Adiós,fue publicada en el año,2020
Noctámbulos,fue publicada en el año,2020
Viviana y Sus Tres Amantes,fue publicada en el año,2019
Tango Bar,fue publicada en el año,2020
Beber de la sombra,fue publicada en el año,2017
¡Comunista por siempre!,fue publicada en el año,2009
¡Comunista por siempre!,pertenece a la categoria,"Gallegos Mancera, Eduardo -- Interviews"
¡Comunista por siempre!,pertenece a la categoria,Partido Comunista de Venezuela
¡Comunista por siempre!,pertenece a la categoria,Communists -- Venezuela -- Interviews
¡Comunista por siempre!,pertenece a la categoria,Venezuela -- Politics and government -- 1935- -- Sources
Taller Aprende a Escribir un Cuento,fue publicada en el año,2015
Cállate poco a poco,fue publicada en el año,2007
Payback,fue publicada en el año,2017
Más Fiera de Las Bestias,fue publicada en el año,2017
Relatos,fue publicada en el año,2014
La tienda de muñecos y otros textos,fue publicada en el año,2008
La tienda de muñecos y otros relatos,fue publicada en el año,2006
Cuentos de damas fantásticas,fue publicada en el año,2002
Cuentos de damas fantásticas,pertenece a la categoria,Short Stories (single author)
Cuentos de damas fantásticas,pertenece a la categoria,Literary
Cuentos de damas fantásticas,pertenece a la categoria,Fiction
Cuentos de damas fantásticas,pertenece a la categoria,Fiction - General
Cuentos de damas fantásticas,pertenece a la categoria,Spanish: Adult Fiction
Historias médicas,fue publicada en el año,2001
Historias médicas,pertenece a la categoria,Short Stories (single author)
Historias médicas,pertenece a la categoria,Fiction
Historias médicas,pertenece a la categoria,Fiction - General
Historias médicas,pertenece a la categoria,Spanish: Adult Fiction
Historias médicas,pertenece a la categoria,Literary
Cuentos completos,fue publicada en el año,2016
Los peligros de Paulina y otros cuentos selectos,fue publicada en el año,2014
Anotaciones en cuaderno negro,fue publicada en el año,2003
El Turpial que Vivio Dos Veces (The Troupial Bird that Lived Twice),fue publicada en el año,2001
El Turpial que Vivio Dos Veces (The Troupial Bird that Lived Twice),pertenece a la categoria,Spanish: Adult Nonfiction
UN Pinguino En Maracaibo,fue publicada en el año,2001
UN Pinguino En Maracaibo,pertenece a la categoria,Fiction
UN Pinguino En Maracaibo,pertenece a la categoria,Spanish: Kindergarten
UN Pinguino En Maracaibo,pertenece a la categoria,General
UN Pinguino En Maracaibo,pertenece a la categoria,Juvenile Fiction
UN Pinguino En Maracaibo,pertenece a la categoria,Maracaibo (Venezuela)
El capitán Kid,fue publicada en el año,1988
Entre tías y putas,fue publicada en el año,2008
Verdadera Batalla Del Creyente,fue publicada en el año,2017
Leve Gracia de Los Desnudos,fue publicada en el año,2018
Exilio,fue publicada en el año,1987
Exilio,pertenece a la categoria,History and criticism
Exilio,pertenece a la categoria,Congresses
Exilio,pertenece a la categoria,Foreign countries
Exilio,pertenece a la categoria,Spanish American literature
Exilio,pertenece a la categoria,Exiles' writings
Exilio,pertenece a la categoria,20th century
Gloria de la Cruz,fue publicada en el año,2018
Chávez con uniforme,fue publicada en el año,2007
Chávez con uniforme,pertenece a la categoria,"Chávez Frías, Hugo."
Chávez con uniforme,pertenece a la categoria,Venezuela -- Politics and government -- 1974-1999.
Chávez con uniforme,pertenece a la categoria,Venezuela -- Politics and government -- 1999-
La guerra (asimétrica) de Chávez,fue publicada en el año,2005
La guerra (asimétrica) de Chávez,pertenece a la categoria,"Chavez Frias, Hugo."
La guerra (asimétrica) de Chávez,pertenece a la categoria,Asymmetric warfare -- Venezuela.
La guerra (asimétrica) de Chávez,pertenece a la categoria,Asymmetric warfare -- United States.
La guerra (asimétrica) de Chávez,pertenece a la categoria,Military planning -- Venezuela.
La guerra (asimétrica) de Chávez,pertenece a la categoria,Military planning -- Colombia.
La guerra (asimétrica) de Chávez,pertenece a la categoria,Military planning -- Bolivia.
La guerra (asimétrica) de Chávez,pertenece a la categoria,Venezuela -- Foreign relations -- United States.
La guerra (asimétrica) de Chávez,pertenece a la categoria,United States -- Foreign relations -- Venezuela.
Las guerras de Chavez,fue publicada en el año,2006
Las guerras de Chavez,pertenece a la categoria,"Chávez Frías, Hugo."
Las guerras de Chavez,pertenece a la categoria,Fuerzas Armadas Revolucionarias de Colombia.
Las guerras de Chavez,pertenece a la categoria,Military planning -- Venezuela.
Las guerras de Chavez,pertenece a la categoria,Venezuela -- Foreign relations -- 1999-
Las guerras de Chavez,pertenece a la categoria,Venezuela -- Politics and government -- 1999-
"Chávez, Plan Andino y guerra asimétrica",fue publicada en el año,2006
"Chávez, Plan Andino y guerra asimétrica",pertenece a la categoria,"Chávez Frías, Hugo"
"Chávez, Plan Andino y guerra asimétrica",pertenece a la categoria,Venezuela -- Foreign relations -- 1974-
Castrochavismo Internacional,fue publicada en el año,2020
Testimonio de una Diplomacia Activa : Colombia,fue publicada en el año,2016
Testimonio de una Diplomacia Activa,fue publicada en el año,2016
Testimonio de una Diplomacia Activa,pertenece a la categoria,"Law, venezuela"
