source,relation,target
Federico Brito Figueroa,es autor de la obra,Reflexiones sobre el bloqueo de las costas venezolanas en 1902
Luis Britto García,es de nacionalidad,venezolana
Luis Britto García,es autor de la obra,Maraña
Luis Britto García,es autor de la obra,Para comprender y querer a Venezuela
Luis Britto García,es autor de la obra,Pare de sufrir
Luis Britto García,es autor de la obra,El verdadero Venezolano
Luis Britto García,es autor de la obra,Arte y parte
Luis Britto García,es autor de la obra,La invasión paramilitar
Luis Britto García,es autor de la obra,Libertad de expresión y medios revolucionarios en Venezuela
Luis Britto García,es autor de la obra,América nuestra
Luis Britto García,es autor de la obra,El pensamiento del libertador
Luis Britto García,es autor de la obra,Socialismo del tercer milenio
Luis Britto García,es autor de la obra,El imperio contracultural
Luis Britto García,es autor de la obra,Por los signos de los signos
Luis Britto García,es autor de la obra,Venezuela
Luis Britto García,es autor de la obra,Dictadura mediática en Venezuela
Manuel Caballero,es de nacionalidad,venezolana
Manuel Caballero,es autor de la obra,En La Casa del Padre (Spanish Edition)
Manuel Caballero,es autor de la obra,El crimen fue en Granada
Manuel Caballero,es autor de la obra,Poesía amatoria
Manuel Caballero,es autor de la obra,Summa vitae
Manuel Caballero,es autor de la obra,Somos el tiempo que nos queda
Manuel Caballero,es autor de la obra,La noche no tiene paredes
Manuel Caballero,es autor de la obra,Tiempo de guerras perdidas
Manuel Caballero,es autor de la obra,Entreguerras o De la naturaleza de las cosas
Manuel Caballero,es autor de la obra,Costumbre de Vivir (Novela de la Memoria)
Néstor Caballero,es de nacionalidad,venezolana
Néstor Caballero,es autor de la obra,Naranjas dulces
José Ignacio Cabrujas,es de nacionalidad,venezolana
José Ignacio Cabrujas,es autor de la obra,José Ignacio Cabrujas habla y escribe
José Ignacio Cabrujas,es autor de la obra,Obra dramática
José Ignacio Cabrujas,es autor de la obra,El mundo según Cabrujas
Julio Calcaño,es de nacionalidad,venezolana
Eduardo Calcaño,es de nacionalidad,venezolana
Fernando Calzadilla Valdés,es de nacionalidad,venezolana
Juan Calzadilla,es de nacionalidad,venezolana
Juan Calzadilla,es autor de la obra,El techo de la ballena
Juan Calzadilla,es autor de la obra,El Nadaísmo y El Techo de la Ballena
Juan Calzadilla,es autor de la obra,Precipicio sin bordes
Juan Calzadilla,es autor de la obra,Ciudadano sin fin
Juan Calzadilla,es autor de la obra,Retrato de un artista moderno
Juan Calzadilla,es autor de la obra,Editor de crepúsculos
Juan Calzadilla,es autor de la obra,Poesía por mandato
Juan Calzadilla,es autor de la obra,Libro de las poéticas
Juan Calzadilla,es autor de la obra,Noticias del alud
Juan Vicente Camacho,es de nacionalidad,venezolana
Carlos Canache Mata,es de nacionalidad,venezolana
Carlos Canache Mata,es autor de la obra,Rómulo Betancourt
Carlos Capriles,es de nacionalidad,venezolana
Germán Carrera Damas,es de nacionalidad,venezolana
Germán Carrera Damas,es autor de la obra,Emergencia de un líder
Germán Carrera Damas,es autor de la obra,En defensa de la República
Germán Carrera Damas,es autor de la obra,La disputa de la independencia en Venezuela
Germán Carrera Damas,es autor de la obra,Una nación llamada Venezuela
Germán Carrera Damas,es autor de la obra,"Venezuela, proyecto nacional y poder social"
Germán Carrera Damas,es autor de la obra,Rómulo histórico
Germán Carrera Damas,es autor de la obra,"De la abolición de la monarquía hacia la instauración de la República, 1810-1830"
Germán Carrera Damas,es autor de la obra,Boves
Germán Carrera Damas,es autor de la obra,Elogio de la gula
Germán Carrera Damas,es autor de la obra,Recordar la democracia
Germán Carrera Damas,es autor de la obra,El bolivarianismo-militarismo
Germán Carrera Damas,es autor de la obra,Mis historias
Germán Carrera Damas,es autor de la obra,El asedio inútil
Germán Carrera Damas,es autor de la obra,El asedio inútil
Germán Carrera Damas,es autor de la obra,"Colombia, 1821-1827"
Gustavo Luis Carrera,es de nacionalidad,venezolana
Gustavo Luis Carrera,es autor de la obra,Opus incertum
Gustavo Luis Carrera,es autor de la obra,Peregrino interno
Gustavo Luis Carrera,es autor de la obra,La novela del petróleo en Venezuela
Gustavo Luis Carrera,es autor de la obra,El abismo
Gustavo Luis Carrera,es autor de la obra,Prontuario de folklore literario venezolano
Juan de Castellanos,es de nacionalidad,venezolana
Juan de Castellanos,es autor de la obra,Elegía a la muerte de Juan Ponce de León
Rafael Castillo Zapata,es de nacionalidad,venezolana
Rafael Castillo Zapata,es autor de la obra,Estancias
Rafael Castillo Zapata,es autor de la obra,La espiral incesante
José Agustín Catalá,es de nacionalidad,venezolana
José Agustín Catalá,es autor de la obra,Panamá
José Agustín Catalá,es autor de la obra,"Apuntes de memoria del editor José Agustín Catalá,1915-2007"
Israel Centeno,es de nacionalidad,venezolana
Israel Centeno,es autor de la obra,Según pasan los años
Israel Centeno,es autor de la obra,Bengala
Israel Centeno,es autor de la obra,Exilio en Bowery (Untranslated Fiction - Spanish)
Israel Centeno,es autor de la obra,Hilo de cometa
Israel Centeno,es autor de la obra,Bajo las hojas
Alfredo Chacón,es de nacionalidad,venezolana
Doménico Chiappe,es de nacionalidad,venezolana
Doménico Chiappe,es autor de la obra,Sospechosos en tránsito
Doménico Chiappe,es autor de la obra,Párrafos sueltos
Doménico Chiappe,es autor de la obra,Tiempo de encierro
Doménico Chiappe,es autor de la obra,Entrevista a Mailer Daemon
Tulio Chiossone,es de nacionalidad,venezolana
Luis Chiriboga Izquierdo,es de nacionalidad,venezolana
Orlando Chirinos,es de nacionalidad,venezolana
Orlando Chirinos,es autor de la obra,Eugenio Montejo
Orlando Chirinos,es autor de la obra,Los días mayores
Nelson Chitty La Roche,es de nacionalidad,venezolana
Isaac Chocrón,es de nacionalidad,venezolana
Pedro Emilio Coll,es de nacionalidad,venezolana
Eric Colón,es de nacionalidad,venezolana
Ricardo Combellas,es de nacionalidad,venezolana
Ricardo Combellas,es autor de la obra,Retos del estado de nuestro tiempo
Ricardo Combellas,es autor de la obra,Que es la constituyente?
Simón Alberto Consalvi,es de nacionalidad,venezolana
Simón Alberto Consalvi,es autor de la obra,"1957, el año en que los venezolanos perdieron el miedo"
Simón Alberto Consalvi,es autor de la obra,El carrusel de las discordias
Carlos Contramaestre,es de nacionalidad,venezolana
Carlos Contramaestre,es autor de la obra,Antología poética
Antonio Cova,es de nacionalidad,venezolana
Arturo Croce,es de nacionalidad,venezolana
Heberto Cuenca,es de nacionalidad,venezolana
Manuel Díaz Rodríguez,es de nacionalidad,venezolana
Manuel Díaz Rodríguez,es autor de la obra,Ídolos rotos
Pedro Díaz Seijas,es de nacionalidad,venezolana
Gustavo Díaz Solís,es de nacionalidad,venezolana
José Domingo Díaz,es de nacionalidad,venezolana
José Domingo Díaz,es autor de la obra,Contra Bolívar
José María Díaz,es de nacionalidad,venezolana
Aníbal Dominici,es de nacionalidad,venezolana
Pedro César Dominici,es de nacionalidad,venezolana
Emiro Duque Sánchez,es de nacionalidad,venezolana
José Roberto Duque,es de nacionalidad,venezolana
José Roberto Duque,es autor de la obra,Vivir en frontera
José Roberto Duque,es autor de la obra,Cuadernos callejeros. Comunes y extraordinarios
José Roberto Duque,es autor de la obra,Venezuela crónica
José Roberto Duque,es autor de la obra,Historias sobrevivientes
José Roberto Duque,es autor de la obra,Tiempos del incendio
José Roberto Duque,es autor de la obra,De un lado y del otro
José Roberto Duque,es autor de la obra,Del 11 al 13
José Simón Escalona,es de nacionalidad,venezolana
Norman Ettedgui,es de nacionalidad,venezolana
Rafael Fernández Heres,es de nacionalidad,venezolana
Rafael Fernández Heres,es autor de la obra,"Convenio Venezuela - Santa Sede, 1958-1964"
Rafael Fernández Heres,es autor de la obra,Ideas y conflictos en la educación venezolana
Germán Fleitas,es de nacionalidad,venezolana
Francisco Villarroel,es de nacionalidad,venezolana
Francisco Villarroel,es autor de la obra,Tengo Que Decir Adiós
Francisco Villarroel,es autor de la obra,Noctámbulos
Francisco Villarroel,es autor de la obra,Viviana y Sus Tres Amantes
Francisco Villarroel,es autor de la obra,Tango Bar
Víctor Fuenmayor,es de nacionalidad,venezolana
Víctor Fuenmayor,es autor de la obra,Beber de la sombra
Joaquín Gabaldón Márquez,es de nacionalidad,venezolana
Eduardo Gallegos Mancera,es de nacionalidad,venezolana
Eduardo Gallegos Mancera,es autor de la obra,¡Comunista por siempre!
Heberto Gamero,es de nacionalidad,venezolana
Heberto Gamero,es autor de la obra,Taller Aprende a Escribir un Cuento
Robert Ganzo,es de nacionalidad,venezolana
Enza García Arreaza,es de nacionalidad,venezolana
Enza García Arreaza,es autor de la obra,Cállate poco a poco
Lucas García,es de nacionalidad,venezolana
Lucas García,es autor de la obra,Payback
Lucas García,es autor de la obra,Más Fiera de Las Bestias
Julio Garmendia,es de nacionalidad,venezolana
Julio Garmendia,es autor de la obra,Relatos
Julio Garmendia,es autor de la obra,La tienda de muñecos y otros textos
Julio Garmendia,es autor de la obra,La tienda de muñecos y otros relatos
Salvador Garmendia,es de nacionalidad,venezolana
Salvador Garmendia,es autor de la obra,Cuentos de damas fantásticas
Salvador Garmendia,es autor de la obra,Historias médicas
Salvador Garmendia,es autor de la obra,Cuentos completos
Salvador Garmendia,es autor de la obra,Los peligros de Paulina y otros cuentos selectos
Salvador Garmendia,es autor de la obra,Anotaciones en cuaderno negro
Salvador Garmendia,es autor de la obra,El Turpial que Vivio Dos Veces (The Troupial Bird that Lived Twice)
Salvador Garmendia,es autor de la obra,UN Pinguino En Maracaibo
Salvador Garmendia,es autor de la obra,El capitán Kid
Salvador Garmendia,es autor de la obra,Entre tías y putas
Alberto Garrido,es de nacionalidad,venezolana
Alberto Garrido,es autor de la obra,Verdadera Batalla Del Creyente
Alberto Garrido,es autor de la obra,Leve Gracia de Los Desnudos
Alberto Garrido,es autor de la obra,Exilio
Alberto Garrido,es autor de la obra,Gloria de la Cruz
Alberto Garrido,es autor de la obra,Chávez con uniforme
Alberto Garrido,es autor de la obra,La guerra (asimétrica) de Chávez
Alberto Garrido,es autor de la obra,Las guerras de Chavez
Alberto Garrido,es autor de la obra,"Chávez, Plan Andino y guerra asimétrica"
Fernando Gerbasi,es de nacionalidad,venezolana
Fernando Gerbasi,es autor de la obra,Castrochavismo Internacional
Fernando Gerbasi,es autor de la obra,Testimonio de una Diplomacia Activa : Colombia
Fernando Gerbasi,es autor de la obra,Testimonio de una Diplomacia Activa
David González Lobo,es de nacionalidad,venezolana
David González Lobo,es autor de la obra,Dulcamara y otros poemas
Salustio González Rincones,es de nacionalidad,venezolana
Daniuska González,es de nacionalidad,venezolana
Daniuska González,es autor de la obra,Las iniciales del tiempo
Juan Vicente González,es de nacionalidad,venezolana
Rubi Guerra,es de nacionalidad,venezolana
Rubi Guerra,es autor de la obra,21 del XXI
Rubi Guerra,es autor de la obra,El avatar (Coleccion El Cielo de esmalte)
Rubi Guerra,es autor de la obra,La tarea del testigo
Rubi Guerra,es autor de la obra,La forma del amor y otros cuentos
Emilio Constantino Guerrero,es de nacionalidad,venezolana
Gustavo Guerrero,es de nacionalidad,venezolana
Gustavo Guerrero,es autor de la obra,El Oriente de Severo Sarduy
Gustavo Guerrero,es autor de la obra,Para Roberto Calasso
Gustavo Guerrero,es autor de la obra,Para Eugenio Montejo
Gustavo Guerrero,es autor de la obra,Conversación a la intemperie
Gustavo Guerrero,es autor de la obra,Cuerpo plural
Gustavo Guerrero,es autor de la obra,Círculo del adiós
Gustavo Guerrero,es autor de la obra,Historia de un encargo
Gustavo Guerrero,es autor de la obra,La Religion Del Vacio Y Otros Ensayos (Tierra Firme)
Gustavo Guerrero,es autor de la obra,Teorias de La Lirica (Seccion de Obras de Lengua E Estudios Literarios)
Joseph Gumilla,es de nacionalidad,venezolana
Joseph Gumilla,es autor de la obra,"Historia Natural, Civil y Geográfica de Las Naciones Situadas en Las Riveras Del Río Orinoco"
Joseph Gumilla,es autor de la obra,"Orinoco Ilustrado, y Defendido"
José Ramón Heredia,es de nacionalidad,venezolana
José Ramón Heredia,es autor de la obra,El enigma sutil de lo perfecto
José Ramón Heredia,es autor de la obra,Yulú
Roberto Hernández Montoya,es de nacionalidad,venezolana
Luis Guillermo Hernández,es de nacionalidad,venezolana
Francisco Herrera Luque,es de nacionalidad,venezolana
Francisco Herrera Luque,es autor de la obra,Los Cuatro Reyes de la Baraja
Francisco Herrera Luque,es autor de la obra,Boves el Urogallo
Francisco Herrera Luque,es autor de la obra,Luna de Fausto
Enrique Hidalgo,es de nacionalidad,venezolana
Enrique Hidalgo,es autor de la obra,Medios O Democracia - El Impacto de Los Medios de Comunicacion En La Division de Poderes
Gonzalo Himiob,es de nacionalidad,venezolana
Ignacio Quintana,es de nacionalidad,venezolana
Jacinto de Carvajal,es de nacionalidad,venezolana
Gabriel Jiménez Emán,es de nacionalidad,venezolana
Gabriel Jiménez Emán,es autor de la obra,Limbo
Gabriel Jiménez Emán,es autor de la obra,El contraescritor
Gabriel Jiménez Emán,es autor de la obra,Solárium y otros poemas
Gabriel Jiménez Emán,es autor de la obra,Historias imposibles
Gabriel Jiménez Emán,es autor de la obra,Paisaje con ángel caído
Gabriel Jiménez Emán,es autor de la obra,Historias de Nairamá
Gabriel Jiménez Emán,es autor de la obra,Balada del bohemio místico
Gabriel Jiménez Emán,es autor de la obra,Divertimentos mínimos
Alberto Jiménez Ure,es de nacionalidad,venezolana
Alberto Jiménez Ure,es autor de la obra,Aciago
Alberto Jiménez Ure,es autor de la obra,Cómo Dar un Discurso (How to Give a Speech)
Alberto Jiménez Ure,es autor de la obra,Cómo Utilizar Imanes (Using Magnets)
Alberto Jiménez Ure,es autor de la obra,Cómo Utilizar una Regla (Using a Ruler)
Alberto Jiménez Ure,es autor de la obra,Cómo Ponerse en Contacto con un Oficial Electo (How to Contact an Elected Official)
Alberto Jiménez Ure,es autor de la obra,Confeso
Alberto Jiménez Ure,es autor de la obra,Cómo Prepararte para un Examen (Strengthening Test Preparation Skills)
Alberto Jiménez Ure,es autor de la obra,Cómo Organizar una Manifestación (How to Organize a Rally)
Johnny Gavlovski,es de nacionalidad,venezolana
Johnny Gavlovski,es autor de la obra,El Mago de La Luz
José Joaquín Salazar Franco,es de nacionalidad,venezolana
José Joaquín Salazar Franco,es autor de la obra,Refranero popular margariteño
Fernando Lamberg,es de nacionalidad,venezolana
Fernando Lamberg,es autor de la obra,"Hasta siempre, Valparaíso"
Fernando Lamberg,es autor de la obra,Versos teatrales
Manuel Landaeta Rosales,es de nacionalidad,venezolana
Manuel Landaeta Rosales,es autor de la obra,Gobiernos de Venezuela Desde 1810 Hasta 1905
Manuel Landaeta Rosales,es autor de la obra,Libertad de Los Esclavos en Venezuela
Ildefonso Leal,es de nacionalidad,venezolana
Ildefonso Leal,es autor de la obra,Las primeras universidades de Venezuela
Ildefonso Leal,es autor de la obra,"Historia de la Universidad de Caracas, 1721-1827"
Vicente Lecuna,es de nacionalidad,venezolana
Wilhelm Lehmann,es de nacionalidad,venezolana
Carlos Augusto León,es de nacionalidad,venezolana
Eduardo Liendo,es de nacionalidad,venezolana
Eduardo Liendo,es autor de la obra,Contraespejismo
Eduardo Liendo,es autor de la obra,Contigo en la distancia
Eduardo Liendo,es autor de la obra,En torno al oficio de escritor
Eduardo Liendo,es autor de la obra,Si yo fuera Pedro Infante
Eduardo Liendo,es autor de la obra,"Agata Alonzo, Omar Cárdenas, Laura Cequera, Cristina Marcano, Mory Ponsowy, Winston Rivero Scott, Francisco Rodríguez Caballero, Carlos Sarti, Genoveva Sampedro, Mireya Tabuas"
Eduardo Liendo,es autor de la obra,El Round Del Olvido
Eduardo Liendo,es autor de la obra,Las kuitas del hombre mosca
Eduardo Liendo,es autor de la obra,El último fantasma
Ramón Lobo,es de nacionalidad,venezolana
Ramón Lobo,es autor de la obra,De la amistad a la lucha política
Ramón Lobo,es autor de la obra,El autoestopista de Grozni
Iván Loscher,es de nacionalidad,venezolana
Iván Loscher,es autor de la obra,La venganza de la momia azteca
Iván Loscher,es autor de la obra,Ella era tan bella que levantaba sospechas
Iván Loscher,es autor de la obra,Dilemmas del presente
Luis Fernando Álvarez,es de nacionalidad,venezolana
Luis Fernando Álvarez,es autor de la obra,Oscuridad de no tenerte
José Antonio Maitín,es de nacionalidad,venezolana
Lucas Manzano,es de nacionalidad,venezolana
Andrés Mariño Palacio,es de nacionalidad,venezolana
Andrés Mariño Palacio,es autor de la obra,Los alegres desahuciados
Julio César Mármol,es de nacionalidad,venezolana
Julio César Mármol,es autor de la obra,La salvaje revolucionaria
Alexis Márquez Rodríguez,es de nacionalidad,venezolana
Américo Martín,es de nacionalidad,venezolana
Américo Martín,es autor de la obra,Huracán sobre el Caribe
Américo Martín,es autor de la obra,Memorias
Américo Martín,es autor de la obra,La violencia en Colombia
Américo Martín,es autor de la obra,La pesada planta del paquidermo
Ibsen Martínez,es de nacionalidad,venezolana
Humberto Mata,es de nacionalidad,venezolana
Humberto Mata,es autor de la obra,El otro delta
Humberto Mata,es autor de la obra,Una colina de hojas que respira
Humberto Mata,es autor de la obra,Sol puesto
Tomás Michelena,es de nacionalidad,venezolana
Miguel Bonnefoy,es de nacionalidad,venezolana
Augusto Mijares,es de nacionalidad,venezolana
Blas Millán,es de nacionalidad,venezolana
Rubén Monasterios,es de nacionalidad,venezolana
Rubén Monasterios,es autor de la obra,Caraqueñerias
Eugenio Montejo,es de nacionalidad,venezolana
Eugenio Montejo,es autor de la obra,Chamario
Eugenio Montejo,es autor de la obra,El azul de la tierra (Entre Voces)
Eugenio Montejo,es autor de la obra,Fábula del escriba
Eugenio Montejo,es autor de la obra,The Trees
José Abel Montilla,es de nacionalidad,venezolana
Guillermo Morón,es de nacionalidad,venezolana
Guillermo Morón,es autor de la obra,El catálogo de las mujeres
Guillermo Morón,es autor de la obra,Los imperios y el imperio
Guillermo Morón,es autor de la obra,Historia de Venezuela
Guillermo Morón,es autor de la obra,Guillermo Morón en la Academia Nacional de la Historia
Guillermo Morón,es autor de la obra,Memorial de agravios
Guillermo Morón,es autor de la obra,Microhistorias
Guillermo Morón,es autor de la obra,Siete ensayos
Héctor Mujica,es de nacionalidad,venezolana
Juan Antonio Navarrete,es de nacionalidad,venezolana
Nicanor Navarro,es de nacionalidad,venezolana
Aníbal Nazoa,es de nacionalidad,venezolana
Aquiles Nazoa,es de nacionalidad,venezolana
Aquiles Nazoa,es autor de la obra,Fabula De La Ratoncita Presumida (Coleccion Rimas Y Adivinanzas)
Aquiles Nazoa,es autor de la obra,El Libro de Los Animales
Aquiles Nazoa,es autor de la obra,Retablo Aragueno: Poema de Aquiles Nazoa (An Aragueno Christmas Story: A Poem by Aquiles Nazoa)
Aquiles Nazoa,es autor de la obra,El libro de los Cochinitos (The Little Pigs Book)
Aquiles Nazoa,es autor de la obra,La Avispa Ahogada
Rafael de Nogales Méndez,es de nacionalidad,venezolana
Rafael de Nogales Méndez,es autor de la obra,Memorias
José Manuel Núñez Ponte,es de nacionalidad,venezolana
Enrique Bernardo Núñez,es de nacionalidad,venezolana
Enrique Bernardo Núñez,es autor de la obra,Después de Ayacucho
Enrique Bernardo Núñez,es autor de la obra,1936
Enrique Bernardo Núñez,es autor de la obra,Cubagua
José Humberto Ocariz,es de nacionalidad,venezolana
Mauricio Odremán,es de nacionalidad,venezolana
Alejandro Oliveros,es de nacionalidad,venezolana
Alejandro Oliveros,es autor de la obra,Espacios en fuga
Alejandro Oliveros,es autor de la obra,Sin parar un punto
Alejandro Oliveros,es autor de la obra,Poemas del cuerpo y otros
Alejandro Oliveros,es autor de la obra,Tristes cuidados
Alejandro Oliveros,es autor de la obra,Variar vida y destino
César Oropeza,es de nacionalidad,venezolana
César Oropeza,es autor de la obra,I love zombies
Juan Oropeza,es de nacionalidad,venezolana
Juan Oropeza,es autor de la obra,LA NUEVA COCINA SALUDABLE DEL CHEF OROPEZA
Juan Oropeza,es autor de la obra,La nueva cocina saludable del chef Oropeza
Rafael Osío Cabrices,es de nacionalidad,venezolana
Rafael Osío Cabrices,es autor de la obra,El lenguaje de los diablos
Rafael Osío Cabrices,es autor de la obra,Fundacion Bigott 30 años
Rafael Osío Cabrices,es autor de la obra,La vida sigue
Rafael Osío Cabrices,es autor de la obra,La vida sigue
Edgar C. Otálvora,es de nacionalidad,venezolana
Miguel Otero Silva,es de nacionalidad,venezolana
Miguel Otero Silva,es autor de la obra,Lope de Aguirre
Miguel Otero Silva,es autor de la obra,Oficina Nº 1
Miguel Otero Silva,es autor de la obra,LA Piedra Que Era Cristo (Plaza & Janes/literaria)
José de Oviedo y Baños,es de nacionalidad,venezolana
Jacinto Regino Pachano,es de nacionalidad,venezolana
Alejandro Padrón,es de nacionalidad,venezolana
Alejandro Padrón,es autor de la obra,La ciudad incandescente
Alejandro Padrón,es autor de la obra,Escuela para pobres
Alejandro Padrón,es autor de la obra,Mundo perdido
Alejandro Padrón,es autor de la obra,Yo fui embajador de Chávez en Libia
Julián Padrón,es de nacionalidad,venezolana
Julián Padrón,es autor de la obra,Madrugada
Julián Padrón,es autor de la obra,Clamor campesino
Julián Padrón,es autor de la obra,Primavera nocturna
Julián Padrón,es autor de la obra,Este mundo desolado
Julián Padrón,es autor de la obra,La Guaricha
Leonardo Padrón,es de nacionalidad,venezolana
Leonardo Padrón,es autor de la obra,Fuera del aire
Leonardo Padrón,es autor de la obra,Contracanto
Leonardo Padrón,es autor de la obra,Kilometro cero
Leonardo Padrón,es autor de la obra,La incandescencia de las cosas
Leonardo Padrón,es autor de la obra,Los imposibles 6
Leonardo Padrón,es autor de la obra,Los imposibles
Ramón Páez,es de nacionalidad,venezolana
Isaac Pardo,es de nacionalidad,venezolana
Isaac Pardo,es autor de la obra,Esta tierra de gracia
Miguel Eduardo Pardo,es de nacionalidad,venezolana
Pedro Pablo Paredes,es de nacionalidad,venezolana
Edgar Paredes Pisani,es de nacionalidad,venezolana
José Antonio Parra,es de nacionalidad,venezolana
Teresa de la Parra,es de nacionalidad,venezolana
Teresa de la Parra,es autor de la obra,Diario de una caraqueña por el Lejano Oriente
Teresa de la Parra,es autor de la obra,Las memorias de Mama  Blanca
Teresa de la Parra,es autor de la obra,Las memorias de Mamá Blanca
Teresa de la Parra,es autor de la obra,Ifigenia
Gustavo Pereira,es de nacionalidad,venezolana
Gustavo Pereira,es autor de la obra,Poesía de bolsillo
Gustavo Pereira,es autor de la obra,Poesía y prosa
