source,relation,target
Roberto Burgos Cantor,es autor de la obra,Orillas
Roberto Burgos Cantor,es autor de la obra,Cuentos
Roberto Burgos Cantor,es autor de la obra,Una siempre es la misma
Roberto Burgos Cantor,es autor de la obra,La ceiba de la memoria
Roberto Burgos Cantor,es autor de la obra,Memoria sin guardianes
Roberto Burgos Cantor,es autor de la obra,Cuentos colombianos
Roberto Burgos Cantor,es autor de la obra,"Lo amador, cuentos"
Roberto Burgos Cantor,es autor de la obra,Señas particulares
Roberto Burgos Cantor,es autor de la obra,Rutas de libertad
Roberto Burgos Cantor,es autor de la obra,Ese silencio
Juan Pablo Bustamante,es de nacionalidad,colombiana
Rómulo Bustos,es de nacionalidad,colombiana
Rómulo Bustos,es autor de la obra,De la dificultad para atrapar una mosca
Rómulo Bustos,es autor de la obra,Sacrificiales
Rómulo Bustos,es autor de la obra,Muerte y levitación de la ballena
Rómulo Bustos,es autor de la obra,Obra poética
Rómulo Bustos,es autor de la obra,Obra poética
Lucas Caballero Calderón,es de nacionalidad,colombiana
Lucas Caballero Calderón,es autor de la obra,Klim ciento por ciento
Jorge Cadavid,es de nacionalidad,colombiana
Jorge Cadavid,es autor de la obra,Tratado de cielo para jóvenes poetas
Jorge Cadavid,es autor de la obra,El bosque desnundo
Jorge Cadavid,es autor de la obra,Pequeña historia de la fotografía
Jorge Cadavid,es autor de la obra,Los ojos deseados
Jorge Cadavid,es autor de la obra,República del viento
Jorge Cadavid,es autor de la obra,La nada (Colección de poesia)
Jorge Cadavid,es autor de la obra,Lewis Carroll Los Juegos del Lenguaje (100 Personajes) (100 Personajes)
Jorge Cadavid,es autor de la obra,Heráclito inasible
Aurelio Caicedo Ayerbe,es de nacionalidad,colombiana
Jorge Caicedo,es de nacionalidad,colombiana
José Antonio Calcaño,es de nacionalidad,colombiana
Hernando Calvo Ospina,es de nacionalidad,colombiana
Hernando Calvo Ospina,es autor de la obra,Disidentes o mercenarios?
Hernando Calvo Ospina,es autor de la obra,"Colombia, laboratorio de embrujos"
Hernando Calvo Ospina,es autor de la obra,El terrorismo de estado en Colombia
Hernando Calvo Ospina,es autor de la obra,Salsa. Esa Irreverente Alegria
José Camacho Carreño,es de nacionalidad,colombiana
Arturo Camacho Ramírez,es de nacionalidad,colombiana
Arturo Camacho Ramírez,es autor de la obra,¿Cuál es su hobby?
Gonzalo Canal Ramírez,es de nacionalidad,colombiana
Ricardo Cano Gaviria,es de nacionalidad,colombiana
Ricardo Cano Gaviria,es autor de la obra,Cuando pase el ciego : cuentos - 1. ed.
Ricardo Cano Gaviria,es autor de la obra,La carne es triste : ocho cuentos de desamor y un ensayo interpretativo
Ricardo Cano Gaviria,es autor de la obra,El buitre y el ave Fénix
Ricardo Cano Gaviria,es autor de la obra,El hombre que rezo a Baudelaire (Colección Turquesa Narrativa)
Ricardo Cano Gaviria,es autor de la obra,El pasajero Benjamin (Ilargia narrativa)
Ricardo Cano Gaviria,es autor de la obra,La puerta del infierno
James Cañón,es de nacionalidad,colombiana
James Cañón,es autor de la obra,La aldea de las viudas
Jorge Cárdenas Nannetti,es de nacionalidad,colombiana
Victor Caro,es de nacionalidad,colombiana
Victor Caro,es autor de la obra,Add
Eduardo Carranza,es de nacionalidad,colombiana
Eduardo Carranza,es autor de la obra,Carranza con aroma de vino
Eduardo Carrasquilla,es de nacionalidad,colombiana
Enrique Carrizosa Argáez,es de nacionalidad,colombiana
Alfonso Carvajal,es de nacionalidad,colombiana
Alfonso Carvajal,es autor de la obra,Ruega por nosotros
Alfonso Carvajal,es autor de la obra,Pequeños crímenes de amor
Alfonso Carvajal,es autor de la obra,La sonata del peregrino
Alfonso Carvajal,es autor de la obra,Analisis De Ana Karenina
Alfonso Carvajal,es autor de la obra,Analisis De Cuentos De Borges
Alfonso Carvajal,es autor de la obra,Analisis De El Jugador (Centro Literario)
Alfonso Carvajal,es autor de la obra,Analisis De Muerte En Venecia (Centro Literario)
Alfonso Carvajal,es autor de la obra,Hábitos nocturnos
Alfonso Carvajal,es autor de la obra,Los Poetas Malditos Un Ensayo Libre De Culpa (Lecciones)
Jorge Carvajal,es de nacionalidad,colombiana
Jorge Carvajal,es autor de la obra,Verdadera Fórmula Millonaria
Jorge Carvajal,es autor de la obra,Mago de Los Ojos Azules y la Isla de Los Desterrados
Jorge Carvajal,es autor de la obra,Mago Terrenal
Uriel Cassiani,es de nacionalidad,colombiana
Uriel Cassiani,es autor de la obra,Música para Bandidos
Gregorio Castañeda Aragón,es de nacionalidad,colombiana
Álvaro Castillo Granada,es de nacionalidad,colombiana
Álvaro Castillo Granada,es autor de la obra,Un librero
Gabriel Arturo Castro,es de nacionalidad,colombiana
Gabriel Arturo Castro,es autor de la obra,Ceniza inconclusa
Jaime Castro Núñez,es de nacionalidad,colombiana
José Vicente Castro,es de nacionalidad,colombiana
Gonzalo Cataño,es de nacionalidad,colombiana
Gonzalo Cataño,es autor de la obra,La introducción del pensamiento moderno en Colombia
Gonzalo Cataño,es autor de la obra,Educación y mundo rural
Gonzalo Cataño,es autor de la obra,Historiador Joaquín Tamayo
Iván Cepeda,es de nacionalidad,colombiana
Iván Cepeda,es autor de la obra,A las puertas de El Ubérrimo
Santiago Cepeda,es de nacionalidad,colombiana
Santiago Cepeda,es autor de la obra,Revelado
Álvaro Cepeda Samudio,es de nacionalidad,colombiana
Álvaro Cepeda Samudio,es autor de la obra,Cuentos colombianos
Álvaro Cepeda Samudio,es autor de la obra,Los cuentos de Juana
Luis Cermeño,es de nacionalidad,colombiana
José Chalarca,es de nacionalidad,colombiana
José Chalarca,es autor de la obra,Ensayistas bogotanos
José Chalarca,es autor de la obra,Biblionavegante
José Chalarca,es autor de la obra,Trilogio
José Chalarca,es autor de la obra,Las Muertes de Caín
José Chalarca,es autor de la obra,Marguerite Yourcenar o la Profundidad
José Chalarca,es autor de la obra,Escritura Como Pasión
José Chalarca,es autor de la obra,El biblionavegante
José Chalarca,es autor de la obra,La industria cafetera del Cauca
Ricardo Charria Tobar,es de nacionalidad,colombiana
Juan Gustavo Cobo,es de nacionalidad,colombiana
Juan Gustavo Cobo,es autor de la obra,"Historia de la poesia colombiana, siglo XX"
Juan Gustavo Cobo,es autor de la obra,Cuerpo erotico (Coleccion Dorado)
Juan Gustavo Cobo,es autor de la obra,Ignacio Gomez Jaramillo
Juan Gustavo Cobo,es autor de la obra,Lengua erotica
Juan Gustavo Cobo,es autor de la obra,Fernando Botero. La plenitud de la forma (100 Personajes/Autores)
Juan Gustavo Cobo,es autor de la obra,LA Musa Inclemente
Juan Gustavo Cobo,es autor de la obra,Para leer a Alvaro Mutis
Juan Gustavo Cobo,es autor de la obra,"Premio Juan Rulfo, Una Decada"
Juan Gustavo Cobo,es autor de la obra,Poesía reunida
Juan Gustavo Cobo,es autor de la obra,Escribir en Bogotá
Juan Gustavo Cobo,es autor de la obra,Latinoamérica
Juan Gustavo Cobo,es autor de la obra,Poesía
Juan Gustavo Cobo,es autor de la obra,"Bogotá, años 50"
Juan Gustavo Cobo,es autor de la obra,Cruce de lecturas - 1. edición.
Juan Gustavo Cobo,es autor de la obra,Poemas ilustrados
Juan Gustavo Cobo,es autor de la obra,El arte de leer a García Márquez
Juan Gustavo Cobo,es autor de la obra,Selección Samper Ortega de literatura colombiana
Juan Gustavo Cobo,es autor de la obra,El arte de leer a Garc©Ưa M©Łrquez
Óscar Collazos,es de nacionalidad,colombiana
Óscar Collazos,es autor de la obra,Con-Fabulación 100
Óscar Collazos,es autor de la obra,En la laguna más profunda
Juan Esteban Constaín,es de nacionalidad,colombiana
Juan Esteban Constaín,es autor de la obra,Cartas abiertas (Mapa de las lenguas)
José Consuegra Higgins,es de nacionalidad,colombiana
Jorge Consuegra,es de nacionalidad,colombiana
Jorge Consuegra,es autor de la obra,Bogotá curiosa
José María Cordovez Moure,es de nacionalidad,colombiana
Eduardo Cote Lamus,es de nacionalidad,colombiana
Eduardo Cote Lamus,es autor de la obra,La vida cotidiana
Ramón Cote,es de nacionalidad,colombiana
Ramón Cote,es autor de la obra,Tres pisos más arriba
Ramón Cote,es autor de la obra,Milagros comunes
Ramón Cote,es autor de la obra,Como quien dice adiós a lo perdido
Ramón Cote,es autor de la obra,Los fuegos obligados
Carlos Cuervo Márquez,es de nacionalidad,colombiana
Emilio Cuervo,es de nacionalidad,colombiana
Luis Augusto Cuervo,es de nacionalidad,colombiana
Juan de Cueto y Mena,es de nacionalidad,colombiana
José Elías Cury Lambraño,es de nacionalidad,colombiana
José Elías Cury Lambraño,es autor de la obra,El costeñol
Fernando Denis,es de nacionalidad,colombiana
Fernando Denis,es autor de la obra,La mujer que sueña en las murallas
Fernando Denis,es autor de la obra,La geometría del agua
Fernando Denis,es autor de la obra,El vino rojo de las sílabas
Fernando Denis,es autor de la obra,La geometría del agua
Eugenio Díaz Castro,es de nacionalidad,colombiana
Henry Díaz Vargas,es de nacionalidad,colombiana
Iván Olano Duque,es de nacionalidad,colombiana
Iván Olano Duque,es autor de la obra,Variaciones sobre la embriaguez
Tomás O. Eastman,es de nacionalidad,colombiana
Orlando Echeverri Benedetti,es de nacionalidad,colombiana
Orlando Echeverri Benedetti,es autor de la obra,Cuentos y relatos de la literatura colombiana
Orlando Echeverri Benedetti,es autor de la obra,El Coi y otro cuentos
Orlando Echeverri Benedetti,es autor de la obra,Puñalada trapera
Orlando Echeverri Benedetti,es autor de la obra,La fiesta en el cañaveral
Orlando Echeverri Benedetti,es autor de la obra,Sin freno por la senda equivocada
Orlando Echeverri Benedetti,es autor de la obra,Criacuervo
Octavio Escobar Giraldo,es de nacionalidad,colombiana
Octavio Escobar Giraldo,es autor de la obra,Historias clínicas
Octavio Escobar Giraldo,es autor de la obra,Cielo parcialmente nublado
Octavio Escobar Giraldo,es autor de la obra,Salento
Octavio Escobar Giraldo,es autor de la obra,1851 : novela
Octavio Escobar Giraldo,es autor de la obra,1851
Octavio Escobar Giraldo,es autor de la obra,Después y antes de Dios
Octavio Escobar Giraldo,es autor de la obra,Hotel en Shangri-La
Octavio Escobar Giraldo,es autor de la obra,El último diario de Tony Flowers
Octavio Escobar Giraldo,es autor de la obra,Destinos intermedios
Mario Escobar Velásquez,es de nacionalidad,colombiana
Mario Escobar Velásquez,es autor de la obra,Música de aguas
Mario Escobar Velásquez,es autor de la obra,Gentes y hechos de la aviación en Antioquia
Mario Escobar Velásquez,es autor de la obra,Cuentos completos
Mario Escobar Velásquez,es autor de la obra,Antología comentada del cuento antioqueño
Germán Espinosa,es de nacionalidad,colombiana
Germán Espinosa,es autor de la obra,Novelas del poder y de la infamia
Germán Espinosa,es autor de la obra,El espejo retrovisor
Germán Espinosa,es autor de la obra,Herejías y ortodoxias
Germán Espinosa,es autor de la obra,Cuentos completos
Germán Espinosa,es autor de la obra,Aitana
Germán Espinosa,es autor de la obra,Herejías y ortodoxias
Luis H. Fajardo,es de nacionalidad,colombiana
Felipe Restrepo Pombo,es de nacionalidad,colombiana
Felipe Restrepo Pombo,es autor de la obra,Crónica
Felipe Restrepo Pombo,es autor de la obra,Nunca es fácil ser una celebridad
Felipe Restrepo Pombo,es autor de la obra,La ira de México
Pedro Fernández Madrid,es de nacionalidad,colombiana
Juan Fernando Jaramillo,es de nacionalidad,colombiana
Gerardo Ferro Rojas,es de nacionalidad,colombiana
Heriberto Fiorillo,es de nacionalidad,colombiana
Heriberto Fiorillo,es autor de la obra,Entre líneas	
Heriberto Fiorillo,es autor de la obra,Escribir es lo que cuenta
Heriberto Fiorillo,es autor de la obra,La Cueva
Heriberto Fiorillo,es autor de la obra,El hombre que murió en el bar
José Manuel Freidel,es de nacionalidad,colombiana
José Félix Fuenmayor,es de nacionalidad,colombiana
Juan Ignacio Gálvez,es de nacionalidad,colombiana
Isaías Gamboa,es de nacionalidad,colombiana
Luis Jorge Garay,es de nacionalidad,colombiana
Luis Jorge Garay,es autor de la obra,"(In-)Movilidad social y democracia : algunas perspectivas teoricas, analiticas y empiricas. A proposito de la experiencia de paises de la OCDE y de Colombia"
Luis Jorge Garay,es autor de la obra,El reto ante la tragedia humanitaria del desplazamiento forzado
Luis Jorge Garay,es autor de la obra,Estudio sobre migración internacional y remesas en Colombia
Luis Jorge Garay,es autor de la obra,"Narcotráfico, corrupción y estados"
Luis Jorge Garay,es autor de la obra,Memoria y reparación
Luis Jorge Garay,es autor de la obra,Verificando el cumplimiento de los derechos
Luis Jorge Garay,es autor de la obra,La negociación agropecuaria en el TLC
Jorge García Usta,es de nacionalidad,colombiana
Jorge García Usta,es autor de la obra,El fuego que perdura
Jorge García Usta,es autor de la obra,García Márquez en Cartagena
Jorge García Usta,es autor de la obra,Cantaleta del amoroso
Gonzalo García Valdivieso,es de nacionalidad,colombiana
Gonzalo García Valdivieso,es autor de la obra,Los putos castos
Antonio García Ángel,es de nacionalidad,colombiana
Antonio García Ángel,es autor de la obra,Cuentos y relatos de la literatura colombiana
Antonio García Ángel,es autor de la obra,Su casa es mi casa
Antonio García Ángel,es autor de la obra,Animales domésticos
Raúl Gómez Jattin,es de nacionalidad,colombiana
Raúl Gómez Jattin,es autor de la obra,Poesia
Adolfo León Gómez,es de nacionalidad,colombiana
Evert González,es de nacionalidad,colombiana
Evert González,es autor de la obra,Psicosis de Amor
Evert González,es autor de la obra,"Deseo, Mil Lágrimas"
Evert González,es autor de la obra,Psicosis
Gonzalo Gallo,es de nacionalidad,colombiana
Gonzalo Gallo,es autor de la obra,El milagro esta en nuestras manos
Gonzalo Gallo,es autor de la obra,Oasis
Juan Gossaín,es de nacionalidad,colombiana
Juan Gossaín,es autor de la obra,Etcétera
Juan Gossaín,es autor de la obra,Puro cuento
Juan Gossaín,es autor de la obra,Al final del sueño
José David Guarín,es de nacionalidad,colombiana
Pascual Guerrero,es de nacionalidad,colombiana
Fernando Guillén Martínez,es de nacionalidad,colombiana
Germán Guzmán Campos,es de nacionalidad,colombiana
Germán Guzmán Campos,es autor de la obra,Tres estamentos de poder
Germán Guzmán Campos,es autor de la obra,La violencia en Colombia
Julio Holguín Arboleda,es de nacionalidad,colombiana
Hernán Hoyos,es de nacionalidad,colombiana
Juan Carlos Iragorri,es de nacionalidad,colombiana
Juan Carlos Iragorri,es autor de la obra,César Rincón
Jorge Isaacs,es de nacionalidad,colombiana
Jorge Isaacs,es autor de la obra,Jorge Isaacs
Jorge Isaacs,es autor de la obra,La revolucion radical en Antioquia
Jorge Isaacs,es autor de la obra,Obras completas
Hugo Jamioy Juagibioy,es de nacionalidad,colombiana
Jaime Jaramillo Arango,es de nacionalidad,colombiana
Salomón Kalmanovitz,es de nacionalidad,colombiana
Salomón Kalmanovitz,es autor de la obra,La economía de la Nueva Granada
Salomón Kalmanovitz,es autor de la obra,Consecuencias económicas del proceso de independencia en Colombia
Salomón Kalmanovitz,es autor de la obra,Las cuentas nacionales de Colombia en el siglo XIX
Salomón Kalmanovitz,es autor de la obra,Minagricultura 80 años
Fernando Landazábal,es de nacionalidad,colombiana
Eduardo Lemaitre,es de nacionalidad,colombiana
Eduardo Lemaitre,es autor de la obra,La Bolsa O La Vidau
Lizardo Carvajal,es de nacionalidad,colombiana
Francisco José Lloreda,es de nacionalidad,colombiana
Francisco José Lloreda,es autor de la obra,Palabras usadas
Julio César Londoño,es de nacionalidad,colombiana
Julio César Londoño,es autor de la obra,Sacrificio de dama
Julio César Londoño,es autor de la obra,Proyecto Piel
Julio César Londoño,es autor de la obra,¿Por qué es negra la noche?
Manuel Antonio López,es de nacionalidad,colombiana
Adel López,es de nacionalidad,colombiana
Edmundo López,es de nacionalidad,colombiana
Edmundo López,es autor de la obra,Vamos a Cocinar! (Spanish Edition)
Leopoldo López Álvarez,es de nacionalidad,colombiana
Luis Carlos López,es de nacionalidad,colombiana
Luis Carlos López,es autor de la obra,Pobreza Espiritual Voluntaria
Luis Carlos López,es autor de la obra,Luis Carlos Lopez
Enrique Lozano,es de nacionalidad,colombiana
Juan Lozano y Lozano,es de nacionalidad,colombiana
Fabio Lozano y Lozano,es de nacionalidad,colombiana
Julián Malatesta,es de nacionalidad,colombiana
Julián Malatesta,es autor de la obra,Pedro Alcantara
Julián Malatesta,es autor de la obra,La imagen poética
Julián Malatesta,es autor de la obra,"Construir la nación, buscar la región"
Miguel Ángel Manrique,es de nacionalidad,colombiana
Miguel Ángel Manrique,es autor de la obra,San Mateo y el ángel
Miguel Ángel Manrique,es autor de la obra,Antología Relata 2011
Miguel Ángel Manrique,es autor de la obra,Ellas se están comiendo al gato
Miguel Ángel Manrique,es autor de la obra,Disturbio
Mario Madrid-Malo Garizábal,es de nacionalidad,colombiana
Mario Madrid-Malo Garizábal,es autor de la obra,Violencia contra los más débiles
Mario Madrid-Malo Garizábal,es autor de la obra,Otras siluetas para una historia de los derechos humanos
Hernando Márquez Arbeláez,es de nacionalidad,colombiana
José Manuel Marroquín Osorio,es de nacionalidad,colombiana
Tomás Martín Feuillet,es de nacionalidad,colombiana
Jesús Martín-Barbero,es de nacionalidad,colombiana
Jesús Martín-Barbero,es autor de la obra,Proyectar la comunicación
Jesús Martín-Barbero,es autor de la obra,Contemporaneidad Lantinoamericana Y Analisis Cultural
Jesús Martín-Barbero,es autor de la obra,Mapas Nocturnos - Dialogos Con La Obra Martin-Barb
Jesús Martín-Barbero,es autor de la obra,Oficio De Cartgrafo (Sociologia)
Jesús Martín-Barbero,es autor de la obra,Oficio de Cartografo
Jesús Martín-Barbero,es autor de la obra,LA Educacion Desde LA Comunicacion
Álvaro Martínez Betancourt,es de nacionalidad,colombiana
Luis Martínez Delgado,es de nacionalidad,colombiana
Guillermo Martínez González,es de nacionalidad,colombiana
Aurelio Martínez Mutis,es de nacionalidad,colombiana
Carlos Martínez Silva,es de nacionalidad,colombiana
Miguel Matus Caile,es de nacionalidad,colombiana
Rafael Maya,es de nacionalidad,colombiana
Ernesto McCausland,es de nacionalidad,colombiana
Ernesto McCausland,es autor de la obra,El alma del acordeón
Ernesto McCausland,es autor de la obra,Febrero escarlata
Manuel Mejía Vallejo,es de nacionalidad,colombiana
Manuel Mejía Vallejo,es autor de la obra,Memoria del olvido
Manuel Mejía Vallejo,es autor de la obra,"El pozo y el péndulo : cuentos colombianos. Odradek, el cuento - 1. ed."
Plinio Apuleyo Mendoza,es de nacionalidad,colombiana
Plinio Apuleyo Mendoza,es autor de la obra,Los desafíos a la sociedad abierta
Plinio Apuleyo Mendoza,es autor de la obra,Gabo
Plinio Apuleyo Mendoza,es autor de la obra,Últimas noticias del nuevo idiota iberoamericano
Plinio Apuleyo Mendoza,es autor de la obra,El regreso del idiota
Plinio Apuleyo Mendoza,es autor de la obra,Manual del perfecto idiota latinoamericano
Plinio Apuleyo Mendoza,es autor de la obra,Cantos/Cuentos Colombianos
Plinio Apuleyo Mendoza,es autor de la obra,El Arte de La Etiqueta
Plinio Apuleyo Mendoza,es autor de la obra,Aquellos Tiempos Con Gabo
Plinio Apuleyo Mendoza,es autor de la obra,El regreso del idiota
José Ramón Mercado,es de nacionalidad,colombiana
Gilmer Mesa,es de nacionalidad,colombiana
Gilmer Mesa,es autor de la obra,Puñalada trapera
Gilmer Mesa,es autor de la obra,Aranjuez (Spanish Edition)
Adolfo Milanés,es de nacionalidad,colombiana
Pablo Montoya,es de nacionalidad,colombiana
