source,relation,target
Dante Castro Arrasco,es autor de la obra,Gordas al amanecer
Luis Cavagnaro Orellana,es de nacionalidad,peruana
César Guardia Mayorga,es de nacionalidad,peruana
César De María,es de nacionalidad,peruana
César De María,es autor de la obra,Salidas de emergencia
Doménico Chiappe,es de nacionalidad,peruana
Doménico Chiappe,es autor de la obra,Sospechosos en tránsito
Doménico Chiappe,es autor de la obra,Párrafos sueltos
Doménico Chiappe,es autor de la obra,Tiempo de encierro
Doménico Chiappe,es autor de la obra,Entrevista a Mailer Daemon
Enrique Chirinos Soto,es de nacionalidad,peruana
José Santos Chocano,es de nacionalidad,peruana
Anthony Choy,es de nacionalidad,peruana
Gamaliel Churata,es de nacionalidad,peruana
Gamaliel Churata,es autor de la obra,Khirkhilas de la sirena
Gamaliel Churata,es autor de la obra,El pez de oro
Gamaliel Churata,es autor de la obra,Resurrección de los muertos
Alfonso Cisneros Cox,es de nacionalidad,peruana
Alfonso Cisneros Cox,es autor de la obra,El agua en la ciénaga
Luis Fernán Cisneros,es de nacionalidad,peruana
Enrique Congrains,es de nacionalidad,peruana
Enrique Congrains,es autor de la obra,El narrador de historias
Marco Antonio Corcuera,es de nacionalidad,peruana
Arturo Corcuera,es de nacionalidad,peruana
Arturo Corcuera,es autor de la obra,Vida cantada
Arturo Corcuera,es autor de la obra,Carnaval de coplas cajamarquinas
Arturo Corcuera,es autor de la obra,La Flauta Kikiriki
Arturo Corcuera,es autor de la obra,Noé delirante
Arturo Corcuera,es autor de la obra,Breviario de Santa Inés
Washington Córdova Huamán,es de nacionalidad,peruana
Washington Córdova Huamán,es autor de la obra,Yawarwayta
Washington Córdova Huamán,es autor de la obra,Urqukunaq qapariynin
Pedro Cornejo,es de nacionalidad,peruana
Antonio Cornejo Polar,es de nacionalidad,peruana
Antonio Cornejo Polar,es autor de la obra,El lugar de la crítica
Antonio Cornejo Polar,es autor de la obra,Papeles de viento
Antonio Cornejo Polar,es autor de la obra,Crítica de la razón heterogénea
Antonio Cornejo Polar,es autor de la obra,Aves Sin Nido
Antonio Cornejo Polar,es autor de la obra,Literatura peruana siglo XVI a siglo XX
Antonio Cornejo Polar,es autor de la obra,Discurso en loor de la poesía
Manuel Nicolás Corpancho,es de nacionalidad,peruana
Hugo Coya,es de nacionalidad,peruana
Hugo Coya,es autor de la obra,Genaro
Hugo Coya,es autor de la obra,Memorias del futuro
Hugo Coya,es autor de la obra,Los secretos de Elivra
Hugo Coya,es autor de la obra,Estación final
Hugo Coya,es autor de la obra,Polvo en el viento
Manuel Cuadros Escobedo,es de nacionalidad,peruana
Rómulo Cúneo Vidal,es de nacionalidad,peruana
Guillermo Dañino Ribatto,es de nacionalidad,peruana
Darwin Bedoya,es de nacionalidad,peruana
Darwin Bedoya,es autor de la obra,Hijos de puta
Darwin Bedoya,es autor de la obra,El libro de las sombras
Pedro Dávalos y Lissón,es de nacionalidad,peruana
Ricardo Dávalos y Lissón,es de nacionalidad,peruana
Jaime de Althaus,es de nacionalidad,peruana
Jaime de Althaus,es autor de la obra,La promesa de la democracia
Jaime de Althaus,es autor de la obra,La revolución capitalista en el Perú
Juan de Mata Peralta,es de nacionalidad,peruana
Oswaldo de Rivero,es de nacionalidad,peruana
Oswaldo de Rivero,es autor de la obra,Los estados inviables
Carlos Iván Degregori,es de nacionalidad,peruana
Carlos Iván Degregori,es autor de la obra,Cultura y globalización
Carlos Iván Degregori,es autor de la obra,No hay mañana sin ayer
Carlos Iván Degregori,es autor de la obra,Conquistadores de un nuevo mundo
Carlos Iván Degregori,es autor de la obra,El surgimiento de sendero luminoso
Carlos Iván Degregori,es autor de la obra,Las rondas campesinas y la derrota de Sendero Luminoso (Estudios de la sociedad rural)
Carlos Iván Degregori,es autor de la obra,Los límites del milagro
Carlos Iván Degregori,es autor de la obra,"Todos nos une, nada nos divide"
Carlos Iván Degregori,es autor de la obra,Para calmar la ira de los dioses
Carlos Iván Degregori,es autor de la obra,Guerra de mudos
Carlos Iván Degregori,es autor de la obra,Jamás tan cerca arremetió lo lejos. Sendero luminoso y la violencia política (2015)
Carlos Iván Degregori,es autor de la obra,¿De quién es la democracia?
Carlos Iván Degregori,es autor de la obra,Del mito de Inkarrí al mito del progreso
Carlos Iván Degregori,es autor de la obra,Saberes periféricos
Carlos Iván Degregori,es autor de la obra,El nacimiento de los otorongos
Carlos Iván Degregori,es autor de la obra,"Heridas abiertas, derechos esquivos"
Carlos Iván Degregori,es autor de la obra,¿Cómo despertar a la bella durmiente?
Carlos Iván Degregori,es autor de la obra,El aprendiz de brujo y el curandero chino
Carlos Iván Degregori,es autor de la obra,Antropología y antropólogos en el Perú
Carlos Iván Degregori,es autor de la obra,La década de la antipolítica
Carlos Iván Degregori,es autor de la obra,El surgimiento de Sendero Luminoso
Carlos Iván Degregori,es autor de la obra,Qué difícil es ser Dios
Francisco del Castillo Andraca,es de nacionalidad,peruana
Félix del Valle,es de nacionalidad,peruana
Marco Aurelio Denegri,es de nacionalidad,peruana
Marco Aurelio Denegri,es autor de la obra,De esto y aquello
Marco Aurelio Denegri,es autor de la obra,Lexicografía
Marco Aurelio Denegri,es autor de la obra,Cajonística y vallejística
Marco Aurelio Denegri,es autor de la obra,Esmórgasbord
Marco Aurelio Denegri,es autor de la obra,Miscelánea humanística
Marco Aurelio Denegri,es autor de la obra,Miscelánea humanística
Marc Dourojeanni,es de nacionalidad,peruana
Marc Dourojeanni,es autor de la obra,Loreto sostenible al 2021
Marc Dourojeanni,es autor de la obra,Amazonia probable y deseable
Marc Dourojeanni,es autor de la obra,Amazonía peruana en 2021
Francisco Durand,es de nacionalidad,peruana
Francisco Durand,es autor de la obra,El Perú fracturado
Alberto Durant,es de nacionalidad,peruana
Alberto Durant,es autor de la obra,Dónde está el pirata?
Francisco de Echave y Assu,es de nacionalidad,peruana
Francisco de Echave y Assu,es autor de la obra,"Estrella de Lima Convertida en Sol Sobre Sus Tres Coronas, el B. Toribio Alfonso Mogrobexo, Su Segundo Arzobispo"
Jorge Eduardo Eielson,es de nacionalidad,peruana
Jorge Eduardo Eielson,es autor de la obra,Celebración
Jorge Eduardo Eielson,es autor de la obra,Antología
Jorge Eduardo Eielson,es autor de la obra,Maquillage
Jorge Eduardo Eielson,es autor de la obra,El diálogo infinito
Jorge Eduardo Eielson,es autor de la obra,Habitación en Roma
Jorge Eduardo Eielson,es autor de la obra,Ptyx
Jorge Eduardo Eielson,es autor de la obra,Poeta en Roma
Jorge Eduardo Eielson,es autor de la obra,Ceremonia comentada
Edwin Elmore,es de nacionalidad,peruana
Peter Elmore,es de nacionalidad,peruana
Peter Elmore,es autor de la obra,El náufrago de la santa
Peter Elmore,es autor de la obra,El Perfil De La Palabra
Alberto Escobar,es de nacionalidad,peruana
Alberto Escobar,es autor de la obra,Mural
Juan Espejo Asturrizaga,es de nacionalidad,peruana
Clodoaldo Espinosa Bravo,es de nacionalidad,peruana
Juan de Espinosa Medrano,es de nacionalidad,peruana
Juan de Espinosa Medrano,es autor de la obra,La novena maravilla
Juan de Espinosa Medrano,es autor de la obra,El robo de Proserpina y sueño de Endimión
Juan de Espinosa Medrano,es autor de la obra,Amar su propia muerte
Faustino Espinoza Navarro,es de nacionalidad,peruana
Waldemar Espinoza Soriano,es de nacionalidad,peruana
Waldemar Espinoza Soriano,es autor de la obra,Loreto
Waldemar Espinoza Soriano,es autor de la obra,La independencia del Perú en provincias
Waldemar Espinoza Soriano,es autor de la obra,Amazonía del Perú
Daniel F,es de nacionalidad,peruana
César Falcón,es de nacionalidad,peruana
Eduardo Ferrero Costa,es de nacionalidad,peruana
Eduardo Ferrero Costa,es autor de la obra,El proceso de negociaciones entre el Perú y el Ecuador (1995-1998) y los 20 años de los acuerdos de paz de Brasilia
Manuel Bartolomé Ferreyros,es de nacionalidad,peruana
Alberto Flores Galindo,es de nacionalidad,peruana
Alberto Flores Galindo,es autor de la obra,Los Rostros de La Plebe
Alberto Flores Galindo,es autor de la obra,La agonía de Mariátegui
Jorge Flórez Áybar,es de nacionalidad,peruana
Isaac León Frías,es de nacionalidad,peruana
Isaac León Frías,es autor de la obra,Hablemos de cine
Isaac León Frías,es autor de la obra,Grandes ilusiones
Isaac León Frías,es autor de la obra,El nuevo cine latinoamericano de los años sesenta
Isaac León Frías,es autor de la obra,Imitación de la vida
Ranulfo Fuentes Rojas,es de nacionalidad,peruana
Hélard Fuentes Pastor,es de nacionalidad,peruana
Manuel Atanasio Fuentes,es de nacionalidad,peruana
Manuel Atanasio Fuentes,es autor de la obra,Estadistica Del Estado Del perú en 1878 Á 1879 Publicada Por la Dirección Del Ramo...
Manuel Atanasio Fuentes,es autor de la obra,Perú
Alberto Fujimori,es de nacionalidad,peruana
Alberto Gálvez Olaechea,es de nacionalidad,peruana
Alberto Gálvez Olaechea,es autor de la obra,Perú
Alberto Gálvez Olaechea,es autor de la obra,Desde el país de las sombras
Antonio Gálvez Ronceros,es de nacionalidad,peruana
Ciro Gálvez,es de nacionalidad,peruana
Abelardo Gamarra,es de nacionalidad,peruana
Fernando Gamio Palacio,es de nacionalidad,peruana
Ventura García Calderón,es de nacionalidad,peruana
Marco García Falcón,es de nacionalidad,peruana
Marco García Falcón,es autor de la obra,El cielo de Capri
Carlos García Miranda,es de nacionalidad,peruana
Ricardo García Rosell,es de nacionalidad,peruana
Sistero García Torres,es de nacionalidad,peruana
Sistero García Torres,es autor de la obra,Guerra en la Selva
Sistero García Torres,es autor de la obra,Derrumbre Del Castillo de Cocaina
Sistero García Torres,es autor de la obra,Amor Entre DOS Fuegos
Sistero García Torres,es autor de la obra,Amor Entre DOS Juegos
Diego García-Sayán,es de nacionalidad,peruana
Federico García Hurtado,es de nacionalidad,peruana
José Uriel García,es de nacionalidad,peruana
José Uriel García,es autor de la obra,El nuevo indio
Inca Garcilaso de la Vega,es de nacionalidad,peruana
Inca Garcilaso de la Vega,es autor de la obra,Diálogos de amor de León Hebreo
Inca Garcilaso de la Vega,es autor de la obra,Comentarios reales
Inca Garcilaso de la Vega,es autor de la obra,Cronica de La Conquista
Inca Garcilaso de la Vega,es autor de la obra,Comentarios reales (Diferencias / Differences)
Hernán Garrido Lecca,es de nacionalidad,peruana
Hernán Garrido Lecca,es autor de la obra,Cuentos marginales
Hernán Garrido Lecca,es autor de la obra,Diario a bordo de la corbeta Unión
Hernán Garrido Lecca,es autor de la obra,"Concentración bancaria en el Perú, 1997-2006"
Julio Garrido Malaver,es de nacionalidad,peruana
Julio Garrido Malaver,es autor de la obra,La dimensión de la piedra
José Eulogio Garrido,es de nacionalidad,peruana
René Gastelumendi,es de nacionalidad,peruana
René Gastelumendi,es autor de la obra,Litoral
Lurgio Gavilán,es de nacionalidad,peruana
Lurgio Gavilán,es autor de la obra,Comunidades de América Latina
Lurgio Gavilán,es autor de la obra,Memorias de un soldado desconocido
Enrique Ghersi,es de nacionalidad,peruana
Enrique Ghersi,es autor de la obra,El origen mercantilista de las instituciones en América Latina
Enrique Ghersi,es autor de la obra,Los desafíos a la sociedad abierta
Gloria Mendoza Borda,es de nacionalidad,peruana
Gloria Mendoza Borda,es autor de la obra,Amusa
Odi Gonzales,es de nacionalidad,peruana
Odi Gonzales,es autor de la obra,Walaycho Qorilazo
Odi Gonzales,es autor de la obra,Elegía Apu Inka Atawallpaman
Odi Gonzales,es autor de la obra,La escuela de Cusco
Alfredo González Prada,es de nacionalidad,peruana
Manuel González Prada,es de nacionalidad,peruana
Manuel González Prada,es autor de la obra,Horas de lucha
Manuel González Prada,es autor de la obra,Las dos patrias
Manuel González Prada,es autor de la obra,Pensamiento y librepensamiento
Manuel González Prada,es autor de la obra,Manuel González Prada
Manuel González Prada,es autor de la obra,"Ensayos, 1885-1916"
Eduardo González Viaña,es de nacionalidad,peruana
Eduardo González Viaña,es autor de la obra,El largo camino de Castilla
Eduardo González Viaña,es autor de la obra,Vallejo en los infiernos
Eduardo González Viaña,es autor de la obra,"Don Tuno, el señor de los cuerpos astrales"
Eduardo González Viaña,es autor de la obra,El veneno de la libertad
Eduardo González Viaña,es autor de la obra,Varias mujeres y un fantasma
Eduardo González Viaña,es autor de la obra,Eterno Mateo
Eduardo González Viaña,es autor de la obra,Cuentos para sobrevivir al fin del mundo
Eduardo González Viaña,es autor de la obra,Cruce de fronteras
Eduardo González Viaña,es autor de la obra,Hablar con la santa muerte
Eduardo González Viaña,es autor de la obra,El amor de Carmela
Eduardo González Viaña,es autor de la obra,Quién no se llama Carlos!
Ricardo González Vigil,es de nacionalidad,peruana
Ricardo González Vigil,es autor de la obra,Todos los poemas
Ricardo González Vigil,es autor de la obra,Cuentos peruanos de la pandemia
Ricardo González Vigil,es autor de la obra,Poemas de Amor
Ricardo González Vigil,es autor de la obra,Selección de poesía peruana para niños
Ricardo González Vigil,es autor de la obra,Poesía peruana para niños
Ricardo González Vigil,es autor de la obra,"El cuento Peruano, 2001-2010"
Ricardo González Vigil,es autor de la obra,Tradiciones de crimen y espanto de Ricardo Palma
Ricardo González Vigil,es autor de la obra,Claves para leer a César Vallejo
Ricardo González Vigil,es autor de la obra,Poetas peruanas de antología
Ricardo González Vigil,es autor de la obra,Años decisivos de la narrativa peruana
Gustavo Gorriti,es de nacionalidad,peruana
Gustavo Gorriti,es autor de la obra,Petroaudios
Pablo Guevara,es de nacionalidad,peruana
Pablo Guevara,es autor de la obra,Tren bala
Pablo Guevara,es autor de la obra,La colision
Alberto Guillén,es de nacionalidad,peruana
Emilio Gutiérrez de Quintanilla,es de nacionalidad,peruana
Emilio Gutiérrez de Quintanilla,es autor de la obra,Principio Del Arte
Julio Gutiérrez Samanez,es de nacionalidad,peruana
Julio Gutiérrez Samanez,es autor de la obra,Rescate de la cerámica vidriada colonial cusqueña
Agustín Haya de la Torre,es de nacionalidad,peruana
Javier Heraud,es de nacionalidad,peruana
Javier Heraud,es autor de la obra,Javier Heraud en la literatura peruana
Arturo D. Hernández,es de nacionalidad,peruana
Alfredo Herrera Flores,es de nacionalidad,peruana
Alfredo Herrera Flores,es autor de la obra,Acerca de la palabra ima n
Genaro Herrera,es de nacionalidad,peruana
Genaro Herrera,es autor de la obra,"Sobre derechos, deberes y poder"
Genaro Herrera,es autor de la obra,Ciclo de conferencias pensando el futuro
Genaro Herrera,es autor de la obra,Cambio de régimen político
Julio Hevia Garrido-Lecca,es de nacionalidad,peruana
Augusto Higa Oshiro,es de nacionalidad,peruana
Rodolfo Hinostroza,es de nacionalidad,peruana
Rodolfo Hinostroza,es autor de la obra,Poesía completa
Rodolfo Hinostroza,es autor de la obra,Pararrayos de Dios
Rodolfo Hinostroza,es autor de la obra,Cuentos incompletos
Rodolfo Hinostroza,es autor de la obra,Memorial de Casa Grande
Rodolfo Hinostroza,es autor de la obra,Rodolfo Hinostroza
Rodolfo Hinostroza,es autor de la obra,[Pi]oetas
Guillermo Hoyos Osores,es de nacionalidad,peruana
José Carlos Huayhuaca,es de nacionalidad,peruana
José Carlos Huayhuaca,es autor de la obra,Machu Picchu
José Carlos Huayhuaca,es autor de la obra,"Elogio de la luz, y otros amores"
José Carlos Huayhuaca,es autor de la obra,Una grieta a lo sublime
Elmer Huerta,es de nacionalidad,peruana
Elmer Huerta,es autor de la obra,Buen Morir
Antauro Humala,es de nacionalidad,peruana
Antauro Humala,es autor de la obra,De la Guerra Etnosanta a la Iglesia Tawantinsuyana
Carlos Incháustegui,es de nacionalidad,peruana
Fernando Iwasaki,es de nacionalidad,peruana
Fernando Iwasaki,es autor de la obra,Ajuar Funerario/ Trousseau Funeral (Voces)
Fernando Iwasaki,es autor de la obra,Helarte De Amar / Freeze from Loving
Fernando Iwasaki,es autor de la obra,Libro de Mal Amor (Serie Roja Alfaguara)
Francisco Izquierdo,es de nacionalidad,peruana
Mateo Jaika,es de nacionalidad,peruana
Mateo Jaika,es autor de la obra,Narrativa completa
Cronwell Jara,es de nacionalidad,peruana
Cronwell Jara,es autor de la obra,Patíbulo para un caballo
Cronwell Jara,es autor de la obra,Manifiesto de las jodas
Cronwell Jara,es autor de la obra,Faite
Cronwell Jara,es autor de la obra,Montacerdos
Cronwell Jara,es autor de la obra,Hueso duro y otros cuentos
Cronwell Jara,es autor de la obra,Narradores peruanos de los ochenta
Cronwell Jara,es autor de la obra,¡Salvemos nuestro habitat!
Cronwell Jara,es autor de la obra,Cabeza de Nube y las trampas del destierro
Cronwell Jara,es autor de la obra,Esopo
Umberto Jara,es de nacionalidad,peruana
Umberto Jara,es autor de la obra,El outsider
Umberto Jara,es autor de la obra,Secretos del túnel
Eloy Jáuregui,es de nacionalidad,peruana
Eloy Jáuregui,es autor de la obra,El más vil de los ofidios
Eloy Jáuregui,es autor de la obra,El pirata
Eloy Jáuregui,es autor de la obra,Tu mala canallada (Crónicas)
Eloy Jáuregui,es autor de la obra,Pa' bravo yo
Úrsula de Jesús,es de nacionalidad,peruana
Úrsula de Jesús,es autor de la obra,Las almas del purgatorio
Arturo Jiménez Borja,es de nacionalidad,peruana
Arturo Jiménez Borja,es autor de la obra,Ensayos
Joel Calero,es de nacionalidad,peruana
Joel Calero,es autor de la obra,Cielo oscuro
Juan Ochoa López,es de nacionalidad,peruana
Juan Ochoa López,es autor de la obra,El amor empieza en la carne
Julio Noriega Bernuy,es de nacionalidad,peruana
Julio Noriega Bernuy,es autor de la obra,Cine andino
Julio Noriega Bernuy,es autor de la obra,Caminan los Apus
Julio Noriega Bernuy,es autor de la obra,Escritura quechua en el Perú
Farid Kahhat,es de nacionalidad,peruana
Farid Kahhat,es autor de la obra,Seguridad internacional
Farid Kahhat,es autor de la obra,Tras la Guerra Fría
Federico Kauffmann Doig,es de nacionalidad,peruana
Federico Kauffmann Doig,es autor de la obra,La cultura Chachapoyas
Federico Kauffmann Doig,es autor de la obra,Los Chachapoyas
Federico Kauffmann Doig,es autor de la obra,Machu Picchu
Federico Kauffmann Doig,es autor de la obra,Constructores de Kuélap y Pajatén--
José María de la Jara y Ureta,es de nacionalidad,peruana
Pablo Landeo Muñoz,es de nacionalidad,peruana
Pablo Landeo Muñoz,es autor de la obra,Categorías andinas para una aproximación al willakuy
Rafael Larco Hoyle,es de nacionalidad,peruana
Rafael Larco Hoyle,es autor de la obra,Arte erotico en el antiguo Peru (Colección del Museo Arqueologico Rafael Larco Herrera)
Rafael Larco Hoyle,es autor de la obra,Los mochicas
Eugenio Larrabure y Unanue,es de nacionalidad,peruana
José Joaquín de Larriva,es de nacionalidad,peruana
Pedro Lasarte,es de nacionalidad,peruana
Pedro Lasarte,es autor de la obra,Mateo Rosas de Oquendo. Obra completa y poemas relacionados
Benito Laso de la Vega,es de nacionalidad,peruana
Mirko Lauer,es de nacionalidad,peruana
Mirko Lauer,es autor de la obra,Sologuren
Mirko Lauer,es autor de la obra,La revolución gastronómica peruana
Mirko Lauer,es autor de la obra,La olla de cristal
Mirko Lauer,es autor de la obra,Vanguardistas
Mirko Lauer,es autor de la obra,Bodegón de bodegones
Mirko Lauer,es autor de la obra,Alcools
Mirko Lauer,es autor de la obra,Tapen la tumba
Mirko Lauer,es autor de la obra,Los Poetas En La Republica Del Poder
Mirko Lauer,es autor de la obra,"Orbitas, tertulias"
Mirko Lauer,es autor de la obra,Introducción a la pintura peruana del siglo XX
Genaro Ledesma,es de nacionalidad,peruana
Germán Leguía y Martínez,es de nacionalidad,peruana
Augusto León Barandiarán,es de nacionalidad,peruana
Luis León Herrera,es de nacionalidad,peruana
Rafo León,es de nacionalidad,peruana
Rafo León,es autor de la obra,Conchucos
Rafo León,es autor de la obra,Reserva Comunal Amarakaeri
Rafo León,es autor de la obra,La tierra prometida
Rafo León,es autor de la obra,Chachapoyas
Rafo León,es autor de la obra,Chicha peruana
Rafo León,es autor de la obra,Kantupata
Rafo León,es autor de la obra,La China Tudela y la panaca real
Rafo León,es autor de la obra,La expulsión del paraíso
Rafo León,es autor de la obra,Caín y Abel
Ricardo Letts Colmenares,es de nacionalidad,peruana
Ricardo Letts Colmenares,es autor de la obra,Forjando Vanguardia Revolucionaria diarios y cartas                         .
Ricardo Letts Colmenares,es autor de la obra,La ruptura
Carlos Lissón,es de nacionalidad,peruana
José Eusebio de Llano Zapata,es de nacionalidad,peruana
José Eusebio de Llano Zapata,es autor de la obra,Memorias Histórico-Físicas-apologéticas de la América Meridional Que a la Majestad Del Señor Don Carlos Iii...
Luis Loayza,es de nacionalidad,peruana
Luis Loayza,es autor de la obra,Relatos
Luis Loayza,es autor de la obra,Ensayos
Enrique López Albújar,es de nacionalidad,peruana
Héctor López Martínez,es de nacionalidad,peruana
Héctor López Martínez,es autor de la obra,Miguel Grau
Héctor López Martínez,es autor de la obra,Plaza de Acho
Elías Lozada Benavente,es de nacionalidad,peruana
Luis de Rodrigo,es de nacionalidad,peruana
