source,relation,target
Óscar Efrén Reyes,es de nacionalidad,ecuatoriana
Edmundo Ribadeneira,es de nacionalidad,ecuatoriana
Edmundo Ribadeneira,es autor de la obra,El cajón postergado
Jorge Ribadeneira,es de nacionalidad,ecuatoriana
Vladimiro Rivas,es de nacionalidad,ecuatoriana
Hernán Rodríguez Castelo,es de nacionalidad,ecuatoriana
Hernán Rodríguez Castelo,es autor de la obra,García Moreno
Hernán Rodríguez Castelo,es autor de la obra,1800-1860 en el mundo y America Latina
Hernán Rodríguez Castelo,es autor de la obra,Ensayos y microensayos
Hernán Rodríguez Castelo,es autor de la obra,Lírica de la revolución quiteña de 1809-1812
Hernán Rodríguez Castelo,es autor de la obra,"Benigno Malo, el escritor"
Hernán Rodríguez Castelo,es autor de la obra,Olmedo
Hernán Rodríguez Castelo,es autor de la obra,"Francisco Xavier Aguirre Abad, el hombre y el escritor"
Hernán Rodríguez Castelo,es autor de la obra,Vicente Rocafuerte
Hernán Rodríguez Castelo,es autor de la obra,Vicente Rocafuerte
Juan Manuel Rodríguez López,es de nacionalidad,ecuatoriana
Fernando Rohn Bautista,es de nacionalidad,ecuatoriana
Fernando Rohn Bautista,es autor de la obra,Quito integral
Ángel Felicísimo Rojas,es de nacionalidad,ecuatoriana
Ángel Felicísimo Rojas,es autor de la obra,El Éxodo de Yangana
Marco Vinicio Rueda,es de nacionalidad,ecuatoriana
Alfonso Rumazo González,es de nacionalidad,ecuatoriana
Alfonso Rumazo González,es autor de la obra,Comprensión de Miranda
Alfonso Rumazo González,es autor de la obra,La hazaña de Miranda en el Caribe
Alfonso Rumazo González,es autor de la obra,Manuela Sáenz
Alfonso Rumazo González,es autor de la obra,Francisco de Miranda
Alfonso Rumazo González,es autor de la obra,Derroteros
José Rumazo González,es de nacionalidad,ecuatoriana
Pedro Saad Herrería,es de nacionalidad,ecuatoriana
Pedro Saad Herrería,es autor de la obra,Toda la verdad sobre las armas del Cenepa
Jorge Salvador Lara,es de nacionalidad,ecuatoriana
Jorge Salvador Lara,es autor de la obra,Historia de Quito
Jorge Salvador Lara,es autor de la obra,Jorge Salvador Lara con la fe por delante
Jorge Salvador Lara,es autor de la obra,La lengua de la raza cósmica
Jorge Salvador Lara,es autor de la obra,Escritos de la independencia
Manuel María Sánchez,es de nacionalidad,ecuatoriana
Antonio Santos,es de nacionalidad,ecuatoriana
Antonio Santos,es autor de la obra,Hierro y Huesos 1
Antonio Santos,es autor de la obra,En torno a Noriko
Antonio Santos,es autor de la obra,"Barataria, la imaginada"
Antonio Santos,es autor de la obra,Tierras de Ningún Lugar
Antonio Santos,es autor de la obra,"Blanco, negro, amarillo y azul"
Antonio Santos,es autor de la obra,Blanco y negro
Antonio Santos,es autor de la obra,"Paro, exclusión y políticas de desempleo"
Antonio Santos,es autor de la obra,La ruta de las ratas
Medardo Ángel Silva,es de nacionalidad,ecuatoriana
Medardo Ángel Silva,es autor de la obra,Antología poética
Medardo Ángel Silva,es autor de la obra,La ciudad fragmentada de Jean d'Agrève
Medardo Ángel Silva,es autor de la obra,Obra poetica
Amilcar Tapia Tamayo,es de nacionalidad,ecuatoriana
Julio Tobar Donoso,es de nacionalidad,ecuatoriana
Julio Tobar Donoso,es autor de la obra,"La iglesia, modeladora de la nacionalidad"
Carlos R. Tobar,es de nacionalidad,ecuatoriana
Iván Ulchur,es de nacionalidad,ecuatoriana
Jorge Vanegas Muñoz,es de nacionalidad,ecuatoriana
Efraín Villacís,es de nacionalidad,ecuatoriana
Efraín Villacís,es autor de la obra,Ciudad Jenga
Manuel Vivanco Riofrío,es de nacionalidad,ecuatoriana
Manuel Vivanco Riofrío,es autor de la obra,El desafío de decir
Gonzalo Zaldumbide,es de nacionalidad,ecuatoriana
Julio Zaldumbide,es de nacionalidad,ecuatoriana
Adalberto Ortiz,es de nacionalidad,ecuatoriana
Alfonso Barrera Valverde,es de nacionalidad,ecuatoriana
Alicia Yánez Cossío,es de nacionalidad,ecuatoriana
Alicia Yánez Cossío,es autor de la obra,Taller Para La Formacion De Ninos Escritores
Alicia Yánez Cossío,es autor de la obra,Memorias de la Pivihuarmi Cuxirimay Ocllo
Alicia Yánez Cossío,es autor de la obra,Memorias de la Pivihuarmi Cuxirimay Ocllo
Alicia Yánez Cossío,es autor de la obra,Sé que vienen a matarme
Alicia Yánez Cossío,es autor de la obra,La cofradía del mullo del vestido de la virgen pipona
César Dávila Andrade,es de nacionalidad,ecuatoriana
César Dávila Andrade,es autor de la obra,Obra poética
Demetrio Aguilera Malta,es de nacionalidad,ecuatoriana
Demetrio Aguilera Malta,es autor de la obra,Los que se van
Demetrio Aguilera Malta,es autor de la obra,Fútbol de antología
Demetrio Aguilera Malta,es autor de la obra,Teatro Hispanico
Demetrio Aguilera Malta,es autor de la obra,Siete Lunas Y Siete Serpientes / Seven Serpents and Seven Moons
Dolores Veintimilla,es de nacionalidad,ecuatoriana
Enrique Gil Gilbert,es de nacionalidad,ecuatoriana
Enrique Gil Gilbert,es autor de la obra,Antología para noviembre
Fanny Carrión de Fierro,es de nacionalidad,ecuatoriana
Gabriela Alemán,es de nacionalidad,ecuatoriana
Gabriela Alemán,es autor de la obra,Poso Wells
Humberto Salvador,es de nacionalidad,ecuatoriana
Iván Egüez,es de nacionalidad,ecuatoriana
Iván Egüez,es autor de la obra,Letra para salsa con final cortante
Joaquín Gallegos Lara,es de nacionalidad,ecuatoriana
Joaquín Gallegos Lara,es autor de la obra,Obras selectas
Jorge Icaza,es de nacionalidad,ecuatoriana
Jorge Icaza,es autor de la obra,Atrapados - 3 Tomos
Jorge Icaza,es autor de la obra,El Chulla Romero Y Flores (Colección Archivos/Pitt Latin American Series)
Jorge Icaza,es autor de la obra,Huasipungo
Jorge Icaza,es autor de la obra,Huasipungo / Fragment of Land
Jorge Icaza,es autor de la obra,Huasipungo
José de la Cuadra,es de nacionalidad,ecuatoriana
José de la Cuadra,es autor de la obra,Honorarios
José de la Cuadra,es autor de la obra,"Cuentos Ecuatorianos (Serie Letra Grande (High Interest, Easy Level Series))"
José de la Cuadra,es autor de la obra,Obras completas
Juan Montalvo,es de nacionalidad,ecuatoriana
Juan Montalvo,es autor de la obra,Juan Montalvo
Juan Montalvo,es autor de la obra,Relatos hispánicos asombrosos y de terror
Juan Montalvo,es autor de la obra,El pensamiento político de Montalvo
Juan Montalvo,es autor de la obra,Juan Montalvo
Lupe Rumazo,es de nacionalidad,ecuatoriana
Nelson Estupiñán Bass,es de nacionalidad,ecuatoriana
Nelson Estupiñán Bass,es autor de la obra,Desde un balcón volado
Raúl Andrade,es de nacionalidad,ecuatoriana
9789942017512,es un codigo ISBN para el libro,Jorgenrique Adoum
9789942017512,es un codigo ISBN de una edicion publicada por,Gescultura
9789590303678,es un codigo ISBN para el libro,Aproximación a la paraliteratura
9789590303678,es un codigo ISBN de una edicion publicada por,Editorial Arte y Literatura
9789978403105,es un codigo ISBN para el libro,Ecuador: Senas particulares
9789978403105,es un codigo ISBN de una edicion publicada por,Eskeletra Editorial
9789978430811,es un codigo ISBN para el libro,De cerca y de memoria
9789978430811,es un codigo ISBN de una edicion publicada por,Archipiélago
9789800116685,es un codigo ISBN para el libro,Poesía hasta hoy
9789800116685,es un codigo ISBN de una edicion publicada por,"República Bolivariana de Venezuela, Monte Ávila Editores Latinoamericana"
9789978625538,es un codigo ISBN para el libro,Fernando Artieda
9789978625538,es un codigo ISBN de una edicion publicada por,Casa de la Cultura Ecuatoriana Benjamín Carrión
9789978625873,es un codigo ISBN para el libro,Alejandro Carrión
9789978625873,es un codigo ISBN de una edicion publicada por,CCE Benjamín Carrión
9789978141120,es un codigo ISBN para el libro,Círculo vicioso para principiantes
9789978141120,es un codigo ISBN de una edicion publicada por,Universidad de Cuenca
9789978951422,es un codigo ISBN para el libro,Que se vaya!
9789978951422,es un codigo ISBN de una edicion publicada por,Edimpres
9789978079652,es un codigo ISBN para el libro,Gato por liebre
9789978079652,es un codigo ISBN de una edicion publicada por,Alfaguara
9789978230596,es un codigo ISBN para el libro,Nux vómica
9789978230596,es un codigo ISBN de una edicion publicada por,Paradiso Editores
9789978230800,es un codigo ISBN para el libro,Ines Aranda
9789978230800,es un codigo ISBN de una edicion publicada por,Paradiso Editores
9788494029325,es un codigo ISBN para el libro,Las segundas criaturas
9788494029325,es un codigo ISBN de una edicion publicada por,Editorial Funambulista
9789942028396,es un codigo ISBN para el libro,Las segundas criaturas
9789942028396,es un codigo ISBN de una edicion publicada por,Dinediciones
9789978230633,es un codigo ISBN para el libro,Crónica de un delito de blancos
9789978230633,es un codigo ISBN de una edicion publicada por,Paradiso Editores
9789978291474,es un codigo ISBN para el libro,Miércoles y estiércoles
9789978291474,es un codigo ISBN de una edicion publicada por,Alfaguara
9789942149213,es un codigo ISBN para el libro,Las huellas de la Carimba
9789942149213,es un codigo ISBN de una edicion publicada por,"Casa de la Cultura Ecuatoriana ""Benjamín Carrión,"" Núcleo de Esmeraldas"
9789942353207,es un codigo ISBN para el libro,Me quieren...quitar lo de negro
9789942353207,es un codigo ISBN de una edicion publicada por,"Casa de la Cultura Ecuatoriana ""Benjamín Carrión,"" Núcleo de Esmeraldas"
9789942118196,es un codigo ISBN para el libro,Autoritarismo y fascismo en América Latina
9789942118196,es un codigo ISBN de una edicion publicada por,"Centro de Pensamiento Crítico, Biblioteca Agustín Cueva"
9789942072207,es un codigo ISBN para el libro,Ensayos sociológicos y políticos
9789942072207,es un codigo ISBN de una edicion publicada por,Ministerio de Coordinación de la Política y Gobiernos Autónomos Descentralizados
9789978317426,es un codigo ISBN para el libro,Agustín Cueva
9789978317426,es un codigo ISBN de una edicion publicada por,Campaña Nacional Eugenio Espejo por el Libro y la Lectura
9789875742109,es un codigo ISBN para el libro,Entre la ira y la esperanza
9789875742109,es un codigo ISBN de una edicion publicada por,Prometeo Libros
9789978724668,es un codigo ISBN para el libro,Cartas y lecturas de Eugenio Espejo
9789978724668,es un codigo ISBN de una edicion publicada por,Banco Central del Ecuador
9789978625101,es un codigo ISBN para el libro,Obras completas
9789978625101,es un codigo ISBN de una edicion publicada por,Casa de la Cultura Ecuatoriana Benjamín Carrión
9789978317419,es un codigo ISBN para el libro,Eugenio Espejo
9789978317419,es un codigo ISBN de una edicion publicada por,Campaña Nacional Eugenio Espejo por el Libro y la Lectura
9789978624548,es un codigo ISBN para el libro,Juicio a Eugenio Espejo
9789978624548,es un codigo ISBN de una edicion publicada por,CCE Bemjamín Carrión
9789978624722,es un codigo ISBN para el libro,Poems
9789978624722,es un codigo ISBN de una edicion publicada por,Casa de Cultura Ecuatoriana Benjamin Carrión
9789978820612,es un codigo ISBN para el libro,"Quito Tradiciones, Testimonio Y Nostalgia (Tomo 2)"
9789978820612,es un codigo ISBN de una edicion publicada por,Ediciones Populares Evaristo
9789942036407,es un codigo ISBN para el libro,El derecho y el revés de la memoria
9789942036407,es un codigo ISBN de una edicion publicada por,Ediciones Killari
9789978820278,es un codigo ISBN para el libro,Quito
9789978820278,es un codigo ISBN de una edicion publicada por,Ediciones ABYA-YALA
9789978300268,es un codigo ISBN para el libro,"Parias, perdedores y otros antihéroes"
9789978300268,es un codigo ISBN de una edicion publicada por,Trama
9788423313686,es un codigo ISBN para el libro,Papa Murio Hoy/Papa Died Today
9788423313686,es un codigo ISBN de una edicion publicada por,Ediciones Destino
9789978600917,es un codigo ISBN para el libro,"Mujeres que sueñan, moldean saberes y fortalecen el buen vivir"
9789978600917,es un codigo ISBN de una edicion publicada por,IPANC CAB
9789978453933,es un codigo ISBN para el libro,Rincones que cantan
9789978453933,es un codigo ISBN de una edicion publicada por,FONSAL
9789942018052,es un codigo ISBN para el libro,"El conquistador Rodrigo Pérez de Guzmán, o, el reino de la inteligencia"
9789942018052,es un codigo ISBN de una edicion publicada por,[Sociedad Amigos de la Genealogía?]
9789978724828,es un codigo ISBN para el libro,"Actores de la independencia, datos genealógicos"
9789978724828,es un codigo ISBN de una edicion publicada por,Banco Central del Ecuador
9789978447673,es un codigo ISBN para el libro,"Calles, casas y gente del centro histórico de Quito"
9789978447673,es un codigo ISBN de una edicion publicada por,Fonsal
9789978366097,es un codigo ISBN para el libro,"Calles, casas y gente del centro histórico de Quito"
9789978366097,es un codigo ISBN de una edicion publicada por,Fonsal
9789978445792,es un codigo ISBN para el libro,Riobamba
9789978445792,es un codigo ISBN de una edicion publicada por,Asociación de Chimboracenses
9798624363991,es un codigo ISBN para el libro,Estructura de la Plegaria
9798624363991,es un codigo ISBN de una edicion publicada por,Independently Published
9781976731495,es un codigo ISBN para el libro,Bestiario Americano
9781976731495,es un codigo ISBN de una edicion publicada por,Independently Published
9781976723780,es un codigo ISBN para el libro,Teoría de la Inspiración
9781976723780,es un codigo ISBN de una edicion publicada por,Independently Published
9781976726620,es un codigo ISBN para el libro,Caricreaturas
9781976726620,es un codigo ISBN de una edicion publicada por,Independently Published
9788475670119,es un codigo ISBN para el libro,Cumanda
9788475670119,es un codigo ISBN de una edicion publicada por,
9780554344799,es un codigo ISBN para el libro,Cumandá o Un drama entre salvajes
9780554344799,es un codigo ISBN de una edicion publicada por,BiblioBazaar
9781426483998,es un codigo ISBN para el libro,Cumandá o Un drama entre salvajes
9781426483998,es un codigo ISBN de una edicion publicada por,BiblioBazaar
9781426483493,es un codigo ISBN para el libro,Cumandá o Un drama entre salvajes
9781426483493,es un codigo ISBN de una edicion publicada por,BiblioBazaar
9789978628072,es un codigo ISBN para el libro,Théoden
9789978628072,es un codigo ISBN de una edicion publicada por,"CCE Benjamín Carrión, Casa de la Cultura Ecuatoriana"
9789942144638,es un codigo ISBN para el libro,Historia del movimiento antifascista del Ecuador (1941-1944)
9789942144638,es un codigo ISBN de una edicion publicada por,"Escuela de Ciencias Históricas, Pontificia Universidad Católica del Ecuador"
9789942753953,es un codigo ISBN para el libro,Macrogramas
9789942753953,es un codigo ISBN de una edicion publicada por,El Ángel Editor
9789978954638,es un codigo ISBN para el libro,Cuaderno de la lluvia
9789978954638,es un codigo ISBN de una edicion publicada por,Dinediciones
9781020666261,es un codigo ISBN para el libro,Evolución Social Del Obrero en Guayaquil [1849-1920]
9781020666261,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9789978623961,es un codigo ISBN para el libro,Un hombre llamado Simón Bolívar
9789978623961,es un codigo ISBN de una edicion publicada por,"Casa de la Cultura Ecuatoriana ""Benjamin Carrion"""
9789707540361,es un codigo ISBN para el libro,El país de las tinieblas
9789707540361,es un codigo ISBN de una edicion publicada por,Ediciones de Medianoche
9789978622506,es un codigo ISBN para el libro,Ecuador
9789978622506,es un codigo ISBN de una edicion publicada por,"Casa de la Cultura Ecuatoriana ""Benjamín Carrión"""
9789978983560,es un codigo ISBN para el libro,Todas las aves
9789978983560,es un codigo ISBN de una edicion publicada por,Alfonso Reece Dousdebés
9789978290149,es un codigo ISBN para el libro,Morga
9789978290149,es un codigo ISBN de una edicion publicada por,Alfaguara
9789942357946,es un codigo ISBN para el libro,Controversia sobre las fiestas oficiales centro Andinas
9789942357946,es un codigo ISBN de una edicion publicada por,Pedro Arturo Reino Garcés
9783631640296,es un codigo ISBN para el libro,América: Guitarra de otros verbos
9783631640296,es un codigo ISBN de una edicion publicada por,Peter Lang Edition
9789942369840,es un codigo ISBN para el libro,Indios Mitayos en Hambato Colonial
9789942369840,es un codigo ISBN de una edicion publicada por,"Tipografia Centrala, Firma Editorial-poligrafica"
9789942855718,es un codigo ISBN para el libro,Tren a Chuchubamba
9789942855718,es un codigo ISBN de una edicion publicada por,"Casa de la Cultura Ecuatoriana Benjamín Carrión, Núcleo de Loja"
9789942306845,es un codigo ISBN para el libro,Nido de rifles
9789942306845,es un codigo ISBN de una edicion publicada por,Ambato
9789942361912,es un codigo ISBN para el libro,Tenencia de la tierra y remembranza del triunfalismo opresor
9789942361912,es un codigo ISBN de una edicion publicada por,[Publisher not identified]
9789942833099,es un codigo ISBN para el libro,Sustratos etnolingüísticos del Ecuador andino
9789942833099,es un codigo ISBN de una edicion publicada por,"Pío XII, Imprenta - Editorial"
9789942403674,es un codigo ISBN para el libro,El reclinatorio de oro
9789942403674,es un codigo ISBN de una edicion publicada por,DentalPaz
9789942403667,es un codigo ISBN para el libro,Baños de agua santa en las incursiones al Oriente Ecuatoriano
9789942403667,es un codigo ISBN de una edicion publicada por,IEPI
9789978312421,es un codigo ISBN para el libro,Mazorra
9789978312421,es un codigo ISBN de una edicion publicada por,"Ediciones Casa de la Cultura Ecuatoriana, Sede Tungurahua"
9789978628065,es un codigo ISBN para el libro,El cajón postergado
9789978628065,es un codigo ISBN de una edicion publicada por,CCE Benjamín Carrión
9789978230770,es un codigo ISBN para el libro,García Moreno
9789978230770,es un codigo ISBN de una edicion publicada por,Paradiso Editores
9789978441954,es un codigo ISBN para el libro,1800-1860 en el mundo y America Latina
9789978441954,es un codigo ISBN de una edicion publicada por,Academia Ecuatoriana de la Lengua
9789942854568,es un codigo ISBN para el libro,Ensayos y microensayos
9789942854568,es un codigo ISBN de una edicion publicada por,Centro Cultural Benjamín Carrión
9789978366257,es un codigo ISBN para el libro,Lírica de la revolución quiteña de 1809-1812
9789978366257,es un codigo ISBN de una edicion publicada por,FONSAL
9789978325056,es un codigo ISBN para el libro,"Benigno Malo, el escritor"
9789978325056,es un codigo ISBN de una edicion publicada por,Universidad del Azuay
9789978394007,es un codigo ISBN para el libro,Olmedo
9789978394007,es un codigo ISBN de una edicion publicada por,Academia Nacional de Historia
9789978992203,es un codigo ISBN para el libro,"Francisco Xavier Aguirre Abad, el hombre y el escritor"
9789978992203,es un codigo ISBN de una edicion publicada por,Academia Ecuatoriana de la Lengua
9789978992234,es un codigo ISBN para el libro,Vicente Rocafuerte
9789978992234,es un codigo ISBN de una edicion publicada por,Publicaciones de la Academia Ecuatoriana de la Lengua
9789942018137,es un codigo ISBN para el libro,Quito integral
9789942018137,es un codigo ISBN de una edicion publicada por,[s.n.]
9789871136636,es un codigo ISBN para el libro,El Éxodo de Yangana
9789871136636,es un codigo ISBN de una edicion publicada por,Stockcero
9789802764709,es un codigo ISBN para el libro,Comprensión de Miranda
9789802764709,es un codigo ISBN de una edicion publicada por,Fundación Biblioteca Ayacucho
9789807332002,es un codigo ISBN para el libro,La hazaña de Miranda en el Caribe
9789807332002,es un codigo ISBN de una edicion publicada por,Fundación Generalisimo Francisco de Miranda
9789800303696,es un codigo ISBN para el libro,Manuela Sáenz
9789800303696,es un codigo ISBN de una edicion publicada por,Ediciones de la Presidencia de la República
9789806339927,es un codigo ISBN para el libro,Francisco de Miranda
9789806339927,es un codigo ISBN de una edicion publicada por,CONATEL
9789978928103,es un codigo ISBN para el libro,Derroteros
9789978928103,es un codigo ISBN de una edicion publicada por,Consejo Nacional de Cultura
9789978872604,es un codigo ISBN para el libro,Toda la verdad sobre las armas del Cenepa
9789978872604,es un codigo ISBN de una edicion publicada por,Editorial El Conejo
9789978366189,es un codigo ISBN para el libro,Historia de Quito
9789978366189,es un codigo ISBN de una edicion publicada por,Fonsal
9789978366752,es un codigo ISBN para el libro,Jorge Salvador Lara con la fe por delante
9789978366752,es un codigo ISBN de una edicion publicada por,Instituto Metropolitano de Patrimonio
9789942011930,es un codigo ISBN para el libro,La lengua de la raza cósmica
9789942011930,es un codigo ISBN de una edicion publicada por,Publicaciones de la Academia Ecuatoriana de la Lengua
9789978626375,es un codigo ISBN para el libro,Escritos de la independencia
9789978626375,es un codigo ISBN de una edicion publicada por,Casa de la Cultura Ecuatoriana Benjamín Carrión
9781537228556,es un codigo ISBN para el libro,Hierro y Huesos 1
9781537228556,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9788448208158,es un codigo ISBN para el libro,En torno a Noriko
9788448208158,es un codigo ISBN de una edicion publicada por,Instituto Valenciano de Cinematografía Ricardo Muñoz Suay
9788496408616,es un codigo ISBN para el libro,"Barataria, la imaginada"
9788496408616,es un codigo ISBN de una edicion publicada por,Centro de Estudios Cervantinos
9788437636986,es un codigo ISBN para el libro,Tierras de Ningún Lugar
9788437636986,es un codigo ISBN de una edicion publicada por,Ediciones Cátedra
9788420557373,es un codigo ISBN para el libro,"Blanco, negro, amarillo y azul"
